NFIA,DZIP1L,,,FAM133B,,,,,NFKB1,,,,,,,,BTBD2,,,,,,,,,,,,,,,
PRC1,NTM,,,FAM133DP,,,,,GALNT11,,,,,,,,FAM86C2P,,,,,,,,,,,,,,,
DMRT2,HTR2B,,,PKN2,,,,,AKAP5,,,,,,,,RNF2,,,,,,,,,,,,,,,
LTBP4,ZNF691,,,CCL26,,,,,PREX1,,,,,,,,EEIG1,,,,,,,,,,,,,,,
OR7E156P,TXLNB,,,RPL17,,,,,CAP1,,,,,,,,TNFAIP1,,,,,,,,,,,,,,,
DELE1,FGF10,,,CHUK,,,,,SHLD2,,,,,,,,IGFL2,,,,,,,,,,,,,,,
BAG6,ING4,,,VPS26A,,,,,PPM1L,,,,,,,,MSRB2,,,,,,,,,,,,,,,
XAF1,GPR108,,,SEC22B2P,,,,,TMEM70,,,,,,,,CNTNAP3B,,,,,,,,,,,,,,,
EFNB2,TMEM18,,,SEC22B3P,,,,,YPEL3,,,,,,,,CACFD1,,,,,,,,,,,,,,,
RNMT,LAYN,,,SEC22B4P,,,,,ORMDL2,,,,,,,,MPO,,,,,,,,,,,,,,,
ETV5,UROD,,,HNRNPDL,,,,,CTSC,,,,,,,,PWWP2B,,,,,,,,,,,,,,,
SPG11,FOXD3,,,RPSAP20,,,,,RASSF2,,,,,,,,EEA1,,,,,,,,,,,,,,,
ST6GALNAC5,APIP,,,XPO1,,,,,EML1,,,,,,,,TK1,,,,,,,,,,,,,,,
CXorf65,HPS6,,,GID8,,,,,CLMP,,,,,,,,PCDHB5,,,,,,,,,,,,,,,
CREB3,MXD4,,,RPS10P3,,,,,ATG16L2,,,,,,,,SCNN1A,,,,,,,,,,,,,,,
ADAM32,DCTN2,,,HERC4,,,,,RESF1,,,,,,,,ABCA7,,,,,,,,,,,,,,,
NUP155,PDCD4-AS1,,,IRF2BP2,,,,,RAB32,,,,,,,,HJURP,,,,,,,,,,,,,,,
DNMT3A,NUCB1,,,NEDD8,,,,,CAMK1,,,,,,,,LTB4R,,,,,,,,,,,,,,,
CFAP91,TRIM68,,,TAOK1,,,,,SPPL3,,,,,,,,ARHGDIA,,,,,,,,,,,,,,,
H6PD,BCL2L1,,,LINC01142,,,,,C11orf21,,,,,,,,LHX2,,,,,,,,,,,,,,,
VARS2,EGFLAM,,,MAU2,,,,,MYADM,,,,,,,,FOXM1,,,,,,,,,,,,,,,
TMOD4,ALKBH5,,,GDI2,,,,,MAP1A,,,,,,,,ADAMTSL5,,,,,,,,,,,,,,,
RNF112,NUAK2,,,NOTCH2NLB,,,,,R3HDM1,,,,,,,,NXN,,,,,,,,,,,,,,,
C1QTNF9,STAU2,,,NOTCH2NLC,,,,,ZYG11B,,,,,,,,PIBF1,,,,,,,,,,,,,,,
CCNB1,STAT6,,,MED7,,,,,SIK3,,,,,,,,TECR,,,,,,,,,,,,,,,
CASQ2,NELL2,,,ZNF518A,,,,,SPCS3,,,,,,,,LGR4,,,,,,,,,,,,,,,
KDM4C,FNDC3B,,,CHMP2B,,,,,RABGAP1,,,,,,,,ZNF843,,,,,,,,,,,,,,,
MRRF,TGFB1,,,MT-ND6,,,,,HAUS4,,,,,,,,RAI1,,,,,,,,,,,,,,,
ADA,OAF,,,MT-TE,,,,,PKNOX1,,,,,,,,LRP2BP,,,,,,,,,,,,,,,
PAXBP1,SAP130,,,CCT6A,,,,,CHASERR,,,,,,,,RSPH4A,,,,,,,,,,,,,,,
SNX31,CEMP1,,,DPY30,,,,,CMC4,,,,,,,,DPYSL4,,,,,,,,,,,,,,,
NKTR,TNS2-AS1,,,RPS21,,,,,CBL,,,,,,,,ELMO2,,,,,,,,,,,,,,,
EIF3G,MOB2,,,DAP3,,,,,SERF2,,,,,,,,EME1,,,,,,,,,,,,,,,
SNRPC,STK10,,,TRPC5,,,,,CYRIB,,,,,,,,CLIP1,,,,,,,,,,,,,,,
JARID2,DYRK2,,,MCL1,,,,,MPV17,,,,,,,,LZTFL1,,,,,,,,,,,,,,,
RFC3,RPS18P9,,,LINC00315,,,,,CACUL1,,,,,,,,FN3K,,,,,,,,,,,,,,,
BEND3,PRMT9,,,SAT1,,,,,LST1,,,,,,,,SMARCD3,,,,,,,,,,,,,,,
GJA3,GFRA2,,,CCZ1,,,,,HSD3B7,,,,,,,,SRXN1,,,,,,,,,,,,,,,
TRIM63,SNRNP35,,,CCZ1B,,,,,TRIP10,,,,,,,,SIDT1,,,,,,,,,,,,,,,
VPS25,ANKRD42,,,TARS1,,,,,COMMD3,,,,,,,,FLNB,,,,,,,,,,,,,,,
ANG,GPATCH3,,,NCOA5,,,,,UBE2F,,,,,,,,NLRP11,,,,,,,,,,,,,,,
TSEN34,FCGR2C,,,CCDC90B,,,,,NLRP3,,,,,,,,PHPT1,,,,,,,,,,,,,,,
TTYH2,PFDN1,,,UBE2N,,,,,STK38,,,,,,,,NUDT12,,,,,,,,,,,,,,,
SERPINB11,MBTPS1,,,SNW1,,,,,STON2,,,,,,,,C3orf70,,,,,,,,,,,,,,,
ANXA2P3,OCEL1,,,NBPF14,,,,,AP3S1,,,,,,,,GRAMD1A,,,,,,,,,,,,,,,
C20orf202,LINC03019,,,SLC39A9,,,,,PCBD2,,,,,,,,ZNF526,,,,,,,,,,,,,,,
EZH2,ZNF646,,,PROS1,,,,,NPTN,,,,,,,,ATP6V1E2,,,,,,,,,,,,,,,
CABLES2,TTC39B,,,SHQ1,,,,,TAF12,,,,,,,,DIPK1C,,,,,,,,,,,,,,,
P4HA1,EHBP1L1,,,LCOR,,,,,CCL3,,,,,,,,CT75,,,,,,,,,,,,,,,
AGTPBP1,S100PBP,,,GBE1,,,,,TRIM38,,,,,,,,TUBB2A,,,,,,,,,,,,,,,
HEPACAM,BBS2,,,PCYT1A,,,,,RBL2,,,,,,,,JADE3,,,,,,,,,,,,,,,
RNF43,ZCCHC4,,,ZNF207,,,,,MAPRE2,,,,,,,,PDIK1L,,,,,,,,,,,,,,,
IFT81,NPRL3,,,LINC00623,,,,,SPAG7,,,,,,,,FZR1,,,,,,,,,,,,,,,
CNIH2,ARHGEF10L,,,GCH1,,,,,EEF2K,,,,,,,,DNAJB5,,,,,,,,,,,,,,,
ACVR2B,TSHZ1,,,MORF4L1,,,,,LPAR5,,,,,,,,GSTO2,,,,,,,,,,,,,,,
RNF125,SLC35F5,,,FRMPD1,,,,,ZNF585A,,,,,,,,HOXA11-AS,,,,,,,,,,,,,,,
FGF18,CHCHD10,,,CISD1,,,,,DYNC1I2,,,,,,,,KMT5A,,,,,,,,,,,,,,,
MFSD10,USF1,,,UBA3,,,,,WDR11,,,,,,,,PRR11,,,,,,,,,,,,,,,
CACNG8,SGSH,,,HNRNPD,,,,,LITAF,,,,,,,,SLC7A5,,,,,,,,,,,,,,,
SASH1,AP2M1,,,NBPF9,,,,,USP4,,,,,,,,MED27,,,,,,,,,,,,,,,
GGT7,ATPAF2,,,SNRPEP2,,,,,ARID4A,,,,,,,,TAF4B,,,,,,,,,,,,,,,
HELB,CHIT1,,,SNRPEP4,,,,,ZC3H10,,,,,,,,ZNF395,,,,,,,,,,,,,,,
TRIM9,MEAF6,,,TEX36,,,,,PUS10,,,,,,,,MPZL2,,,,,,,,,,,,,,,
LINC02249,BCKDHA,,,TLK2,,,,,CYLD,,,,,,,,BRD3,,,,,,,,,,,,,,,
METRN,SOBP,,,SHISA5,,,,,PGGT1B,,,,,,,,ZMYND19,,,,,,,,,,,,,,,
HBD,C12orf43,,,NRAS,,,,,TPSB2,,,,,,,,FAM163A,,,,,,,,,,,,,,,
PASD1,WASF2,,,NAPB,,,,,ZNF449,,,,,,,,EXTL1,,,,,,,,,,,,,,,
FOXRED2,GAB1,,,COX6C,,,,,SMAD2,,,,,,,,EXOC8,,,,,,,,,,,,,,,
PLCE1,CMA1,,,SLC41A2,,,,,NUMB,,,,,,,,PEX14,,,,,,,,,,,,,,,
ZNF791,TRAM2-AS1,,,CD63,,,,,HLA-DRB5,,,,,,,,PCDHB10,,,,,,,,,,,,,,,
SREK1,HCFC1R1,,,HIGD1AP14,,,,,ABCC5,,,,,,,,RFX8,,,,,,,,,,,,,,,
HCG4B,PRADC1,,,TCF12,,,,,CRK,,,,,,,,PEDS1,,,,,,,,,,,,,,,
AOPEP,RHBDD1,,,TVP23B,,,,,LSM6,,,,,,,,PFKFB4,,,,,,,,,,,,,,,
RCN2,STMP1,,,TVP23CP2,,,,,RRAGC,,,,,,,,MAGI2,,,,,,,,,,,,,,,
SLC6A10P,COX4I1,,,SRP9,,,,,SYS1,,,,,,,,EPB41L4A-AS1,,,,,,,,,,,,,,,
DEFB134,KCTD7,,,SRP9P1,,,,,TENT5A,,,,,,,,DHX36,,,,,,,,,,,,,,,
,EPDR1,,,SEC23IP,,,,,HLA-E,,,,,,,,SH3GLB2,,,,,,,,,,,,,,,
,TEX261,,,SNORA16A,,,,,SON,,,,,,,,PPP2R2B,,,,,,,,,,,,,,,
,RELT,,,C11orf54,,,,,MSN,,,,,,,,FRK,,,,,,,,,,,,,,,
,SCN1B,,,ZFYVE28,,,,,GATD3,,,,,,,,EXOC3,,,,,,,,,,,,,,,
,IL1RAP,,,NUDT15,,,,,UBTD2,,,,,,,,PSMB7,,,,,,,,,,,,,,,
,FAM110B,,,GBP5,,,,,TSC1,,,,,,,,CARD16,,,,,,,,,,,,,,,
,AKR7A2,,,XRCC5,,,,,NDUFA12,,,,,,,,RPP25L,,,,,,,,,,,,,,,
,ABCC4,,,KIZ-AS1,,,,,ZNF30,,,,,,,,RHEBL1,,,,,,,,,,,,,,,
,GBP4,,,TMCO1,,,,,GBP1,,,,,,,,RNASEH2A,,,,,,,,,,,,,,,
,POLR2J2,,,ANXA2,,,,,NFU1,,,,,,,,LINC01114,,,,,,,,,,,,,,,
,SPRING1,,,MEMO1,,,,,TMEM176B,,,,,,,,DPEP3,,,,,,,,,,,,,,,
,FOXN3-AS1,,,MEMO1P1,,,,,SMIM15,,,,,,,,CPQ,,,,,,,,,,,,,,,
,HIGD2A,,,ESAM,,,,,NOP10,,,,,,,,TOP3A,,,,,,,,,,,,,,,
,CCNO,,,TLK2P1,,,,,SNX11,,,,,,,,CASK,,,,,,,,,,,,,,,
,ZNF845,,,MIR4648,,,,,ARL15,,,,,,,,PSMA8,,,,,,,,,,,,,,,
,AKIRIN2,,,NDUFC2,,,,,FBXO11,,,,,,,,KIFC2,,,,,,,,,,,,,,,
,ALOX15B,,,COX7A2,,,,,C1orf174,,,,,,,,LLGL1,,,,,,,,,,,,,,,
,KCNJ13,,,PAX1,,,,,SULF1,,,,,,,,TBX1,,,,,,,,,,,,,,,
,TCHP,,,DARS1,,,,,MRO,,,,,,,,P2RY1,,,,,,,,,,,,,,,
,THAP11,,,KAT6A,,,,,APAF1,,,,,,,,CNNM2,,,,,,,,,,,,,,,
,MOCOS,,,CAND1,,,,,ADCY4,,,,,,,,COL2A1,,,,,,,,,,,,,,,
,CHCHD1,,,LOX,,,,,APC,,,,,,,,IRX6,,,,,,,,,,,,,,,
,RAB5A,,,EIF4A2,,,,,NDUFA10,,,,,,,,CACTIN-AS1,,,,,,,,,,,,,,,
,VPS11,,,PRPF40B,,,,,HERC2,,,,,,,,NDUFA8,,,,,,,,,,,,,,,
,ACTR1B,,,RPL18AP3,,,,,RAC1,,,,,,,,RWDD2A,,,,,,,,,,,,,,,
,SCAF4,,,PTMAP4,,,,,STAT5B,,,,,,,,ECHDC3,,,,,,,,,,,,,,,
,MADD,,,PTMAP9,,,,,BTG2,,,,,,,,TMEM184B,,,,,,,,,,,,,,,
,NAA16,,,GK,,,,,PRDM4,,,,,,,,PGAP2,,,,,,,,,,,,,,,
,RALGDS,,,TRAM1,,,,,ASNSD1,,,,,,,,CROT,,,,,,,,,,,,,,,
,AACS,,,PPP6R3,,,,,FAM168B,,,,,,,,TAMM41,,,,,,,,,,,,,,,
,IFI27L2,,,MBTD1,,,,,TMOD3,,,,,,,,TCP10L3,,,,,,,,,,,,,,,
,CCDC97,,,CYCSP55,,,,,PLEKHM3,,,,,,,,ZNF670,,,,,,,,,,,,,,,
,KEAP1,,,NSUN2,,,,,PEAK1,,,,,,,,REXO1,,,,,,,,,,,,,,,
,SORL1,,,NBPF20,,,,,FSTL1,,,,,,,,MOS,,,,,,,,,,,,,,,
,ZNF823,,,ETF1,,,,,PTPRC,,,,,,,,PCDHB18P,,,,,,,,,,,,,,,
,YBEY,,,PTGES3,,,,,BACE1,,,,,,,,HEY1,,,,,,,,,,,,,,,
,BAIAP2-DT,,,NIPSNAP2,,,,,UQCR10,,,,,,,,DDX41,,,,,,,,,,,,,,,
,AEBP1,,,LINC01614,,,,,VPS54,,,,,,,,PNPLA8,,,,,,,,,,,,,,,
,TSPAN31,,,MCTS1,,,,,KLHDC1,,,,,,,,SLC2A13,,,,,,,,,,,,,,,
,BICD2,,,SULT1B1,,,,,ZNF585B,,,,,,,,SIGLEC16,,,,,,,,,,,,,,,
,MIR4655,,,TRIM17,,,,,CERT1,,,,,,,,SNAPC2,,,,,,,,,,,,,,,
,HTATIP2,,,MED31,,,,,TRIO,,,,,,,,UBE2C,,,,,,,,,,,,,,,
,NKX3-2,,,NBPF26,,,,,PSMB6,,,,,,,,ZNF836,,,,,,,,,,,,,,,
,PKMYT1,,,CD3G,,,,,TGFBR1,,,,,,,,VAX2,,,,,,,,,,,,,,,
,MIR1249,,,PSMB3,,,,,PBDC1,,,,,,,,NCOR1P1,,,,,,,,,,,,,,,
,RBSN,,,SFPQ,,,,,PHF2,,,,,,,,SH3GL1,,,,,,,,,,,,,,,
,FNIP1,,,CTBP1,,,,,SLC1A3,,,,,,,,MTG1,,,,,,,,,,,,,,,
,DCAF8,,,CASP3,,,,,HERPUD2,,,,,,,,CBX6,,,,,,,,,,,,,,,
,SLC27A1,,,RABGGTB,,,,,ALDH9A1,,,,,,,,SIPA1L2,,,,,,,,,,,,,,,
,LYNX1,,,SUPT16HP1,,,,,CIITA,,,,,,,,ZNF831,,,,,,,,,,,,,,,
,STARD5,,,DYNLL1,,,,,TIRAP,,,,,,,,SNORD11B,,,,,,,,,,,,,,,
,PACS1,,,CCT8,,,,,PPM1A,,,,,,,,PNPLA6,,,,,,,,,,,,,,,
,FPGS,,,JUND,,,,,PYM1,,,,,,,,ERP27,,,,,,,,,,,,,,,
,TMEM80,,,HYCC2,,,,,MAPKAPK5-AS1,,,,,,,,NECAB2,,,,,,,,,,,,,,,
,BHLHE22,,,SSH2,,,,,RHNO1,,,,,,,,NCLN,,,,,,,,,,,,,,,
,ZNF688,,,CCNG1,,,,,BTBD1,,,,,,,,STAG3L4,,,,,,,,,,,,,,,
,TBC1D17,,,ATP6V1G2-DDX39B,,,,,IKZF5,,,,,,,,LINC00944,,,,,,,,,,,,,,,
,ZFHX4,,,MT-CO3,,,,,SNX19,,,,,,,,NPHP3,,,,,,,,,,,,,,,
,CHST14,,,MT-ND3,,,,,CLK1,,,,,,,,MEIS2,,,,,,,,,,,,,,,
,ARHGEF9,,,MT-TG,,,,,VPS29,,,,,,,,CLDN20,,,,,,,,,,,,,,,
,GSDMA,,,CCL4,,,,,DCLRE1B,,,,,,,,DENND1A,,,,,,,,,,,,,,,
,SDHAF2,,,H3-3A,,,,,AP3B1,,,,,,,,ZNF83,,,,,,,,,,,,,,,
,,,,H3P16,,,,,ZSWIM6,,,,,,,,TRIM7,,,,,,,,,,,,,,,
,,,,H3P6,,,,,TMEM91,,,,,,,,ZNF610,,,,,,,,,,,,,,,
,,,,ABCB7,,,,,CTTNBP2NL,,,,,,,,CST13P,,,,,,,,,,,,,,,
,,,,IRF2BPL,,,,,DYRK1A,,,,,,,,E2F2,,,,,,,,,,,,,,,
,,,,SNORC,,,,,DEF8,,,,,,,,ULK3,,,,,,,,,,,,,,,
,,,,ANKRD27,,,,,MYO1E,,,,,,,,SEMA4G,,,,,,,,,,,,,,,
,,,,ROGDI,,,,,STK4,,,,,,,,CDKN1A,,,,,,,,,,,,,,,
,,,,PSMA5,,,,,ME2,,,,,,,,PGBD4,,,,,,,,,,,,,,,
,,,,THBS2,,,,,HERPUD1,,,,,,,,TNFRSF17,,,,,,,,,,,,,,,
,,,,POP4,,,,,LYSET,,,,,,,,LAMC3,,,,,,,,,,,,,,,
,,,,GK4P,,,,,TBK1,,,,,,,,PM20D2,,,,,,,,,,,,,,,
,,,,CANX,,,,,ARL6IP1,,,,,,,,EVI5L,,,,,,,,,,,,,,,
,,,,CCNH,,,,,BCL6B,,,,,,,,MFAP2,,,,,,,,,,,,,,,
,,,,FMR1,,,,,TXN,,,,,,,,TP53INP2,,,,,,,,,,,,,,,
,,,,ADH5,,,,,RARS2,,,,,,,,SEC61A2,,,,,,,,,,,,,,,
,,,,LRPPRC,,,,,FBXL5,,,,,,,,KLHL20,,,,,,,,,,,,,,,
,,,,HMGN3,,,,,AP4B1,,,,,,,,SNORA51,,,,,,,,,,,,,,,
,,,,HNRNPK,,,,,SRBD1,,,,,,,,P2RX7,,,,,,,,,,,,,,,
,,,,TRBC2,,,,,KLF6,,,,,,,,CDC42BPB,,,,,,,,,,,,,,,
,,,,DNM3OS,,,,,TMC8,,,,,,,,B3GALT2,,,,,,,,,,,,,,,
,,,,HEATR1,,,,,GBP1P1,,,,,,,,GTF3C3,,,,,,,,,,,,,,,
,,,,MT-CO1,,,,,AP5M1,,,,,,,,CDC25B,,,,,,,,,,,,,,,
,,,,NBPF15,,,,,CNOT2,,,,,,,,NEURL4,,,,,,,,,,,,,,,
,,,,NBPF19,,,,,SCARF1,,,,,,,,ARMCX3,,,,,,,,,,,,,,,
,,,,SCAF8,,,,,GALNT10,,,,,,,,NRSN2,,,,,,,,,,,,,,,
,,,,PSMB5,,,,,WDFY3,,,,,,,,TBC1D13,,,,,,,,,,,,,,,
,,,,INTS14,,,,,PLGRKT,,,,,,,,DDX10,,,,,,,,,,,,,,,
,,,,HNRNPA2B1,,,,,CCNY,,,,,,,,MAMDC4,,,,,,,,,,,,,,,
,,,,RAB4A,,,,,ATP5PF,,,,,,,,PYGB,,,,,,,,,,,,,,,
,,,,DLD,,,,,HS2ST1,,,,,,,,TSPAN10,,,,,,,,,,,,,,,
,,,,HNRNPL,,,,,SUPT7L,,,,,,,,,,,,,,,,,,,,,,,
,,,,PSMA6,,,,,MMP11,,,,,,,,,,,,,,,,,,,,,,,
,,,,ZC3H11B,,,,,TRMT5,,,,,,,,,,,,,,,,,,,,,,,
,,,,ZC3H11C,,,,,TM2D2,,,,,,,,,,,,,,,,,,,,,,,
,,,,KIF1B,,,,,ABCD4,,,,,,,,,,,,,,,,,,,,,,,
,,,,HIGD1A,,,,,CHFR,,,,,,,,,,,,,,,,,,,,,,,
,,,,TMEM101,,,,,ARPC5,,,,,,,,,,,,,,,,,,,,,,,
,,,,ERCC4,,,,,PHF21A,,,,,,,,,,,,,,,,,,,,,,,
,,,,CDC7,,,,,CIRBP,,,,,,,,,,,,,,,,,,,,,,,
,,,,CTLA4,,,,,COL8A1,,,,,,,,,,,,,,,,,,,,,,,
,,,,SNORA66,,,,,UBE2G2,,,,,,,,,,,,,,,,,,,,,,,
,,,,PALD1,,,,,SFRP4,,,,,,,,,,,,,,,,,,,,,,,
,,,,BLOC1S5-TXNDC5,,,,,PLIN3,,,,,,,,,,,,,,,,,,,,,,,
,,,,TXNDC5,,,,,ANAPC10,,,,,,,,,,,,,,,,,,,,,,,
,,,,HDAC8,,,,,TPM4,,,,,,,,,,,,,,,,,,,,,,,
,,,,PLEKHG5,,,,,RABL3,,,,,,,,,,,,,,,,,,,,,,,
,,,,AAGAB,,,,,TEC,,,,,,,,,,,,,,,,,,,,,,,
,,,,OSGEPL1,,,,,SNX6,,,,,,,,,,,,,,,,,,,,,,,
,,,,PATZ1,,,,,NT5C2,,,,,,,,,,,,,,,,,,,,,,,
,,,,SMS,,,,,M6PR,,,,,,,,,,,,,,,,,,,,,,,
,,,,SCP2,,,,,FAM114A2,,,,,,,,,,,,,,,,,,,,,,,
,,,,RWDD3,,,,,SNX3,,,,,,,,,,,,,,,,,,,,,,,
,,,,TLCD4-RWDD3,,,,,TBC1D15,,,,,,,,,,,,,,,,,,,,,,,
,,,,HASPIN,,,,,RAP2A,,,,,,,,,,,,,,,,,,,,,,,
,,,,TOR4A,,,,,PRDX3,,,,,,,,,,,,,,,,,,,,,,,
,,,,GPR162,,,,,UBR3,,,,,,,,,,,,,,,,,,,,,,,
,,,,KPNB1-DT,,,,,ZNF354A,,,,,,,,,,,,,,,,,,,,,,,
,,,,CLEC4E,,,,,TMCO3,,,,,,,,,,,,,,,,,,,,,,,
,,,,CDK13-DT,,,,,IDH1,,,,,,,,,,,,,,,,,,,,,,,
,,,,SAG,,,,,BCL10,,,,,,,,,,,,,,,,,,,,,,,
,,,,SUPV3L1,,,,,WAPL,,,,,,,,,,,,,,,,,,,,,,,
,,,,TMEM241,,,,,ELK3,,,,,,,,,,,,,,,,,,,,,,,
,,,,RPL27A,,,,,RASSF5,,,,,,,,,,,,,,,,,,,,,,,
,,,,HTR7,,,,,SLC11A2,,,,,,,,,,,,,,,,,,,,,,,
,,,,RAN,,,,,ANXA2R,,,,,,,,,,,,,,,,,,,,,,,
,,,,STAT2,,,,,EPB41L3,,,,,,,,,,,,,,,,,,,,,,,
,,,,SLC4A1APP1,,,,,OST4,,,,,,,,,,,,,,,,,,,,,,,
,,,,GCAWKR,,,,,SRSF7,,,,,,,,,,,,,,,,,,,,,,,
,,,,ASPN,,,,,GET1,,,,,,,,,,,,,,,,,,,,,,,
,,,,UBE2V2P3,,,,,SLC38A9,,,,,,,,,,,,,,,,,,,,,,,
,,,,IFI16,,,,,ITGBL1,,,,,,,,,,,,,,,,,,,,,,,
,,,,COX7CP1,,,,,UBC,,,,,,,,,,,,,,,,,,,,,,,
,,,,COX7CP2,,,,,GAS1,,,,,,,,,,,,,,,,,,,,,,,
,,,,SUCLA2,,,,,CALHM6,,,,,,,,,,,,,,,,,,,,,,,
,,,,NDUFAF7,,,,,USP7,,,,,,,,,,,,,,,,,,,,,,,
,,,,ZNF490,,,,,EIF1,,,,,,,,,,,,,,,,,,,,,,,
,,,,FTH1P5,,,,,USP16,,,,,,,,,,,,,,,,,,,,,,,
,,,,GSKIP,,,,,LAMTOR2,,,,,,,,,,,,,,,,,,,,,,,
,,,,SPCS1,,,,,GABPB2,,,,,,,,,,,,,,,,,,,,,,,
,,,,MEX3C,,,,,DICER1,,,,,,,,,,,,,,,,,,,,,,,
,,,,DIDO1,,,,,LPP,,,,,,,,,,,,,,,,,,,,,,,
,,,,ZBTB2,,,,,CTCF,,,,,,,,,,,,,,,,,,,,,,,
,,,,NHLRC2,,,,,CRYZL1,,,,,,,,,,,,,,,,,,,,,,,
,,,,SERTAD2,,,,,CCDC121,,,,,,,,,,,,,,,,,,,,,,,
,,,,CCN2,,,,,SAMD8,,,,,,,,,,,,,,,,,,,,,,,
,,,,SLC25A14,,,,,DUSP11,,,,,,,,,,,,,,,,,,,,,,,
,,,,ADNP,,,,,ANKRD12,,,,,,,,,,,,,,,,,,,,,,,
,,,,PSMD14,,,,,SH3BP5,,,,,,,,,,,,,,,,,,,,,,,
,,,,ADAM28,,,,,CDKN2AIP,,,,,,,,,,,,,,,,,,,,,,,
,,,,XPOT,,,,,FAM120A,,,,,,,,,,,,,,,,,,,,,,,
,,,,CCN1,,,,,FEM1C,,,,,,,,,,,,,,,,,,,,,,,
,,,,RBM48,,,,,CCNT2,,,,,,,,,,,,,,,,,,,,,,,
,,,,SOD1,,,,,HTR7P1,,,,,,,,,,,,,,,,,,,,,,,
,,,,NPM1,,,,,MED28,,,,,,,,,,,,,,,,,,,,,,,
,,,,SNHG5,,,,,HEATR5B,,,,,,,,,,,,,,,,,,,,,,,
,,,,ZSCAN29,,,,,EXOC5,,,,,,,,,,,,,,,,,,,,,,,
,,,,KHDC4,,,,,SEC23A,,,,,,,,,,,,,,,,,,,,,,,
,,,,MOSPD2,,,,,USP34,,,,,,,,,,,,,,,,,,,,,,,
,,,,PPP1R2B,,,,,PPP4R3A,,,,,,,,,,,,,,,,,,,,,,,
,,,,CHCHD3P3,,,,,ZMPSTE24,,,,,,,,,,,,,,,,,,,,,,,
,,,,ABCC6P1,,,,,SHOC2,,,,,,,,,,,,,,,,,,,,,,,
,,,,TBCE,,,,,PDCD1LG2,,,,,,,,,,,,,,,,,,,,,,,
,,,,SNORD50B,,,,,YBX1,,,,,,,,,,,,,,,,,,,,,,,
,,,,HHEX,,,,,THEMIS,,,,,,,,,,,,,,,,,,,,,,,
,,,,DENND4B,,,,,MB21D2,,,,,,,,,,,,,,,,,,,,,,,
,,,,NBR2,,,,,PCMTD1,,,,,,,,,,,,,,,,,,,,,,,
,,,,HNRNPC,,,,,ORMDL1,,,,,,,,,,,,,,,,,,,,,,,
,,,,DHX15,,,,,NFE2L2,,,,,,,,,,,,,,,,,,,,,,,
,,,,WDR33,,,,,AFF1,,,,,,,,,,,,,,,,,,,,,,,
,,,,SMCO4,,,,,ZNRF2,,,,,,,,,,,,,,,,,,,,,,,
,,,,DENND2A,,,,,PSME3IP1,,,,,,,,,,,,,,,,,,,,,,,
,,,,MT-ND1,,,,,BMAL1,,,,,,,,,,,,,,,,,,,,,,,
,,,,MT-ND2,,,,,FBXW2,,,,,,,,,,,,,,,,,,,,,,,
,,,,MT-TI,,,,,LY96,,,,,,,,,,,,,,,,,,,,,,,
,,,,MT-TM,,,,,NDUFB8,,,,,,,,,,,,,,,,,,,,,,,
,,,,RSPH10B,,,,,CUL3,,,,,,,,,,,,,,,,,,,,,,,
,,,,RSPH10B2,,,,,SLA,,,,,,,,,,,,,,,,,,,,,,,
,,,,SRSF2,,,,,COA5,,,,,,,,,,,,,,,,,,,,,,,
,,,,RPS14,,,,,PARP15,,,,,,,,,,,,,,,,,,,,,,,
,,,,ERI2,,,,,ADAM17,,,,,,,,,,,,,,,,,,,,,,,
,,,,EXOSC8,,,,,STARD8,,,,,,,,,,,,,,,,,,,,,,,
,,,,ATP13A3,,,,,FBXO30,,,,,,,,,,,,,,,,,,,,,,,
,,,,TAF2,,,,,MAPKAPK5,,,,,,,,,,,,,,,,,,,,,,,
,,,,MRPS14,,,,,TRBC1,,,,,,,,,,,,,,,,,,,,,,,
,,,,ESYT1,,,,,CHURC1,,,,,,,,,,,,,,,,,,,,,,,
,,,,DIABLO,,,,,TBCEL,,,,,,,,,,,,,,,,,,,,,,,
,,,,PSTPIP2,,,,,GLT8D1,,,,,,,,,,,,,,,,,,,,,,,
,,,,NIPA2,,,,,FBXO34,,,,,,,,,,,,,,,,,,,,,,,
,,,,SYNDIG1,,,,,MAN2A1,,,,,,,,,,,,,,,,,,,,,,,
,,,,TRMT112,,,,,CD40,,,,,,,,,,,,,,,,,,,,,,,
,,,,STATH,,,,,TRAF6,,,,,,,,,,,,,,,,,,,,,,,
,,,,EIF4A1P10,,,,,SLA2,,,,,,,,,,,,,,,,,,,,,,,
,,,,CD274,,,,,SOS2,,,,,,,,,,,,,,,,,,,,,,,
,,,,RPS28P4,,,,,FLCN,,,,,,,,,,,,,,,,,,,,,,,
,,,,RPS28P7,,,,,METTL22,,,,,,,,,,,,,,,,,,,,,,,
,,,,JUNB,,,,,AKAP11,,,,,,,,,,,,,,,,,,,,,,,
,,,,UGDH,,,,,WSB2,,,,,,,,,,,,,,,,,,,,,,,
,,,,LINC00824,,,,,RARRES2,,,,,,,,,,,,,,,,,,,,,,,
,,,,SYVN1,,,,,BRK1,,,,,,,,,,,,,,,,,,,,,,,
,,,,C12orf75,,,,,DHRS7B,,,,,,,,,,,,,,,,,,,,,,,
,,,,SUCO,,,,,UROS,,,,,,,,,,,,,,,,,,,,,,,
,,,,CISD2,,,,,RNF181,,,,,,,,,,,,,,,,,,,,,,,
