H1-3,TET2,PRKAR2B,,WFDC9,,,,,,,ELMO2,,,,,,,,,,
PLTP,SP140,SPAAR,,YTHDF1,,,,,,,CDC42,,,,,,,,,,
FBXO48,ZNF438,CHST4,,EEF1A1,,,,,,,VAPA,,,,,,,,,,
OR13C3,CCL4,GREB1L,,SLC25A28-DT,,,,,,,MIDEAS,,,,,,,,,,
BAIAP2,RALGDS,TMEM247,,BEND2,,,,,,,TMEM50A,,,,,,,,,,
SHD,PIK3AP1,ACSL5,,RN7SKP115,,,,,,,CELF1,,,,,,,,,,
DUX4L4,ATG7,HINT2,,SLC22A6,,,,,,,NOTCH2,,,,,,,,,,
SP7,THEMIS2,GIPC2,,GLYATL1,,,,,,,HIVEP1,,,,,,,,,,
RABL2A,HELB,DEFB132,,CCDC197,,,,,,,HSPA5,,,,,,,,,,
CDC42EP1,NCF1,SSX7,,RPL13AP20,,,,,,,SCYL2,,,,,,,,,,
ACAP3,LOC100130357,DTNB,,RPL13P5,,,,,,,LASP1,,,,,,,,,,
ZDHHC14,BST1,SKAP1,,SMCO1,,,,,,,EXOC6,,,,,,,,,,
FAM163B,ZBTB48,POC1B,,TMBIM4,,,,,,,PHAF1,,,,,,,,,,
ANXA2R-OT1,RALB,EPHX4,,IFNA6,,,,,,,AGO4,,,,,,,,,,
SPINK4,DDIT3,NDUFAF5,,LINC00320,,,,,,,MAPK6,,,,,,,,,,
BOK,TET3,CHP1,,ZNRF4,,,,,,,ARID3A,,,,,,,,,,
PPFIBP2,C15orf48,CEBPA,,GPR37L1,,,,,,,YTHDC1,,,,,,,,,,
BSN,SH3BP2,ERG,,TEX54,,,,,,,MSL1,,,,,,,,,,
TSPAN33,CHD2,NEXN,,EXOC3L1,,,,,,,ARIH1,,,,,,,,,,
NMBR,ZBTB11,MED16,,LINC02201,,,,,,,PHF12,,,,,,,,,,
ARHGAP24,LRRC25,ADH1C,,CYCSP44,,,,,,,KLF6,,,,,,,,,,
ESPN,JMJD1C,CLDN14,,ADORA2A-AS1,,,,,,,PRCP,,,,,,,,,,
SLC46A3,FTH1,CCDC107,,ENPP6,,,,,,,CHMP4B,,,,,,,,,,
NSD1,IL2RG,OR51M1,,PTMAP5,,,,,,,ZFAND6,,,,,,,,,,
LARGE2,PLK3,ZBTB16,,PHACTR2-AS1,,,,,,,ZDHHC3,,,,,,,,,,
HAPLN4,VSIR,CFAP36,,TRAV8-1,,,,,,,PCYT1A,,,,,,,,,,
ZNF436-AS1,IL18R1,MRTFB,,LINC01677,,,,,,,PKNOX1,,,,,,,,,,
AMZ1,CD274,P4HTM,,RAG2,,,,,,,TGFBR1,,,,,,,,,,
ZNF582,PIM1,AAMP,,FGL1,,,,,,,SP2,,,,,,,,,,
FAM99A,OSER1,CLIC6,,RPS27AP16,,,,,,,IFNAR1,,,,,,,,,,
SMOC2,MLKL,VWF,,LINC02770,,,,,,,RTN3,,,,,,,,,,
CXXC4,IFRD1,PABPN1L,,KRTAP13-1,,,,,,,ATP11B,,,,,,,,,,
SELENBP1,PRKD2,KCNK17,,SALL3,,,,,,,ATXN7,,,,,,,,,,
PNP,SDE2,FAM107A,,MT-ATP8,,,,,,,FAM131A,,,,,,,,,,
DHRSX,PLEKHM1,OR5M8,,MT-TK,,,,,,,PPP3CA,,,,,,,,,,
STARD5,TNFAIP2,CDIPT,,MTATP6P1,,,,,,,TMSB4X,,,,,,,,,,
TNFAIP8L1,DYNLT4,POU6F1,,MTATP8P1,,,,,,,FLCN,,,,,,,,,,
ELMO1,RBM15,MRPL43,,MTCO2P12,,,,,,,ATG12,,,,,,,,,,
GALE,IFIT2,SHE,,NPM1P6,,,,,,,PFN1,,,,,,,,,,
LINC01591,PTX3,MAST4,,NPM1P7,,,,,,,HIPK1,,,,,,,,,,
PLA2G2C,FGD3,GLRB,,MT-ATP6,,,,,,,TIFA,,,,,,,,,,
SCUBE1,PTAFR,VAC14,,DYRK1A,,,,,,,USP9X,,,,,,,,,,
FAHD1,GBP5,DLL3,,LINC00574,,,,,,,STXBP3,,,,,,,,,,
SCAF1,GMFG,MCM8,,MIR122HG,,,,,,,SH3GLB1,,,,,,,,,,
RTKN,ABCA1,SPAG1,,TTLL10,,,,,,,TCP11L2,,,,,,,,,,
HDHD3,SEMA4D,SLC16A7,,HMGB1P5,,,,,,,CHSY1,,,,,,,,,,
SIAH3,CASP4,CMAHP,,LINC02363,,,,,,,MSN,,,,,,,,,,
FAM90A27P,ZBTB34,ZBTB8OS,,CCDC60,,,,,,,TBK1,,,,,,,,,,
ADAT2,IPCEF1,PCYT2,,PUM2,,,,,,,KRAS,,,,,,,,,,
FUOM,TLE3,GFOD1,,BEST3,,,,,,,LPCAT1,,,,,,,,,,
ULK1,ATG2A,GGT5,,CETN1,,,,,,,AP1G1,,,,,,,,,,
ZBTB39,VPS9D1,ASH1L-AS1,,SFTPB,,,,,,,CARD8,,,,,,,,,,
ANP32E,SLC6A6,RNASE4,,UBA52,,,,,,,FBXO33,,,,,,,,,,
LINC00402,RELT,NUP210,,TDG,,,,,,,MYL12B,,,,,,,,,,
CCL18,VNN3P,GABRB2,,TSSK4,,,,,,,PPP4R1L,,,,,,,,,,
NETO1,CDA,ALKBH6,,LINC02297,,,,,,,MBD2,,,,,,,,,,
SLC26A11,ADAMTSL4,AK5,,IZUMO2,,,,,,,ADAR,,,,,,,,,,
SNHG10,UBE2B,LINC01089,,MRFAP1L1,,,,,,,PPP4R1,,,,,,,,,,
MAGEA8,CARD16,OLIG2,,NCR2,,,,,,,FAM76A,,,,,,,,,,
HCN3,RGS18,ACOX1,,RASL11A,,,,,,,ZNF654,,,,,,,,,,
CRAT,RNF19B,ZBTB32,,SHANK2-AS3,,,,,,,LAMP2,,,,,,,,,,
SPPL2C,H2BC8,FMO1,,ABCC12,,,,,,,UBE2D3,,,,,,,,,,
SLC11A2,TLR4,MAP3K7CL,,CDK2AP1,,,,,,,SLU7,,,,,,,,,,
ZNF341,JOSD1,SOX13,,RNU6-913P,,,,,,,B3GNT8,,,,,,,,,,
NTN1,CYTH1,IDO1,,EPN2-AS1,,,,,,,GSKIP,,,,,,,,,,
FAXDC2,MPHOSPH10P1,SAA1,,LINC00870,,,,,,,ADAM17,,,,,,,,,,
HSPA4,HSPA1A,MBOAT1,,HMGB1,,,,,,,ANKLE2,,,,,,,,,,
SPEF2,LILRA1,ACKR2,,RS1,,,,,,,KMT5A,,,,,,,,,,
MMS22L,UIMC1,SEMA3G,,RAB1AP2,,,,,,,ARPC5,,,,,,,,,,
TNFAIP1,ATP6V0D1,KCNE3,,CCER1,,,,,,,MAP3K3,,,,,,,,,,
MYORG,LRRK2,PTPRB,,LINC01990,,,,,,,SPG11,,,,,,,,,,
HABP2,ADGRE1,OR51F1,,CDC14C,,,,,,,SMG1,,,,,,,,,,
MSLNL,IRF2,DUSP21,,TRAV36DV7,,,,,,,ANP32A,,,,,,,,,,
CCL7,BTG2,RNF43,,ARHGEF7-AS2,,,,,,,NSFL1C,,,,,,,,,,
ABCC3,CXorf38,,,CACNA1G,,,,,,,LPP,,,,,,,,,,
ZBTB7A,HMOX1,,,LDHA,,,,,,,TDP2,,,,,,,,,,
SIM2,TREML2,,,PTMA,,,,,,,GAPVD1,,,,,,,,,,
F12,ZNF107,,,PTMAP2,,,,,,,RAD23B,,,,,,,,,,
RHBG,DOCK5,,,RPH3AL-AS2,,,,,,,SAMD8,,,,,,,,,,
METTL17,DSE,,,ACSBG2,,,,,,,SH3BP5-AS1,,,,,,,,,,
CC2D1A,NCF1C,,,LINC02250,,,,,,,AREL1,,,,,,,,,,
SETD6,CRTC2,,,CFAP221,,,,,,,MARCHF8,,,,,,,,,,
VWC2L,TNFSF14,,,RNF32,,,,,,,NUB1,,,,,,,,,,
SPRYD4,GMIP,,,CLDN6,,,,,,,RNF41,,,,,,,,,,
CHCHD10,PICALM,,,LINC00567,,,,,,,DEDD,,,,,,,,,,
PRPF8,C16orf54,,,HNF4A-AS1,,,,,,,FBXW2,,,,,,,,,,
CTSH,RNF24,,,FGG,,,,,,,RBMS1,,,,,,,,,,
DIO1,SNX20,,,CILP2,,,,,,,SRXN1,,,,,,,,,,
SULT1C4,CNN2,,,CERNA1,,,,,,,RNASEL,,,,,,,,,,
GALNT2,DOCK2,,,RPL27,,,,,,,SRSF3,,,,,,,,,,
BNIP5,SECTM1,,,SLC2A1-DT,,,,,,,WDR47,,,,,,,,,,
NEURL3,IL10RB-DT,,,RPL5P34,,,,,,,UBR4,,,,,,,,,,
PPP1R26,RAB8A,,,C3orf22,,,,,,,MAEA,,,,,,,,,,
ZNF573,PLEKHM1P1,,,TSNAX,,,,,,,IQSEC1,,,,,,,,,,
GPR148,SETX,,,MIR31HG,,,,,,,OSBPL8,,,,,,,,,,
EPO,CPEB4,,,MAGI2-AS2,,,,,,,UBA3,,,,,,,,,,
FRG2B,FAM86B3P,,,KCNJ18,,,,,,,WDR1,,,,,,,,,,
RNF44,RGS2,,,RPL7P32,,,,,,,QKI,,,,,,,,,,
NAGA,NFE2,,,PKP4P1,,,,,,,PPP2R5C,,,,,,,,,,
ESR1,CCR1,,,ZNF41,,,,,,,TSEN34,,,,,,,,,,
HAPLN2,EPS15L1,,,SMARCAD1-DT,,,,,,,DIAPH1,,,,,,,,,,
ZNF777,HIVEP2,,,LIPI,,,,,,,ZMAT2,,,,,,,,,,
GDPD4,CFAP58,,,CASC17,,,,,,,ARFIP1,,,,,,,,,,
MGAT4B,PLSCR1,,,CFAP210,,,,,,,CALML4,,,,,,,,,,
TM4SF19,MAP1LC3B2,,,GRTP1-AS1,,,,,,,THRAP3,,,,,,,,,,
IFT20,PTENP1,,,CLTC,,,,,,,TMEM260,,,,,,,,,,
P2RY2,MSRB1,,,LINC02436,,,,,,,EIF4A3,,,,,,,,,,
SPHK2,PSTPIP2,,,MT-CO2,,,,,,,IFNAR2,,,,,,,,,,
POM121L2,TMEM131L,,,MT-TD,,,,,,,UBR1,,,,,,,,,,
SLC25A38,SNORD12B,,,NKX2-5,,,,,,,HNRNPK,,,,,,,,,,
TTTY14,ANKZF1,,,FGB,,,,,,,CHMP2B,,,,,,,,,,
APOL6,ARHGAP9,,,CCDC196,,,,,,,STK38,,,,,,,,,,
POU5F1P4,FKBP15,,,PCAT4,,,,,,,SF3B1,,,,,,,,,,
FYN,LINC03033,,,PRNT,,,,,,,TRA2B,,,,,,,,,,
CITED2,ARL11,,,LINC00161,,,,,,,ATP2B1-AS1,,,,,,,,,,
NFATC2IP,OSTF1,,,FAM229A,,,,,,,SETD5,,,,,,,,,,
CLDN2,MIR4521,,,POU5F1,,,,,,,MAP3K13,,,,,,,,,,
ARID3C,LST1,,,VSIG1,,,,,,,TNFRSF1A,,,,,,,,,,
GPR171,ETS2,,,SH2D4B,,,,,,,PPM1B,,,,,,,,,,
HDAC10,DNM2,,,PRDX6,,,,,,,MARCHF7,,,,,,,,,,
OTULINL,PITPNA,,,PPP1CB-DT,,,,,,,FAM13B,,,,,,,,,,
BSX,FTH1P3,,,TRPM2-AS,,,,,,,SHISA5,,,,,,,,,,
SIAE,DOK3,,,CASC16,,,,,,,HMGB2,,,,,,,,,,
EPHA2,IL4R,,,LINC00692,,,,,,,IDS,,,,,,,,,,
TTTY7B,SIRPB1,,,UST-AS1,,,,,,,AKIRIN1,,,,,,,,,,
ACTN3,C5orf58,,,DPYSL2,,,,,,,LENG1,,,,,,,,,,
TROAP,CTDP1,,,RPS13,,,,,,,ACTG1,,,,,,,,,,
LINC00588,BOD1L1,,,RPS13P2,,,,,,,RAB5A,,,,,,,,,,
GARIN5A,USPL1,,,RD3,,,,,,,SEC16A,,,,,,,,,,
GPX8,AMPD3,,,PTPRD-AS1,,,,,,,VCL,,,,,,,,,,
PIPOX,MAST3,,,TSHB,,,,,,,CHIC2,,,,,,,,,,
LINC00207,FBXW7,,,KIF18B-DT,,,,,,,VCF1,,,,,,,,,,
GOLGA2P9,JAML,,,NUMBL,,,,,,,PLEKHM3,,,,,,,,,,
SAGE1,ZFP36L1,,,RAB6C,,,,,,,GTF2B,,,,,,,,,,
ALS2CL,DEDD2,,,RAB6D,,,,,,,AK2,,,,,,,,,,
ERGIC1,BACH1,,,RPL22P1,,,,,,,STAU1,,,,,,,,,,
ARHGEF40,RNF213,,,STRIT1,,,,,,,HSD17B11,,,,,,,,,,
MPI,SNORD63,,,HMGN1P3,,,,,,,IER2,,,,,,,,,,
MOCS1,BAZ1A,,,HMGN1P37,,,,,,,RAF1,,,,,,,,,,
SLC26A10P,ITGAM,,,HMGN1P38,,,,,,,HERPUD1,,,,,,,,,,
CLSTN1,GBP2,,,NOS1,,,,,,,ATG3,,,,,,,,,,
IL20RB,RAB20,,,GABRG1,,,,,,,WASHC4,,,,,,,,,,
TSSK1B,AMN1,,,IYD,,,,,,,SPPL2A,,,,,,,,,,
OR52K2,FNIP1,,,SLC1A6,,,,,,,ACAA1,,,,,,,,,,
TBX21,ETV6,,,HSD3BP2,,,,,,,NGLY1,,,,,,,,,,
PCBD1,NCF1B,,,PPIA,,,,,,,SPAG9,,,,,,,,,,
FKBP6P2,RASSF2,,,DSTNP2,,,,,,,BNIP3L,,,,,,,,,,
MUC16,IER5,,,MT-CO3,,,,,,,EHD4,,,,,,,,,,
TNFRSF10D,SORL1,,,MT-ND3,,,,,,,ATP6V1E1,,,,,,,,,,
CIMIP4,MIR222,,,MT-TG,,,,,,,YPEL5,,,,,,,,,,
LINC01235,SRPK1,,,MT-TR,,,,,,,C4orf3,,,,,,,,,,
AOC1,LILRB2,,,IMPG2,,,,,,,FOXJ2,,,,,,,,,,
MEN1,MED28,,,PTMAP3,,,,,,,TENT4B,,,,,,,,,,
FTCD,NT5C2,,,MT-ND4L,,,,,,,ATP6AP2,,,,,,,,,,
PAPOLB,CD300A,,,LINC00474,,,,,,,ACTR2,,,,,,,,,,
ARSK,LAT2,,,CELA2A,,,,,,,CLIC1,,,,,,,,,,
TAB1,ST8SIA4,,,ADRA2B,,,,,,,CHURC1,,,,,,,,,,
NHSL3,TNFRSF9,,,FOSL2-AS1,,,,,,,RTN4,,,,,,,,,,
ZNF283,STK17B,,,ORM1,,,,,,,SCAF11,,,,,,,,,,
FRMPD1,LIN54,,,SEC11A,,,,,,,UBLCP1,,,,,,,,,,
SNAPC3,EML4,,,SHH,,,,,,,TLR6,,,,,,,,,,
ZNF710,PLAGL2,,,TTTY13,,,,,,,BZW1,,,,,,,,,,
LMX1A,RAB11FIP1,,,EPCIP-AS1,,,,,,,TINF2,,,,,,,,,,
MROH7,FNDC3B,,,POLR2B,,,,,,,BSDC1,,,,,,,,,,
RFNG,LAPTM5,,,SNTN,,,,,,,RSPRY1,,,,,,,,,,
IVD,P2RY14,,,SYN1,,,,,,,PLB1,,,,,,,,,,
DYNAP,CARINH,,,CFAP206,,,,,,,ZNF641,,,,,,,,,,
MAGEA11,TG,,,RRS1-DT,,,,,,,ERICH1,,,,,,,,,,
EPN3,RP2,,,ALDOB,,,,,,,CLK2,,,,,,,,,,
CLCA1,NLRP12,,,LRRC37A7P,,,,,,,JARID2,,,,,,,,,,
OAF,CDC42SE2,,,GLI4,,,,,,,VPS26A,,,,,,,,,,
ESX1,MBOAT7,,,RPL7P52,,,,,,,PPP1R21,,,,,,,,,,
KRTAP5-3,TECPR2,,,PSMB4,,,,,,,RBM8A,,,,,,,,,,
SFXN2,AOC2,,,SACM1L,,,,,,,SVIL,,,,,,,,,,
,GABARAPL2,,,CYB5AP4,,,,,,,TOX4,,,,,,,,,,
,MAPK14,,,SEPHS2,,,,,,,IK,,,,,,,,,,
,C19orf38,,,SOD1,,,,,,,DDIT4,,,,,,,,,,
,ZNF117,,,TCAF2C,,,,,,,YWHAB,,,,,,,,,,
,HSPA1B,,,TCAF2P1,,,,,,,TXNDC11,,,,,,,,,,
,TMEM273,,,DGAT2-DT,,,,,,,ZFC3H1,,,,,,,,,,
,NFKB2,,,CS,,,,,,,USP39,,,,,,,,,,
,LMTK2,,,CAGE1,,,,,,,PACSIN2,,,,,,,,,,
,ZNF333,,,ERICH3-AS1,,,,,,,SQOR,,,,,,,,,,
,NCR1,,,LINC00485,,,,,,,TBC1D14,,,,,,,,,,
,CMTM1,,,GJA10,,,,,,,HNRNPM,,,,,,,,,,
,MIR21,,,IRF2BPL,,,,,,,RNF114,,,,,,,,,,
,SIRT7,,,CAPS2,,,,,,,ATP6V0E1,,,,,,,,,,
,PPP3R1,,,RBP3,,,,,,,ZFAND5,,,,,,,,,,
,ZNF292,,,RPL36AP52,,,,,,,HERC1,,,,,,,,,,
,ELOVL5,,,TIGD4,,,,,,,SETD3,,,,,,,,,,
,GLYR1,,,SLC13A1,,,,,,,POLK,,,,,,,,,,
,MIR4420,,,RPS12,,,,,,,TMEM127,,,,,,,,,,
,GNG2,,,DPPA3,,,,,,,TERF2IP,,,,,,,,,,
,TTC21A,,,DPPA3P1,,,,,,,ORC2,,,,,,,,,,
,NECAP1,,,DPPA3P2,,,,,,,ZNF18,,,,,,,,,,
,DUSP1,,,MROH9,,,,,,,ARL8A,,,,,,,,,,
,MED13L,,,NSMCE1-DT,,,,,,,RAB1A,,,,,,,,,,
,GPR108,,,LINC02282,,,,,,,HNRNPA3,,,,,,,,,,
,P2RY13,,,BTBD1,,,,,,,GLS,,,,,,,,,,
,FOSL2,,,LINC02909,,,,,,,SENP3-EIF4A1,,,,,,,,,,
,SLC45A4,,,LINC01492,,,,,,,TRAPPC14,,,,,,,,,,
,PXN,,,DDX5,,,,,,,PEF1,,,,,,,,,,
,ANKRD12,,,RPS3AP47,,,,,,,SLC25A40,,,,,,,,,,
,CYBC1,,,CAPN13,,,,,,,SERTAD2,,,,,,,,,,
,ALOX5,,,GTF2A1-AS1,,,,,,,GALNT1,,,,,,,,,,
,FCGR1BP,,,GRID1,,,,,,,MARCHF5,,,,,,,,,,
,CKLF,,,ZNF665,,,,,,,PLIN5,,,,,,,,,,
,HK3,,,LINC02112,,,,,,,ATP23,,,,,,,,,,
,CXCR4,,,SNORD65,,,,,,,RABGAP1L,,,,,,,,,,
,PTEN,,,LINC02232,,,,,,,ZNF552,,,,,,,,,,
,RPS6KA1,,,GRIK5,,,,,,,UBR2,,,,,,,,,,
,CTBS,,,VWA3B,,,,,,,MARF1,,,,,,,,,,
,IGSF6,,,SLC5A5,,,,,,,STRN,,,,,,,,,,
,CD69,,,SLIT1-AS1,,,,,,,RUNDC1,,,,,,,,,,
,ABTB1,,,RPL7P1,,,,,,,DENND4B,,,,,,,,,,
,NR6A1,,,RPL7P23,,,,,,,LATS2,,,,,,,,,,
,TRIM38,,,RPL7P47,,,,,,,KDM2A,,,,,,,,,,
,JAK3,,,RPL7P6,,,,,,,AP3S1,,,,,,,,,,
,ERN1,,,RPL7P9,,,,,,,CGGBP1,,,,,,,,,,
,TRIP10,,,NCAN,,,,,,,ABI1,,,,,,,,,,
,BID,,,TMEM26-AS1,,,,,,,ACTN1,,,,,,,,,,
,SNORA36A,,,MT-ND4,,,,,,,H2AC6,,,,,,,,,,
,CTC1,,,LINC01187,,,,,,,ABHD3,,,,,,,,,,
,NIBAN1,,,IGSF11-AS1,,,,,,,ITSN1,,,,,,,,,,
,BRAF,,,CSDE1,,,,,,,EIF2AK2,,,,,,,,,,
,ARHGAP27,,,RPL14P1,,,,,,,ADD1,,,,,,,,,,
,VAMP3,,,SARAF,,,,,,,CMC2,,,,,,,,,,
,PGGHG,,,KIAA1328,,,,,,,PSME1,,,,,,,,,,
,SNORA29,,,TBXT,,,,,,,UBQLN2,,,,,,,,,,
,CRLF3,,,RGS9BP,,,,,,,SEC62,,,,,,,,,,
,ZNF222,,,HECW1,,,,,,,SCRN3,,,,,,,,,,
,SIK3,,,SCN2B,,,,,,,PUS10,,,,,,,,,,
,F11R,,,YWHAQ,,,,,,,NNAT,,,,,,,,,,
,CLP1,,,MIR4527HG,,,,,,,AGFG1,,,,,,,,,,
,NEAT1,,,CCDC38,,,,,,,HIPK3,,,,,,,,,,
,SUPT6H,,,CST13P,,,,,,,SRBD1,,,,,,,,,,
,SNAP23,,,GSTCD-AS1,,,,,,,YY1,,,,,,,,,,
,PLEKHO2,,,ELOCP3,,,,,,,CNOT11,,,,,,,,,,
,SERPINB9,,,CNOT2,,,,,,,HES4,,,,,,,,,,
,ERI1,,,GRAP2,,,,,,,CAPZA1,,,,,,,,,,
,ETV3,,,RPL29P1,,,,,,,MIER1,,,,,,,,,,
,DOCK4,,,AGXT2,,,,,,,TMEM167A,,,,,,,,,,
,PPCDC,,,OR2H2,,,,,,,SERINC1,,,,,,,,,,
,PTPN12,,,RB1-DT,,,,,,,MAPK1IP1L,,,,,,,,,,
,MIR4489,,,SHANK2-AS1,,,,,,,MARCKS,,,,,,,,,,
,BRWD3,,,RPL13AP5,,,,,,,KMT2E,,,,,,,,,,
,WBP2,,,AGBL1,,,,,,,KLF3,,,,,,,,,,
,ERV3-1,,,DRD1,,,,,,,ZC3HAV1,,,,,,,,,,
,ANKRD13D,,,MARVELD3,,,,,,,ZNF445,,,,,,,,,,
,BLTP3B,,,TUBA1A,,,,,,,EPM2AIP1,,,,,,,,,,
,MKNK2,,,MTND4LP30,,,,,,,PRRC2C,,,,,,,,,,
,RNF141,,,MTND4P12,,,,,,,CHTF8,,,,,,,,,,
,GRK6,,,C5orf15,,,,,,,RLIM,,,,,,,,,,
,SERTAD3,,,LEMD3,,,,,,,GNAQ,,,,,,,,,,
,PTPN6,,,DEUP1,,,,,,,ZC3H11A,,,,,,,,,,
,TAB2,,,LINC02402,,,,,,,C1orf52,,,,,,,,,,
,MIR3605,,,MIR4680,,,,,,,PLIN4,,,,,,,,,,
,PPP1R18,,,MPRIP-AS1,,,,,,,DDX39B,,,,,,,,,,
,AKIRIN2,,,ATP2A2,,,,,,,VEZF1,,,,,,,,,,
,PIK3R6,,,HLMR1,,,,,,,ISY1,,,,,,,,,,
,PDLIM7,,,ZC3H10,,,,,,,DICER1,,,,,,,,,,
,PHF20,,,MGST3,,,,,,,OAZ1,,,,,,,,,,
,PADI2,,,SNORD73B,,,,,,,MED8,,,,,,,,,,
,HDAC3,,,TRAPPC3L,,,,,,,CD47,,,,,,,,,,
,SPI1,,,ANGPTL3,,,,,,,COQ10B,,,,,,,,,,
,NLRP1,,,SACS-AS1,,,,,,,GNG5,,,,,,,,,,
,CREB1,,,MANF,,,,,,,PSMD4,,,,,,,,,,
,CD48,,,RNF11,,,,,,,ASAH1,,,,,,,,,,
,ATXN1,,,SSR1,,,,,,,PRPF38B,,,,,,,,,,
,ALOX12-AS1,,,CYP2U1-AS1,,,,,,,ZFYVE26,,,,,,,,,,
,TRIM22,,,PODNL1,,,,,,,EYA3,,,,,,,,,,
,XRN1,,,SLC17A1,,,,,,,CNOT3,,,,,,,,,,
,CAMK1D,,,RPL26P36,,,,,,,SERINC3,,,,,,,,,,
,LINC00641,,,RPL26P37,,,,,,,NUFIP2,,,,,,,,,,
,VPS8,,,PRSS22,,,,,,,RFT1,,,,,,,,,,
,EFHD2,,,RPS3A,,,,,,,BAG5,,,,,,,,,,
,TNFSF13B,,,RPS3AP26,,,,,,,CYB5R1,,,,,,,,,,
,ANXA3,,,RPS3AP6,,,,,,,TCP1,,,,,,,,,,
,IGF2R,,,GDNF-AS1,,,,,,,PIGX,,,,,,,,,,
,KRT23,,,PITHD1,,,,,,,IRGQ,,,,,,,,,,
,KIAA0513,,,SNORD33,,,,,,,CTDSPL2,,,,,,,,,,
,GPSM3,,,LELP1,,,,,,,USP8,,,,,,,,,,
,UBN1,,,LINC01345,,,,,,,SRF,,,,,,,,,,
,HPSE,,,TSBP1,,,,,,,MED29,,,,,,,,,,
,DUSP2,,,LCT,,,,,,,STAMBP,,,,,,,,,,
,STXBP2,,,RUNDC3A-AS1,,,,,,,TMF1,,,,,,,,,,
,HRH2,,,HSP90AA1,,,,,,,MFAP1,,,,,,,,,,
,SH3KBP1,,,ZMPSTE24,,,,,,,PPP1CC,,,,,,,,,,
,SHKBP1,,,ZNF649-AS1,,,,,,,NUP153,,,,,,,,,,
,PAK2,,,NT5C1B-RDH14,,,,,,,CALM2,,,,,,,,,,
,ZC3H18,,,RDH14,,,,,,,UBXN4,,,,,,,,,,
,PDCD4-AS1,,,JAKMIP2-AS1,,,,,,,DNAJA1,,,,,,,,,,
,RICTOR,,,LCNL1,,,,,,,FEZ2,,,,,,,,,,
,GPR141,,,UBE4A,,,,,,,RNF167,,,,,,,,,,
,CD83,,,RPS6,,,,,,,KIAA0232,,,,,,,,,,
,PANK2,,,LINC03122,,,,,,,NDUFB3,,,,,,,,,,
,RBM22,,,SUCO,,,,,,,PPP2R2A,,,,,,,,,,
,RALGAPA2,,,PPP1R12BP1,,,,,,,RBM5,,,,,,,,,,
,SLBP,,,WFDC11,,,,,,,ZNF217,,,,,,,,,,
,NUAK2,,,RIMBP2,,,,,,,USP33,,,,,,,,,,
,LILRA6,,,MAU2,,,,,,,ASAP1,,,,,,,,,,
,SF3A1,,,NDUFC2,,,,,,,PPM1A,,,,,,,,,,
,NTNG2,,,NOP14-AS1,,,,,,,ATXN1L,,,,,,,,,,
,GPATCH2L,,,OR2W1,,,,,,,MLX,,,,,,,,,,
,SLC35A2,,,FGFR4,,,,,,,STIM2,,,,,,,,,,
,AKNA,,,SRP14,,,,,,,SNAP29,,,,,,,,,,
,PRR7-AS1,,,TOB1-AS1,,,,,,,NAA50,,,,,,,,,,
,PATL2,,,ATP5F1A,,,,,,,ENTPD4,,,,,,,,,,
,ANKRD33B,,,ITGA2B,,,,,,,SNX10,,,,,,,,,,
,ZNF276,,,CYFIP1,,,,,,,RSBN1L,,,,,,,,,,
,NLRC5,,,LINC02624,,,,,,,PRDM4,,,,,,,,,,
,CD37,,,LINC00445,,,,,,,KAT7,,,,,,,,,,
,EIF1B,,,RPL9,,,,,,,EIF1AD,,,,,,,,,,
,ZBTB43,,,RPL9P7,,,,,,,TAGLN2,,,,,,,,,,
,IL6R,,,ONECUT3,,,,,,,SPTLC2,,,,,,,,,,
,TLR5,,,LINC01020,,,,,,,LEPROT,,,,,,,,,,
,EGR3,,,LINC02885,,,,,,,PRDM2,,,,,,,,,,
,NOTCH1,,,LINC02135,,,,,,,MINDY1,,,,,,,,,,
,KDM4B,,,ROS1,,,,,,,CHTOP,,,,,,,,,,
,ICAM3,,,LRRC59,,,,,,,MBD1,,,,,,,,,,
,AIF1,,,FTO,,,,,,,SLC8A1,,,,,,,,,,
,ITSN2,,,ATP1B4,,,,,,,KPNA4,,,,,,,,,,
,TIPARP,,,SPDEF,,,,,,,SLMAP,,,,,,,,,,
,ALOX12,,,ITPRID1,,,,,,,TAB3,,,,,,,,,,
,TOR1B,,,KCTD10,,,,,,,IFI16,,,,,,,,,,
,TMEM88,,,EPHA1,,,,,,,DCP2,,,,,,,,,,
,GLA,,,ADAMTS7P1,,,,,,,TGFBR2,,,,,,,,,,
,UBE2R2,,,ADAMTS7P4,,,,,,,SNX6,,,,,,,,,,
,MX2,,,BMI1,,,,,,,RBM39,,,,,,,,,,
,SBF2,,,FGD5-AS1,,,,,,,TXNDC12,,,,,,,,,,
,S100A9,,,AFDN,,,,,,,ATF6,,,,,,,,,,
,MFSD13A,,,RNF152,,,,,,,GK5,,,,,,,,,,
,SNORA20,,,LRRC37A5P,,,,,,,SUMO2,,,,,,,,,,
,ARAP1,,,FAM135B,,,,,,,MLXIP,,,,,,,,,,
,GTF2A1,,,WASHC2A,,,,,,,MFSD9,,,,,,,,,,
,PPP1R12A,,,WASHC2C,,,,,,,LEP,,,,,,,,,,
,LINC01366,,,LINC00330,,,,,,,SLC35A5,,,,,,,,,,
,CCT6P3,,,PTMAP4,,,,,,,SEC24B,,,,,,,,,,
