GSE50509,GSE91061,GSE50509|GSE91061
URI1,KLRB1,
CRACD,NOTCH2NLA,
MCM10,EMC3,
CCNG1,GLG1,
FMN2,ATAD2B,
ZNF619,FCER1A,
MIR568,RTN4,
,MAX,
,NAGPA,
,SLAMF6,
,PARP12,
,BBOF1,
,MTERF4,
,TMEM170A,
,KANSL1-AS1,
,MTHFR,
,CDV3,
,CLIC2,
,IFNGR2,
,ACP1,
,SHLD1,
,EFEMP2,
,SMIM7,
,DNM1,
,DDX3X,
,MIR142,
,VAMP3,
,PTP4A2,
,CLDN23,
,CALCOCO1,
,ARRB1,
,CAMKK2,
,XPA,
,YPEL5,
,DTX1,
,TBRG1,
,IAH1,
,CCDC6,
,CEP68,
,DNAJB12,
,PPP2R5C,
,CRTAM,
,AKAP13,
,SF3B1,
,ATF7,
,ATOSA,
,PAPOLG,
,NMRK1,
,MED13L,
,LHPP,
,FOXO3,
,ZNG1A,
,KMO,
,MCTP1,
,ATF2,
,CD177,
,CMTR2,
,ASB1,
,NHLRC3,
,STX6,
,ACAP2,
,YPEL2,
,CALHM5,
,NDUFA1,
,CCDC82,
,GALNS,
,TAOK3,
,TET3,
,GLYR1,
,BNIP3L,
,CD48,
,FIG4,
,ADCY3,
,RNF146,
,QKI,
,KCTD10,
,RAP1B,
,WASHC4,
,GOLM2,
,PHAF1,
,CASP8,
,TMEM218,
,TRAC,
,TSPAN4,
,CHID1,
,EEF1AKMT3,
,FAM228B,
,ATG4C,
,SMAD1,
,PIM1,
,RAB14,
,WNK1,
,AKAP10,
,RABEP1,
,SFMBT2,
,PDE7A,
,PCSK7,
,SEPTIN2,
,RPL23AP7,
,IDS,
,GUCY1A1,
,GLB1,
,SERINC1,
,ECEL1,
,DUSP18,
,TIPARP,
,CDC42SE2,
,MAN2B2,
,ATP6V1F,
,ME3,
,TWSG1,
,PAGR1,
,GNPDA1,
,ZNF211,
,NECAP1,
,C2orf68,
,AQR,
,COLGALT1,
,GPR171,
,EFCAB14,
,UPRT,
,GALC,
,DIS3L,
,RSRC2,
,TBC1D22A,
,STX8,
,MPPE1,
,PRSS56,
,ZNF358,
,SYNE1,
,GRK2,
,RNASEL,
,HADHB,
,COL16A1,
,PACS2,
,FBXO42,
,TMEM216,
,GDE1,
,C5AR2,
,BLOC1S3,
,FUT4,
,LEP,
,ZFAND5,
,WAC-AS1,
,TRG-AS1,
,OAZ2,
,PPP2R2D,
,PRKG1,
,VPS26C,
,EIF4G2,
,CYBRD1,
,ZEB2,
,AMFR,
,TIFAB,
,CTSK,
,EIF4EBP2,
,REEP5,
,TBC1D9,
,MIDEAS,
,PNKD,
,MGST3,
,SLC10A3,
,CYBC1,
,VCL,
,IL15,
,NENF,
,GNA12,
,VAPA,
,ZNF230,
,ERG,
,GZMH,
,PGAP3,
,MGMT,
,ZRANB1,
,CXCL14,
,MFSD13A,
,ATXN1L,
,ADIPOR1,
,RP2,
,CCDC159,
,CLIP4,
,SH3PXD2A,
,IFNAR2,
,ATRAID,
,IQGAP1,
,ATMIN,
,ZNF521,
,GAS5-AS1,
,HEATR3,
,PITPNA,
,IMPACT,
,PARL,
,SLC9A6,
,ACOT1,
,WDR44,
,SLC4A1AP,
,RIT1,
,CDS2,
,SPPL2A,
,NBDY,
,HNRNPUL2,
,SMYD4,
,TEKT5,
,STX12,
,RNASEK-C17orf49,
,SLC49A4,
,XG,
,ZNF747,
,SPAST,
,TOR2A,
,ISY1,
,INO80,
,PRKX,
,KLF3,
,RNPEPL1,
,SLAIN2,
,MARF1,
,HEPH,
,TBL1XR1,
,ABHD3,
,UBAC1,
,GPR65,
,FERRY3,
,ANAPC7,
,VPS35L,
,GIMAP2,
,HLA-DQA2,
,AGPS,
,ITGB5,
,EGLN3,
,NDFIP1,
,MAP7D1,
,EEIG2,
,MTIF3,
,RBM22,
,ACAD8,
,MARCHF7,
,RCBTB1,
,CXCL9,
,MAPK9,
,PABIR1,
,OSGEP,
,APBB2,
,ZNF615,
,SNX20,
,SMG6,
,HSD17B14,
,HERC3,
,CCSER2,
,TXNDC11,
,LY75,
,MAPK14,
,RASAL3,
,SETD7,
,SAMD4A,
,ASB8,
,MIF4GD,
,SLC25A19,
,NAGA,
,TLE3,
,ZNF746,
,EPB41L2,
,ELF4,
,CD164,
,MMRN2,
,ICOSLG,
,PAFAH1B1,
,ADAMTS12,
,APMAP,
,ANXA6,
,NFKB1,
,COMMD1,
,PEPD,
,GALNT11,
,HELQ,
,CDK9,
,FAIM,
,TLK1,
,ZMAT5,
,AMPH,
,ARHGEF6,
,AKAP5,
,PREX1,
,MYL5,
,CAP1,
,RGMA,
,VSIG10L,
,CXCR3,
,VSTM4,
,ACTR1A,
,SHLD2,
,PPM1L,
,TMEM70,
,YPEL3,
,HECTD2,
,MMP2,
,ORMDL2,
,RAB3GAP1,
,ANAPC16,
,CTSC,
,FOXJ2,
,TANK,
,SIRT2,
,RASSF2,
,HDLBP,
,TOR1B,
,ATG16L2,
,RESF1,
,AGPAT4,
,RAB32,
,CAMK1,
,SPPL3,
,PTK2B,
,C11orf21,
,ADCK2,
,EZH1,
,R3HDM1,
,MED29,
,ZNF383,
,ZYG11B,
,SIK3,
,SPCS3,
,ZNF180,
,P2RY13,
,RABGAP1,
,CST5,
,HAUS4,
,PKNOX1,
,PHYKPL,
,CHASERR,
,ZZEF1,
,GPR146,
,DBNL,
,FUCA2,
,CMC4,
,CBL,
,SERF2,
,CYRIB,
,CLK4,
,MPV17,
,DIPK2A,
,BOC,
,CACUL1,
,LST1,
,HSD3B7,
,TRIP10,
,COMMD3,
,MAP3K20,
,ATP23,
,NLRP3,
,HAPSTR1,
,CTSO,
,FAM120AOS,
,YTHDC1,
,STK38,
,STON2,
,SMARCC2,
,FLJ20021,
,AP3S1,
,ZNF761,
,TNKS2,
,RSC1A1,
,PCBD2,
,ELAPOR2,
,NPTN,
,TAF12,
,CCL3,
,LRRK1,
,TRIM38,
,CNOT6L,
,THYN1,
,BET1L,
,RBL2,
,MAPRE2,
,CILP,
,SPAG7,
,EEF2K,
,RASSF1,
,ZNF879,
,PEA15,
,LPAR5,
,PIP5K1C,
,SLC36A4,
,ZNF585A,
,CHD2,
,DYNC1I2,
,VHL,
,WDR11,
,DDX28,
,BLVRA,
,LITAF,
,USP4,
,VWF,
,CPPED1,
,TPRG1L,
,TGOLN2,
,ANAPC13,
,FMO2,
,ARID4A,
,COX4I2,
,ZC3H10,
,CCDC149,
,RASGRP3,
,NLRP1,
,GPR82,
,RPL23AP82,
,MATK,
,UBXN11,
,PUS10,
,DIPK2B,
,CYLD,
,CR1,
,PGGT1B,
,ZNF449,
,SMAD2,
,ECPAS,
,NUMB,
,LOC374443,
,HLA-DRB5,
,STRN,
,ANO6,
,PFDN5,
,NDUFV3,
,LASP1,
,ABCC5,
,MYL12A,
,CRK,
,MINK1,
,LSM6,
,RRAGC,
,SYS1,
,TMEM42,
,SKAP2,
,HLA-E,
,ZBED5,
,SON,
,WDR91,
,MSN,
,RNF103,
,HTRA3,
,PPP4R1,
,ADAM33,
,GATD3,
,UBTD2,
,SNX17,
,MYO9B,
,FAM117A,
,TSC1,
,NDUFA12,
,SUMO1,
,RXRA,
,ZNF30,
,GBP1,
,F8,
,NFU1,
,SMIM15,
,RIPOR1,
,ADD1,
,ZNF304,
,CNOT8,
,NOP10,
,SNX11,
,ARL15,
,SLC28A3,
,CCR2,
,TOM1L1,
,SRD5A3,
,RASL11A,
,ZNF700,
,FARP1,
,TP53I3,
,FBXO11,
,C1orf174,
,NPPC,
,MRO,
,APAF1,
,FBXO8,
,HSPA7,
,PPCS,
,CNPPD1,
,APC,
,HERC2,
,RAC1,
,STAT5B,
,ATP6AP1,
,BTG2,
,CELF6,
,PRDM4,
,FUT11,
,ZNF583,
,ASNSD1,
,KCTD17,
,FAM168B,
,BLCAP,
,RNF10,
,CSK,
,CTHRC1,
,TMOD3,
,DNAJC27,
,IGF1,
,FABP6,
,SLC35E3,
,CD6,
,LRP11,
,ZBED2,
,DNAJC17,
,PLEKHM3,
,PDE6B,
,PEAK1,
,ACOT7,
,APH1A,
,IGFLR1,
,ITFG2,
,FSTL1,
,ZNF592,
,PTPRC,
,PDXDC1,
,ZDHHC17,
,BACE1,
,UQCR10,
,ALG9,
,MPC1,
,ST14,
,VPS54,
,ZNF185,
,GRAMD4,
,KLHDC1,
,EFCAB11,
,SORCS2,
,DCAF6,
,CCDC8,
,ZNF585B,
,MEF2A,
,ARMC7,
,DHDDS,
,CERT1,
,PRKCH,
,TRIO,
,PSMB6,
,TGFBR1,
,IL2RG,
,NDUFB10,
,CPEB4,
,PBDC1,
,PHF2,
,C14orf28,
,SLC1A3,
,HERPUD2,
,CIITA,
,TIRAP,
,PPM1A,
,ZNF564,
,BIN1,
,ZFX,
,CYP26B1,
,PYM1,
,MAPKAPK5-AS1,
,RHNO1,
,CWC22,
,BTBD1,
,RUFY2,
,THAP8,
,IKZF5,
,SNX19,
,EBAG9,
,C6orf62,
,SPTY2D1,
,CLK1,
,COL6A5,
,VPS29,
,TMBIM1,
,ZNF671,
,DCLRE1B,
,PEF1,
,CWF19L2,
,AP3B1,
,RBM47,
,SETX,
,ZSWIM6,
,INIP,
,TMEM91,
,CCDC12,
,ELMOD3,
,CTTNBP2NL,
,ZNF2,
,DYRK1A,
,DEF8,
,ZNF813,
,MYO1E,
,CUTC,
,STK4,
,PEX11G,
,ME2,
,HERPUD1,
,SCAMP1,
,SCARNA9,
,LYSET,
,SCN4B,
,ARL8B,
,TBK1,
,ARL6IP1,
,FTCDNL1,
,TXN,
,RARS2,
,FBXL5,
,AP4B1,
,SRBD1,
,HFE,
,KLF6,
,TMC8,
,VIPAS39,
,ZNF155,
,SLC22A15,
,WDR45,
,C2CD2,
,ANKRD22,
,RCBTB2,
,GBP1P1,
,MAN1C1,
,AP5M1,
,SMIM20,
,STS,
,SIRT1,
,CNOT2,
,GRK3,
,ZNF440,
,MAPK3,
,WHAMMP1,
,BLOC1S1,
,SCARF1,
,GALNT10,
,WDR37,
,NMNAT1,
,MCEE,
,ANAPC4,
,WDFY3,
,SGF29,
,PLGRKT,
,ASAP1,
,CCNY,
,USP47,
,RGCC,
,C2orf76,
,MIR29C,
,CYS1,
,ATP5PF,
,PSMD5,
,ARHGAP4,
,HS2ST1,
,SMARCAL1,
,SUPT7L,
,MMP11,
,ZNF143,
,GPSM3,
,TRMT5,
,TRMO,
,TM2D2,
,ABCD4,
,ECSCR,
,MAPKAPK3,
,CNPY3,
,ARMCX6,
,CHFR,
,RSBN1,
,ARPC5,
,P2RX1,
,MMP28,
,FBXO38,
,ZNF302,
,SETD4,
,OSBPL8,
,CIRBP,
,LINC00963,
,UBE2G2,
,GCSAM,
,IGSF10,
,PDLIM2,
,PRR5,
,PPP6C,
,TRA2A,
,ANAPC10,
,FAM161B,
,TPM4,
,IFNG,
,POU6F1,
,ANKRD33B,
,FBXL3,
,RABL3,
,TEC,
,POGLUT3,
,SNX6,
,HECTD3,
,PNRC1,
,NT5C2,
,M6PR,
,MCU,
,SDC2,
,FAM114A2,
,NUP62,
,SNX3,
,LINC01587,
,TBC1D15,
,ARB2A,
,RAP2A,
,PRDX3,
,NUDT18,
,SEL1L3,
,UQCRC2,
,UBR3,
,ZNF354A,
,TMCO3,
,IDH1,
,BATF2,
,CTIF,
,ATF1,
,RSU1,
,MIR99AHG,
,ZNF174,
,BCL10,
,WAPL,
,RASSF5,
,MEF2C,
,ZBTB34,
,JHY,
,POLD4,
,CARF,
,PREX2,
,RHOQ,
,SLC11A2,
,CBLN3,
,IL4I1,
,ANXA2R,
,ZBTB11,
,EPB41L3,
,OST4,
,SRSF7,
,GET1,
,CALD1,
,SLC38A9,
,TTC31,
,ILK,
,SORBS3,
,SLC25A45,
,UBC,
,RBM17,
,TSPYL1,
,MSL2,
,GAS1,
,STXBP2,
,CALHM6,
,USP7,
,EIF1,
,ZNF354B,
,PIN4,
,SGCG,
,USP16,
,CCDC22,
,SAPCD2,
,CD82,
,LAMTOR2,
,GABPB2,
,ZBTB44,
,DICER1,
,FLII,
,IL34,
,LPP,
,PPIG,
,CTCF,
,VPS39,
,PTGFRN,
,CRYZL1,
,CCDC121,
,TWF2,
,ZEB1,
,SAMD8,
,DUSP11,
,IDNK,
,ADAMTSL4,
,USP51,
,NFIB,
,N4BP2L1,
,CREBBP,
,ANKRD12,
,TLR1,
,BRWD1,
,AATBC,
,SH3BP5,
,B3GNT9,
,CDKN2AIP,
,ZBTB7A,
,LOC728743,
,C9orf72,
,LINC01011,
,FAM120A,
,NAV1,
,PAM,
,CRYBG1,
,FEM1C,
,CCNT2,
,GIMAP7,
,HTR7P1,
,MED28,
,CIR1,
,MSL3,
,TRAPPC1,
,HEATR5B,
,EXOC5,
,EFNB1,
,SEC23A,
,USP34,
,HIGD1B,
,PPP4R3A,
,SWAP70,
,PCNT,
,C1QTNF2,
,ANOS1,
,ZMPSTE24,
,NBEAL2,
,TAP1,
,SHOC2,
,PDCD1LG2,
,ZBTB8OS,
,CENPC,
,YBX1,
,RNPEP,
,ISM1,
,SMAD7,
,THEMIS,
,BIRC6,
,MB21D2,
,TUBA1B,
,PCMTD1,
,RAMP2,
,C2orf42,
,ORMDL1,
,NFE2L2,
,AFF1,
,MRAP,
,SESN3,
,ZNRF2,
,PSME3IP1,
,BMAL1,
,SESN1,
,FBXW2,
,LY96,
,NDUFB8,
,FBLN7,
,METTL25,
,CUL3,
,ZNF512,
,LIPT1,
,MAPK7,
,COA5,
,PARP15,
,TMEM109,
,ADAM17,
,SETMAR,
,STARD8,
,FBXO30,
,MAPKAPK5,
,ZNF706,
,TRBC1,
,CHURC1,
,FBXW7,
,RNF144A,
,FBXO4,
,EPHX1,
,ZNF41,
,NIPBL,
,TBCEL,
,ZMYND11,
,GLT8D1,
,STK39,
,LAMP5,
,ZMYM2,
,FBXO34,
,MAN2A1,
,ZNF225,
,CD40,
,ZDHHC21,
,ITGB1BP1,
,HTRA1,
,PSENEN,
,GHDC,
,TRAF6,
,SLA2,
,ARHGAP28,
,ZNF136,
,MIR331,
,SOS2,
,PHKB,
,DAPL1,
,ANKH,
,FLCN,
,ARHGAP45,
,METTL22,
,TMEM170B,
,TCIRG1,
,AHSA2P,
,PTPRE,
,RSPO4,
,CNDP2,
,AKAP11,
,REV1,
,POLR3GL,
,WSB2,
,ZNF85,
,ABTB1,
,IFFO1,
,BRK1,
,DHRS7B,
,UROS,
,CCM2,
,RNF181,
,ERCC8,
,SEC22B,
,PRKAB1,
,PI16,
,ZNF511,
,CFP,
,ATG10,
,DENND4A,
,NADK,
,PET100,
,SIX2,
,LSP1P4,
,SYNRG,
,HS1BP3,
,ATRX,
,ZNF181,
,DKK2,
,DCUN1D2,
,UBQLN2,
,FKBP2,
,PSMA1,
,NCBP3,
,ADK,
,SLC38A7,
,PRDX1,
,ZBTB6,
,ZBTB1,
,FAM162B,
,LINC00847,
,FTO,
,LEMD3,
,DZIP1L,
,IDH3G,
,ZNF148,
,OCIAD1,
,ULK2,
,HTR2B,
,ZNF691,
,DDX19B,
,DOP1A,
,GNAI3,
,KDM3B,
,GLOD4,
,TXLNB,
,EBF2,
,ROCK2,
,FGF10,
,GABRE,
,ING4,
,MAML1,
,GOLGA1,
,GPR108,
,LMCD1,
,PHACTR2,
,ZNF175,
,ZNG1B,
,MMAA,
,UROD,
,ABCB10,
,TBC1D5,
,COL14A1,
,CAPZA2,
,ERP29,
,MAST3,
,TRAPPC2,
,TRNP1,
,FOXD3,
,NFATC1,
,XPNPEP2,
,APIP,
,HPS6,
,MXD4,
,RPL36AL,
,CCPG1,
,SEC31A,
,DIP2A,
,GASK1A,
,DCTN2,
,YIPF1,
,PCGF5,
,RCOR1,
,PDCD4-AS1,
,NUCB1,
,ELAC1,
,QRICH1,
,TRIM68,
,IL17RA,
,BCL2L1,
,VSIG4,
,PREB,
,ACOT9,
,EGFLAM,
,PSMD7,
,STARD3NL,
,ALKBH5,
,NUAK2,
,PPIL3,
,STAU2,
,STAT6,
,AP4E1,
,ZNF641,
,HNRNPA0,
,NELL2,
,ZNF613,
,PIP4P1,
,ZNF570,
,FAM76A,
,TLR8,
,FNDC3B,
,TGFB1,
,GIGYF2,
,MNDA,
,SAP130,
,CLIC5,
,PJA2,
,YWHAB,
,CEMP1,
,ARHGAP6,
,TNS2-AS1,
,MOB2,
,NCOR1,
,SMAP1,
,STK10,
,DYRK2,
,RPS18P9,
,DCP2,
,PRMT9,
,DAPK1,
,ARHGEF18,
,GFRA2,
,USP28,
,FCF1,
,NDUFB2,
,SNRNP35,
,CLEC3B,
,NLRC3,
,ANKRD42,
,GPATCH3,
,FCGR2C,
,PFDN1,
,ITGAX,
,MBTPS1,
,FIBIN,
,TET2,
,OCEL1,
,LINC03019,
,ZNF646,
,TTC39B,
,TMEM256,
,EHBP1L1,
,S100PBP,
,IL12RB1,
,PRRC1,
,TMUB2,
,BBS2,
,NEDD1,
,ZCCHC4,
,MYL9,
,PAFAH1B2,
,NPRL3,
,TMEM97,
,NR2C1,
,ARHGEF10L,
,ELP4,
,TSHZ1,
,SLC35F5,
,IL10,
,ELL2,
,DTWD1,
,MLX,
,ZW10,
,UEVLD,
,AZI2,
,KDM5A,
,ZNF559,
,CHCHD10,
,USF1,
,SGSH,
,AP2M1,
,ATPAF2,
,CHIT1,
,FNIP2,
,LUC7L,
,STARD7,
,P4HA3,
,GNAQ,
,KAT6B,
,MSL1,
,WDR82,
,ARMC8,
,MEAF6,
,BCKDHA,
,CAST,
,BRCC3,
,SOBP,
,C12orf43,
,PPM1B,
,SRP14,
,LHFPL6,
,PPIP5K2,
,TPD52L2,
,LGALS8,
,CHMP4A,
,HSD17B11,
,MARCHF5,
,LUZP1,
,CENATAC,
,MYCBP2,
,SERPINF1,
,RANBP3,
,WASF2,
,ACVR1B,
,CYB5R1,
,CMA1,
,PEX11B,
,CAMLG,
,RC3H1,
,USP40,
,TRAM2-AS1,
,MGAT2,
,AKIP1,
,ZNF329,
,HCFC1R1,
,RBM4B,
,SMARCE1,
,PHF12,
,TM2D3,
,CDT1,
,UXS1,
,PRADC1,
,RHBDD1,
,MPDU1,
,STMP1,
,STYX,
,COX4I1,
,PEBP1,
,RBM7,
,KCTD7,
,TESK1,
,EPDR1,
,TEX261,
,RELT,
,SCN1B,
,PPP4R3B,
,TMEM11,
,IL1RAP,
,HGSNAT,
,SAP30L,
,MIR503HG,
,VPS36,
,AKR7A2,
,NSMCE3,
,ZNF816,
,ABCC4,
,KLF7,
,GBP4,
,BASP1,
,POLR2J2,
,SPRING1,
,GPATCH2L,
,CCL7,
,FOXN3-AS1,
,HIGD2A,
,MTRFR,
,DEDD,
,GLUL,
,FYB1,
,CCNO,
,ZNF845,
,AKIRIN2,
,SFT2D1,
,ASCC1,
,MIR497HG,
,KCNJ13,
,PUM2,
,HECTD1,
,TCHP,
,ZNF32,
,THAP11,
,RECK,
,MOCOS,
,SEC11A,
,ZFP91,
,MRPS18C,
,VPS4B,
,CHCHD1,
,RAB5A,
,TMEM35A,
,PPP1CB,
,VPS11,
,ACTR1B,
,SCAF4,
,ANKRD49,
,RETREG2,
,ZNF350,
,FAM220A,
,MADD,
,TRAPPC2L,
,NAA16,
,RALGDS,
,AACS,
,ROCK1,
,IFI27L2,
,CCDC97,
,TIMP3,
,MFHAS1,
,NFX1,
,KEAP1,
,CD226,
,TRIM32,
,FGD5-AS1,
,SEC62,
,ZNF638,
,COPB1,
,SORL1,
,ABRAXAS2,
,RIPK2,
,HLA-B,
,MTMR1,
,ZC2HC1A,
,ZNF823,
,SYNPO2,
,U2AF1,
,YBEY,
,BAIAP2-DT,
,SLC25A12,
,LINS1,
,AEBP1,
,TSPAN31,
,BICD2,
,MALT1,
,TRIM23,
,YY1,
,SACM1L,
,CMTM6,
,MIR4655,
,USP12,
,GPBP1,
,HTATIP2,
,TIMP2,
,CTR9,
,SOCS5,
,CD36,
,ASTN2,
,PKMYT1,
,MIR1249,
,PCCA,
,MON2,
,SNX14,
,LRSAM1,
,PAK4,
,CFL1,
,PCYOX1,
,MYLIP,
,RBSN,
,FNIP1,
,ZSWIM7,
,NSMCE4A,
,TMLHE,
,SLC27A1,
,RAB33B,
,MRFAP1L1,
,QNG1,
,ZCRB1,
,MDM1,
,LYNX1,
,STARD5,
,PACS1,
,STAG1,
,FPGS,
,SENP7,
,TMEM80,
,ABHD5,
,PFN1,
,BHLHE22,
,ZNF688,
,TBC1D17,
,CMPK1,
,HIPK1,
,KLF8,
,ZFHX4,
,JAK2,
,SLC66A2,
,PSMB1,
,ZNF43,
,CHST14,
,MFF,
,MARK3,
,NATD1,
,COX6B1,
,ARHGEF9,
,GSDMA,
,SDHAF2,
