GSE50509,GSE91061,GSE50509|GSE91061
GCNT2,AP1M1,
ENO3,MRPL42,
PERM1,STX11,
DDX6,RNF7,
ARMH4,PRKAR1A,
MRPL13,SPNS1,
KCNH1,SLC22A18AS,
SNRNP48,AURKAIP1,
FOXO4,PRPSAP1,
SLC6A15,ATG4B,
GJC3,MASTL,
AASDHPPT,BBS10,
GTF2IRD2B,PYURF,
TAF1L,TRIAP1,
PAN2,TMEM115,
H2AX,HGS,
CRLS1,RUVBL2,
ELOVL2,AFG1L,
LOC730101,TMEM186,
SIK2,RAB11FIP2,
SMYD2,UFL1,
PRB3,RRP1,
USP24,TADA2B,
FAM117A,IGSF8,
BMS1P4,NR1H2,
SLC25A13,GPATCH1,
AHNAK,ZNF140,
ATP5F1B,BBS5,
LOC100127955,ZNF207,
DNMT3B,LRFN3,
ARHGAP11B,BAX,
CIMAP2,FCF1,
PRSS54,DMWD,
CCDC18,SOCS4,
MTMR11,SRSF7,
PRMT3,SYMPK,
ZNF609,AP1AR,
EEF1A1,SLK,
SAMD1,UNC45A,
FAM86B3P,BCKDK,
GZMM,KPNB1,
MYO1B,CD2BP2,
ZMYND8,PCCB,
TRAPPC13,CCAR1,
TCF12,EME1,
SBK3,CEP57L1,
CEND1,WDSUB1,
TATDN1,PRPF40A,
CTSLP8,TRIM28,
WBP11P1,UBL7-DT,
TMOD3,SCAMP2,
ALDH2,PAFAH2,
CYTH1,POMGNT1,
TTC17,FAAP100,
NOLC1,SCAF1,
ZHX2,ACSL3,
MLLT3,APPBP2,
CLIP2,RPP38,
SFTA1P,NDUFC1,
CASP4,MPI,
CDCA3,GYG1,
DEPDC1,TXNRD3,
RBL2,THAP10,
AFF1,UBXN2A,
PRPS1,EIF1B,
CD160,TOM1L1,
PDGFD,MRM2,
ZIC4,TIMM23,
SNAI2,MTERF2,
AKIP1,OSGEPL1,
C5orf22,AGTRAP,
SCO2,MBTPS2,
ST6GALNAC5,EXOSC1,
FAM13A,KCTD2,
CUBN,SUGP1,
ZMYND11,SNPH,
BTN2A1,ARAF,
AZIN1,WIPF2,
GORASP1,CFL2,
MTX3,FAM200B,
PRR5L,MTHFR,
PTPRJ,MOSMO,
LRTM2,CHMP2B,
KRTAP5-10,RTCB,
SLC38A9,SPTBN1,
,NLRC3,
,POC1A,
,YBEY,
,THAP4,
,DHX40,
,CEP135,
,CASP9,
,ARMC7,
,ZFYVE1,
,USP40,
,AKR7A2,
,HEMK1,
,TRIP11,
,EIF4H,
,SLC30A1,
,ZNF155,
,ZNF304,
,LENG1,
,GSPT1,
,LINC00339,
,NACC1,
,TMEM53,
,SCFD1,
,FBXO28,
,C3orf33,
,AVPI1,
,TNFAIP1,
,PPIG,
,LOC100505715,
,DDRGK1,
,CCDC47,
,ATPAF1,
,PDCD6IP,
,SRSF9,
,RPL36AL,
,SEPTIN4,
,THAP1,
,FANCM,
,ZNF396,
,SENP2,
,ASB3,
,TXLNA,
,OSGIN2,
,GNPNAT1,
,MYO1D,
,TCTN3,
,GTF3C2,
,NABP1,
,NF1,
,RCCD1,
,C21orf91,
,MIR659,
,USP14,
,UBE2N,
,ZNF324,
,PIEZO2,
,NDUFA7,
,GOLPH3L,
,ATXN2L,
,BORCS7,
,LRRC49,
,PPP5C,
,ZNF653,
,TTLL7,
,MRPL33,
,KAT7,
,GPATCH8,
,E2F6,
,CSPG4,
,TRIR,
,NCBP2AS2,
,LYPD8,
,VPS26C,
,PCTP,
,CCDC97,
,SIRT3,
,NELFB,
,PRORP,
,SYT5,
,AAMP,
,NDUFAB1,
,SPATA20,
,WBP1L,
,DCK,
,EMC3,
,GTPBP3,
,CCDC124,
,SPATA7,
,YJU2,
,RBM45,
,VPS54,
,NPC2,
,FAM193A,
,TRAM1L1,
,EXOC1,
,PIH1D1,
,U2AF2,
,AKR1A1,
,SFXN2,
,CAPZA1,
,UPRT,
,WDR24,
,PTOV1,
,POLR2L,
,DTNA,
,POMGNT2,
,LLGL1,
,FLT1,
,EIF2B2,
,WDR89,
,TAF1B,
,UACA,
,GEMIN2,
,RAB38,
,THAP3,
,GDAP2,
,ZC2HC1C,
,C10orf88,
,ZFYVE21,
,CPLANE2,
,PLEKHG3,
,ZMYM6,
,TMEM234,
,IVNS1ABP,
,PPP2R3A,
,ZFAND6,
,ATP5MK,
,EIF4E2,
,RCAN3,
,NUDT17,
,SPAG1,
,ZNF136,
,COX18,
,PAK6,
,FHIP1A,
,WDR11,
,WDCP,
,C4orf33,
,DBF4B,
,FAM228B,
,MMAB,
,SNRNP35,
,TRAPPC3,
,FNIP2,
,SLC30A9,
,NIN,
,SIVA1,
,SUMO3,
,SPRYD3,
,ZNF747,
,H3-3B,
,ADAM11,
,SMIM8,
,MAP2K2,
,SRSF1,
,PRKAA1,
,POP1,
,STAMBP,
,HAUS8,
,RNF181,
,TP53I13,
,WDR54,
,TRUB1,
,BMPR1A,
,MTFR1L,
,ELMOD2,
,GDPGP1,
,COQ6,
,MAGEA3,
,CDK1,
,MAPKAPK3,
,MYO19,
,ZNF780A,
,E4F1,
,SMARCD2,
,ZMYM4,
,UBXN6,
,PHC2,
,FARP2,
,DNAJB1,
,EFCC1,
,CLPP,
,ZNF420,
,SLC24A5,
,SMARCAD1,
,SRSF2,
,SYDE1,
,PXN-AS1,
,MVB12A,
,GLMP,
,MRPL17,
,CEP170B,
,CIB1,
,TYW5,
,RECQL5,
,FAHD2B,
,OIP5-AS1,
,ATP10A,
,DNAJC16,
,MED1,
,ZNF507,
,MIB2,
,CYB5RL,
,AIDA,
,USP31,
,AHI1,
,NUP50,
,ZKSCAN2,
,HSPA4L,
,CENPBD2P,
,TMEM104,
,ASIP,
,UCN,
,COIL,
,C1QL1,
,C14orf119,
,SWT1,
,GIT1,
,PIGQ,
,PRR9,
,TIMM10B,
,HPS6,
,METTL6,
,NCBP2,
,TRPC4AP,
,UBA6-DT,
,AZI2,
,NSDHL,
,CYB561D2,
,MRPL24,
,B3GAT3,
,SNX12,
,KIF22,
,RENBP,
,PDCD5,
,NOP14-AS1,
,STAG2,
,CR2,
,NR4A1,
,MARK4,
,TEX264,
,OTX1,
,ZNF518A,
,NSD2,
,NNT-AS1,
,BFAR,
,ATP5F1C,
,NXT2,
,ZNF619,
,APH1A,
,WASHC3,
,WIZ,
,MED16,
,CDIPT,
,GEMIN6,
,ZNF564,
,HINT3,
,AEN,
,SCYL2,
,JAGN1,
,RFT1,
,RAB8A,
,FASN,
,CCDC66,
,KMT2B,
,GCN1,
,CSMD1,
,RSAD1,
,ESYT3,
,ZNF629,
,FCRL3,
,ZNF404,
,ING2,
,ASNSD1,
,PLK4,
,CST7,
,ERCC2,
,MRPL28,
,TARS1,
,CDKN1B,
,VEZT,
,UQCC3,
,RIC8A,
,NPRL2,
,CEP290,
,LRRC37BP1,
,FN3KRP,
,USP22,
,YBX1,
,LINC00667,
,MARCKS,
,OXLD1,
,DNAJA4,
,MTA1,
,RNF19B,
,GRB2,
,PGAM1,
,CNIH4,
,DNAJC8,
,DAZAP1,
,TRAPPC12,
,ZBTB7A,
,COG7,
,SLC30A6,
,CTBP1,
,PKNOX1,
,LGALS8,
,HPRT1,
,PRMT1,
,ZNF470,
,NEIL3,
,ZBTB38,
,TAOK2,
,TCAIM,
,TXNDC16,
,UCHL1,
,ALG6,
,KIAA0586,
,RALBP1,
,METTL25B,
,TM9SF3,
,TRIM65,
,DYNC2I2,
,ACTG1,
,UXS1,
,POMT2,
,RRAS2,
,SUMO1,
,SMUG1,
,ORC3,
,SAR1A,
,PRMT5,
,PRIMPOL,
,PRPF39,
,ADGRG6,
,STAP2,
,PAQR5,
,FSTL5,
,SETD1A,
,GUF1,
,BLOC1S4,
,CD320,
,ENDOV,
,NDUFS3,
,ORAI3,
,SDCCAG8,
,TMEM203,
,TSNAX,
,PLEKHB2,
,MAD2L1,
,H1-10,
,RUNX3,
,APBB1,
,SMARCA5,
,MRPL19,
,C15orf40,
,DARS1,
,LONP1,
,SEC23IP,
,CHMP2A,
,TXNDC12,
,CENPW,
,PTRH2,
,GMPS,
,MAP4K1,
,PREB,
,LGR6,
,BAIAP2-DT,
,UBA2,
,THUMPD3,
,SLC38A10,
,COQ8B,
,PHTF2,
,USO1,
,RRP8,
,HNRNPH3,
,RALGAPA1,
,CDC6,
,IRF2BP1,
,SPAG9,
,PAGR1,
,AP1S3,
,STARD5,
,ATP13A1,
,SCAND2P,
,YEATS4,
,YIPF4,
,ATG13,
,CBR3,
,URB1-AS1,
,DEGS1,
,YIPF2,
,SLC39A6,
,LINC00648,
,KHSRP,
,SLC26A11,
,AKAP7,
,CHCHD6,
,RPRD1A,
,SUDS3,
,PDE8A,
,UFSP2,
,MED18,
,PTPRM,
,IPP,
,MRPL18,
,ELK1,
,RAB4A,
,FXR1,
,POLR3A,
,METTL2A,
,SEC24C,
,KMT5C,
,CLCC1,
,DLGAP5,
,CLTC,
,ZNF765,
,JTB,
,TNPO2,
,COX15,
,CCNJ,
,MITF,
,FAM20B,
,LRRC59,
,SEMA4F,
,MRTO4,
,COL13A1,
,COPS7A,
,ANKRD61,
,VPS4B,
,EIF3A,
,PRDM4,
,QPCTL,
,USP36,
,POLE2,
,THAP8,
,NAP1L5,
,POLR2E,
,DOHH,
,SARS2,
,NHSL1-AS1,
,ZNF691,
,HTR3A,
,FAM98C,
,MORF4L2,
,ILF3-DT,
,PSMB3,
,PPP1R37,
,CDC37,
,RGS13,
,RFNG,
,DNTTIP2,
,SNAP47,
,INO80,
,TMEM9B,
,ZFAND5,
,U2SURP,
,MECR,
,FCAMR,
,ZNF805,
,KIF20B,
,PSMD14,
,VTA1,
,RNF115,
,NDUFB1,
,MTPAP,
,GSTCD,
,ATP5MJ,
,ERCC3,
,CCNA2,
,NOTCH2NLA,
,NPHP3,
,TICRR,
,ADNP2,
,DDOST,
,MTNAP1,
,PLEKHA5,
,INPP4B,
,SIRT2,
,LIN7B,
,SMIM7,
,AP5B1,
,ZNF703,
,PIP4K2C,
,AUP1,
,KLHL26,
,ECHDC1,
,GPS1,
,WASF2,
,RAB5C,
,PSMB1,
,METTL25,
,DZIP3,
,TAF9B,
,AMMECR1L,
,PPP4C,
,TNFRSF11B,
,SLAIN2,
,ZNF526,
,HDAC8,
,BCL11A,
,RBM12,
,ANKRA2,
,WDR26,
,LAMA1,
,SGPP1,
,BET1,
,CEP41,
,ZNF787,
,FBRS,
,GPR15,
,CHD8,
,SNX25,
,CFAP410,
,ACTR1A,
,HNRNPUL1,
,GPATCH11,
,GAS2L3,
,MAP2K1,
,NUDT14,
,TYK2,
,DALRD3,
,CYTOR,
,PSMC3,
,FAM86JP,
,POLR2I,
,DNAJC11,
,GCFC2,
,NUP62,
,AP2S1,
,YIPF6,
,LOXL1-AS1,
,RPS6KB1,
,EPS15,
,ZNF14,
,GPATCH3,
,INTS11,
,NR2F6,
,ATP5F1A,
,FAM86HP,
,POLR3GL,
,MPND,
,TTC7B,
,TTL,
,CIAO1,
,ATP5IF1,
,CNOT7,
,SART3,
,SLC31A1,
,SLC16A6,
,FMR1,
,MKRN9P,
,PBK,
,DYRK1B,
,LCA5,
,DUSP11,
,FDX2,
,PPP1R7,
,LOC100506639,
,SPCS3,
,SNRPD2,
,PUS7L,
,ZNF430,
,PARL,
,ENTREP3,
,CCDC59,
,WDR18,
,MRPL34,
,EFCAB7,
,FASTKD2,
,FDXR,
,FAM135B,
,GTF2H5,
,NMRAL1,
,ZNF383,
,BORCS8,
,ACP2,
,CGRRF1,
,WIPI1,
,CHUK,
,ZNF414,
,ZNF444,
,UBE2Q2P1,
,STT3B,
,NOL11,
,TFAM,
,HBS1L,
,PPP3CC,
,MANBA,
,NUTM2A-AS1,
,CLN3,
,TMEM141,
,ACBD5,
,IFI27,
,POP7,
,ETAA1,
,PIGP,
,C5orf34,
,ARL3,
,ARFGAP2,
,COA5,
,RNFT1,
,ARHGAP19,
,SYNCRIP,
,DNAJC7,
,RSRC2,
,WDR53,
,AP2B1,
,SIRT6,
,TMEM254,
,METAP2,
,CFAP263,
,SLC25A29,
,PPCDC,
,KBTBD4,
,WDR13,
,ZNF24,
,LRRC8D,
,ZNF407-AS1,
,PSME3,
,PYGL,
,DOCK9,
,LAPTM4A,
,TTK,
,LRSAM1,
,PPP4R3B,
,FAAP20,
,RAB10,
,CBX4,
,ACLY,
,GPR18,
,VPS37A,
,RBM25,
,NDUFA3,
,PIN1,
,GPHN,
,CPTP,
,CRBN,
,FLVCR1,
,RPA2,
,TPD52,
,PPP2R1A,
,CASP8AP2,
,CIRBP,
,DIS3L2,
,SET,
,INTS3,
,CFAP298,
,SNORA55,
,PHLDB3,
,UQCRFS1,
,RCOR1,
,MIEN1,
,DTD2,
,FEM1A,
,AKT2,
,CCDC85C,
,BAG4,
,OCEL1,
,C1orf52,
,HELLS,
,BBOF1,
,PDZD11,
,ADD3,
,TUFM,
,PCGF1,
,GMPPB,
,ZNF350,
,ELOF1,
,PSMB5,
,CHTF8,
,SELENOF,
,ZNF571,
,RNF170,
,SLC35B1,
,CNPPD1,
,ZNF283,
,CTNNB1,
,ELOVL1,
,CTBP2,
,TASOR,
,TMCO4,
,NRBP1,
,CEP20,
,RMND1,
,BAP1,
,ORC4,
,STXBP3,
,STOML1,
,CKS2,
,ANAPC5,
,POT1,
,LONRF1,
,DCTN5,
,INTS2,
,SEMA4C,
,SAV1,
,SUV39H2,
,MICOS13,
,METTL17,
,SP2,
,RRAGC,
,ZNF687,
,EVI5L,
,PTPN13,
,SFRP5,
,RNF139,
,FBXW4,
,SENP5,
,MRPL16,
,CRTC1,
,CIAO3,
,EZR,
,PTPN2,
,MON1A,
,ZNF174,
,FBF1,
,CYP2R1,
,MAGOH,
,RASGRF1,
,GATAD2A,
,DDX42,
,UBIAD1,
,ZNF468,
,YIF1B,
,ANO1,
,DAPP1,
,SNORD45B,
,NSF,
,TULP3,
,ARL8A,
,TRMT61A,
,MTF2,
,PRKAR2A,
,TNKS2,
,ZNF761,
,THSD1,
,MLST8,
,KIAA0319L,
,ZRANB1,
,TTYH2,
,TMEM144,
,ARPC1A,
,IQGAP1,
,SLC35F5,
,ARHGAP5-AS1,
,RAB15,
,SIN3B,
,CERS6,
,HIPK2,
,YY2,
,SOAT1,
,C1orf50,
,MIR4784,
,GIGYF1,
,NOL10,
,SNORD2,
,TSSC4,
,FDPS,
,PQBP1,
,PTOV1-AS1,
,RIC8B,
,RALY,
,DRAXIN,
,ANKRD16,
,FGF1,
,SDHAF3,
,DYNLL1,
,IFI35,
,DLG5,
,BUB3,
,PSMD6,
,PMS2P1,
,CYTH2,
,TEFM,
,NUDCD2,
,KYAT3,
,KANSL3,
,RAB35,
,OGFOD2,
,TIMM13,
,SELENOI,
,SRRD,
,MAP3K13,
,MBTD1,
,PGAP6,
,PIP4P1,
,MUTYH,
,SMIM30,
,ZNF256,
,GET1,
,GINS1,
,DDX51,
,ZNF714,
,PCYT2,
,ZNF675,
,NDC1,
,PEX13,
,KIF5B,
,UBP1,
,GNB1,
,SPCS1,
,SUCLG2,
,MDH1,
,MAP2K6,
,XPO1,
,NAA50,
,C19orf47,
,C8orf58,
,VPS35L,
,PGAM5,
,CHAC2,
,C8orf88,
,RGS12,
,ACSF2,
,KIF18B,
,ZNF260,
,BIRC5,
,ANKRD28,
,SAE1,
,POMT1,
,RRM2,
,NEDD4L,
,SFPQ,
,SLC25A16,
,TBC1D10B,
,ZNF830,
,CDPF1,
,GNA11,
,AGPAT3,
,CYP24A1,
,NHS,
,FAM184A,
,YIPF1,
,NT5DC1,
,TIMM44,
,SNX8,
,EIF3I,
,KHNYN,
,THUMPD2,
,ESCO2,
,ADPRM,
,PHKG2,
,LINC00312,
,FAXC,
,LMBRD1,
,CGGBP1,
,MAP1S,
,MED8,
,DMAP1,
,YTHDF3-DT,
,NDUFS7,
,MBD3,
,HHAT,
,AFG2A,
,ARHGAP35,
,UBE2O,
,BET1L,
,ZNF552,
,ARMH3,
,ZNF367,
,THUMPD1,
,USP45,
,ABHD10,
,ZNF211,
,GSKIP,
,TMEM165,
,MRPL30,
,NME7,
,DAPK3,
,DNAJC19,
,NPRL3,
,NUP35,
,FMN1,
,MCM3AP,
,YWHAE,
,ANKRD7,
,HMGCS1,
,NCKAP5L,
,CD164,
,IBA57,
,UBE3B,
,CCL28,
,NCKAP1,
,CEP68,
,TMEM135,
,FYCO1,
,FBXO48,
,COMMD8,
,GTF3C5,
,ALS2,
,NPHS1,
,DHRS7,
,ERC1,
,ACBD6,
,PRTG,
,UMPS,
,CDC40,
,ZBTB33,
,TMEM242,
,SASS6,
,SMPD4,
,METTL15,
,SVIP,
,ZBTB17,
,IMPACT,
,PKN3,
,ZNF561,
,GALK1,
,SNAPIN,
,KRBOX5,
,DCUN1D4,
,NOSIP,
,NUDC,
,EIF2B1,
,AGO4,
,MMP24OS,
,PIP5K1C,
,RPF1,
,ELL3,
,BTRC,
,SERINC1,
,DOCK2,
,IKZF3,
,BAIAP2,
,VCF1,
,SYDE2,
,BTBD1,
,LRP10,
,TNRC6A,
,NDUFB10,
,NUDT1,
,TBCB,
,PEPD,
,PLXNC1,
,INPP5D,
,ZDHHC12,
,LINC00526,
,ZBED5,
,SSR4P1,
,PLGRKT,
,ELP5,
,SNX27,
,GPN2,
,ZNF615,
,RARS1,
,SERBP1,
,HSD17B7,
,NR2C2AP,
,UQCC6,
,PITRM1,
,YWHAB,
,RNU5E-1,
,C3orf18,
,DYNLRB1,
,TMCO1,
,MORN4,
,ATP6V0A4,
,LTV1,
,CAPN7,
,DNAJC27,
,PPOX,
,KEL,
,TRAPPC8,
,SGO1,
,SRRT,
,ENSA,
,TP53TG3D,
,RUVBL1,
,MSTO1,
,KIAA1143,
,CCNC,
,MYPOP,
,SEPTIN10,
,CZIB,
,LSM1,
,WAKMAR2,
,EML2,
,PEX11A,
,OTUD4,
,PPP4R1,
,WDR83,
,STK11,
,TMEM126B,
,CCDC12,
,RNASEH2A,
,AKAP3,
,PCBP2,
,UBE2I,
,PIK3C3,
,EXOG,
,ZNF574,
,FLII,
,KPNA2,
,PNMA8A,
,ALYREF,
,EIF2B3,
,SESN1,
,SUV39H1,
,GTPBP4,
,MYO5C,
,RAD51C,
,GPR171,
,TMEM138,
,POLE,
,VCPKMT,
,SH3KBP1,
,PCMT1,
,LBHD1,
,CNN3,
,RAB9A,
,TAF15,
,RPAP1,
,ABCD4,
,MAT2A,
,ITGB3BP,
,UBE3C,
,ABHD18,
,RTL8C,
,C10orf90,
,CEP78,
,RNASEH1,
,DCAF15,
,PKMYT1,
,ZNF282,
,LIG1,
,TSPYL4,
,SRI,
,ZNF416,
,EBP,
,KANSL2,
,SEC22A,
,TCTN2,
,ZNF71,
,SERPINB9P1,
,TBC1D14,
,SRSF3,
,HIKESHI,
,DHX57,
,ASCC1,
,GSK3B,
,RUNDC1,
,MIR3911,
,CLASP2,
,EOLA2,
,MOV10,
,PLEKHA1,
,ZNF551,
,ZSCAN32,
,NSRP1,
,KXD1,
,ANKRD6,
,HOMEZ,
,MT1L,
,SUPT4H1,
,ZNF598,
,PEX19,
,WDR31,
,DCP1A,
,SLC11A2,
,ANAPC16,
,PRIM1,
,TADA2A,
,SMC3,
,PRCC,
,CYB5B,
,PUDP,
,CAPZA2,
,JOSD2,
,FRG1,
,TBC1D15,
,ABI1,
,CENPU,
,NOC2L,
,PRKAG1,
,LAGE3,
,RFXANK,
,CYREN,
,QTRT1,
,NEPRO,
,CLOCK,
,CASP3,
,VAMP1,
,GNPAT,
,TM4SF19-DYNLT2B,
,GNAL,
,MINPP1,
,KRI1,
,SF3B5,
,RNF25,
,KLF6,
,TYR,
,ERMARD,
,IDI1,
,HDAC11,
,YLPM1,
,PACSIN3,
,RLIM,
,TUG1,
,PFKL,
,EID2B,
,RAB7A,
,SERPINA9,
,INPP5A,
,COPB2,
,LRRC37B,
,BCAS2,
,MZF1,
,UBE2L6,
,ATXN7L3B,
,ARID4A,
,LINC00668,
,PSENEN,
,BTBD7,
,PRMT2,
,BLOC1S3,
,SBF1,
,RAB17,
,UBE2Q1,
,MAPK3,
,HMBOX1,
,PPAT,
,TK1,
,RAD54L,
,MTX1,
,RFC2,
,DOCK8,
,RABGGTA,
,DOLK,
,TMEM223,
,BRI3BP,
,JMJD4,
,CTDNEP1,
,ABCB8,
,MANEA,
,BPTF,
,GLB1L3,
,GIPC1,
,HNRNPC,
,NONO,
,POLR2J,
,LRP2BP,
,ATF6,
,TOR3A,
,ZCCHC9,
,ZC3HC1,
,ARL6IP1,
,DSN1,
,AEBP2,
,MICOS10,
,RCOR3,
,SMAD4,
,TMEM160,
,PPP1R26,
,ZNF585A,
,ZBTB49,
,ZNF557,
,ANKRD26,
,TMEM25,
,IKZF1,
,PDE4A,
,MELTF-AS1,
,REN,
,TYSND1,
,DPP7,
,SSB,
,EXOSC2,
,TMEM33,
,BTBD2,
,LDB3,
,DPY30,
,EIF2B4,
,NAT9,
,AKT1,
,POLRMT,
,TMEM98,
,TMEM219,
,MRPL39,
,TRAF3IP3,
,UBE2S,
,COG1,
,FBXL15,
,SFT2D1,
,PSMC2,
,RTL8A,
,NUDT19,
,CEP63,
,CRIPT,
,STX10,
,TBC1D19,
,ADGRG2,
,CLEC16A,
,DNAJA3,
,PCNA,
,MAPK8,
,CHST10,
,NFU1,
,TGFBRAP1,
,PTPN23,
,PITPNC1,
,RDH13,
,WFDC11,
,NLE1,
,UCHL5,
,SMYD5,
,GPKOW,
,DVL2,
,ATP6V1G1,
,ATXN7L1,
,DCAF6,
,GATD1-DT,
,SLC49A4,
,HPS1,
,ZNF264,
,TMA7,
,CDC123,
,ZNF644,
,SNORA28,
,MMGT1,
,STIM1,
,POLR3E,
,SBF2-AS1,
,TBCE,
,TSPAN17,
,CENPC,
,HDGFL2,
,TCEAL3,
,SOX10,
,ZFR,
,RPF2,
,EPN1,
,WDR25,
,CNTN5,
,RO60,
,GPR143,
,FAM3A,
,FAM161B,
,ANXA7,
,AIFM2,
,OSBPL1A,
,TRMT1,
,MAP3K11,
,SLC35A3,
,ZNF100,
,ARNT2,
,IFI27L1,
,ERCC1,
,PGP,
,SPSB1,
,LGALS3BP,
,ORC2,
,ZNF525,
,UQCC5,
,VAMP4,
,EXOSC5,
,DZIP1L,
,TNFRSF14,
,CALM1,
,ETV4,
,MAU2,
,ZNF271P,
,PNPT1,
,TMEM97,
,ELAVL1,
,NAA11,
,TRIP12,
,RAB13,
,TRMO,
,GNAQ,
,DONSON,
,LINC00470,
,DDX49,
,NCAPG,
,PAK4,
,MTFR2,
,PWP2,
,PSMC3IP,
,SCD,
,ZNF827,
,GTF3C1,
,UROS,
,GTF2H1,
,MGRN1,
,EVI5,
,DPH1,
,TOE1,
,AATF,
,KIAA0930,
,FBRSL1,
,EIF1AX,
,GLOD4,
,WDR73,
,RNF11,
,LIPT1,
,APPL1,
,LINC01881,
,TMEM101,
,TOP2B,
,UBE2K,
,ANGEL2,
,MMS22L,
,CEP57,
,RAD18,
,SWSAP1,
,WDR7,
,SFXN3,
,SAFB,
,TP53BP2,
,FTSJ1,
,RIMKLB,
,DCAF8,
,NSUN4,
,ADGRG5,
,ODF2L,
,BDH2,
,SCAND1,
,NADK,
,CEP112,
,NCAPH2,
,DCAF7,
,MTRFR,
,RAP2B,
,TMEM201,
,GDI2,
,TSEN54,
,METTL5,
,CCDC28A,
,C1D,
,C10orf95-AS1,
,MCM6,
,TGIF1,
,IFIT5,
,ATG4A,
,RAB40C,
,ZNF845,
,APPAT,
,RAVER1,
,VPS53,
,RTN4RL2,
,FBXO34,
,LOC646903,
,ARMCX6,
,ATG2B,
,ICMT,
,RTKN,
,C16orf95,
,COX10,
,MAPK10,
,GXYLT1,
,ABCA5,
,CPOX,
,LOC100289361,
,PCP2,
,STAM2,
,TBC1D23,
,OXR1,
,C19orf48P,
,PGM3,
,ASB6,
,TMED3,
,TSTD3,
,FANCI,
,ALX1,
,ATP6V0A1,
,ZNF263,
,ZNF550,
,COX6A1,
,ARMC6,
,DDX28,
,EYA3,
,UBE2A,
,SNAPC4,
,GRIPAP1,
,CHIC1,
,LINC03019,
,YWHAZ,
,BANK1,
,PAF1,
,SGTA,
,PEX12,
,RPS6KA4,
,INO80E,
,WAC,
,KATNA1,
,MUL1,
,HPS4,
,TNFRSF14-AS1,
,BCAS3,
,PIGC,
,BOLA1,
,ZNF146,
,TBC1D24,
,OGA,
,GTDC1,
,FHIP1B,
,MCOLN1,
,ALKBH4,
,SYT14,
,ZNF593,
,PARPBP,
,FKTN,
,NOC4L,
,SPATC1L,
,MSL2,
,SMPD2,
,PRPF38B,
,NSL1,
,TBP,
,ZSCAN25,
,NDUFA11,
,STARD4,
,TRABD,
,RMI2,
,MIEF2,
,LINC00681,
,NOX4,
,SLC25A22,
,SPINT1,
,NFATC2IP,
,RBM8A,
,HSPA8,
,CHN2,
,CFAP97,
,ADAMTSL5,
,SLMAP,
,YWHAQ,
,TMEM175,
,IL16,
,CEP95,
,HNRNPK,
,PPHLN1,
,TSHZ1,
,C17orf58,
,BRWD1,
,MIR548H4,
,LSM14A,
,TCEAL8,
,SCYL1,
,CBX1,
,ACYP1,
,IL10,
,FAM76A,
,ZNF491,
,BMP2K,
,LIG3,
,YES1,
,RAB2B,
,CARM1,
,SLC4A5,
,C6orf52,
,C11orf21,
,SNORD18B,
,HADHA,
,C14orf93,
,STXBP5,
,PIKFYVE,
,C1orf56,
,PRICKLE3,
,KLHL15,
,CRNKL1,
,BIN2,
,TTC3,
,LHPP,
,NCOA6,
,HMGN5,
,CUL3,
,SPTSSA,
,CENPO,
,MIER1,
,UBE2E1,
,ZC3H15,
,NUS1,
,TMEM259,
,ATRAID,
,MACIR,
,HECTD2,
,NLRP1,
,BUB1,
,TMEM200B,
,RYK,
,CISD1,
,BCLAF1,
,ZFAND2A,
,STUB1,
,THAP5,
,C19orf44,
,ZNF226,
,ACIN1,
,TUBA1C,
,SLC35F6,
,SHOC2,
,STK16,
,DENND10P1,
,KLHL12,
,POLR3K,
,POU3F1,
,ZNF222,
,LONP2,
,LRFN4,
,LINC00173,
,PSMD4,
,ZNF317,
,VPS18,
,ZFYVE26,
,ATOSA,
,ARL6IP4,
,KAT5,
,DDB2,
,ZBTB11,
,SLC35E1,
,ZNF175,
,BLTP2,
,TMEM120A,
,TPM3,
,USP30,
,FLVCR2,
,PRMT7,
,CREB3L4,
,FBXL19-AS1,
,PARP15,
,TIMM17A,
,KCNQ5,
,XRCC5,
,DEDD,
,LRRC40,
,PRKRA,
,FLYWCH2,
,SBNO2,
,LARP1B,
,CYTH3,
,SNRPA,
,EEF2KMT,
,RGL3,
,SIGLEC17P,
,TRAF7,
,SLC25A28,
,ZBTB1,
,MSMO1,
,TEDC2,
,RNF138,
,USP16,
,IMP4,
,HMOX1,
,RUNX2,
,GSG1L,
,ZNF2,
,FAM200A,
,CNBP,
,CAPN2,
,HNRNPU,
,FBXL19,
,ZNF775,
,FAM222B,
,MED13,
,IPO7,
,NKIRAS1,
,TTC5,
,TTC19,
,PEX16,
,ZNF568,
,RPL19,
,SHISA5,
,MMP13,
,REX1BD,
,CEP131,
,RHOH,
,TUBGCP2,
,COX14,
,SGPL1,
,UTP6,
,EXOSC6,
,ABCB10,
,PGBD2,
,MRPS9,
,STMN1,
,HAUS6,
,ZBTB2,
,SEMA4A,
,ARL8B,
,KCTD9,
,PTK2B,
,FAM133A,
,ZNF621,
,RHOT1,
,EBNA1BP2,
,KHDRBS2,
,ZFP30,
,NUMBL,
,SLC9A6,
,NFYC,
,TATDN3,
,GOSR2,
,MYL12B,
,INTS6,
,FASTK,
,EPHA5-AS1,
,ARIH2,
,COX6B1,
,SSX2IP,
,CALML4,
,SCRN3,
,ETFBKMT,
