MZT2A,CHEK2P2,ZNF771,ANK2,SNF8,,SMARCB1,,BFAR,CCNH,,NDUFB1,,TRMT5,,,,,,,,,,,,,,
PPP1R3D,KIAA0319,RPL21,ACAP1,TNFRSF13C,,DCXR,,CHUK,COL6A6,,C21orf91,,MRPL52,,,,,,,,,,,,,,
PIGA,LY6D,RPL21P1,MAN2B2,SFR1,,PI4KAP2,,SCAF1,RPS19,,NRF1,,AKR1A1,,,,,,,,,,,,,,
ATP5F1D,FAM86FP,RPL21P11,PON2,VPS13C,,CYSTM1,,SMUG1,DEFB132,,SSX2IP,,C19orf53,,,,,,,,,,,,,,
CLDN12,EPHA6,RPL21P119,CSRNP3,DUSP3,,TALDO1,,GPATCH3,KCTD16,,ZNF675,,MIF4GD,,,,,,,,,,,,,,
IL18,DEFB108B,RPL21P16,PHACTR1,MIR4435-2HG,,SLC35A5,,RALY,CD244,,GDAP2,,POLR2B,,,,,,,,,,,,,,
ZNF318,H3C2,RPL21P28,KCTD15,MAN2C1,,MEA1,,GAA,TREML2,,AKT2,,TRIP12,,,,,,,,,,,,,,
RABL6,GP6,RPL21P53,SMC4,ARHGAP5,,NUDCD3,,QPCTL,FMO6P,,TRAF3,,CHCHD1,,,,,,,,,,,,,,
LCMT2,CD48,RPL21P75,IGF2BP2,ANXA2P2,,C6orf226,,TSG101,GHRH,,REN,,PSMA6,,,,,,,,,,,,,,
CLRN1,OR52M1,RPL21P80,SLC30A5,PSMD12,,BCS1L,,DDX20,SLC18A3,,ZNF253,,GET1,,,,,,,,,,,,,,
SF3B6,FSHR,RPL21P93,FLNB,CHRNA5,,PCBD1,,ARL6IP4,SAMD12,,GON7,,DYRK1A,,,,,,,,,,,,,,
ADCY10,SPO11,RPL21P97,TENM3,RAB21,,RPL13,,LAMTOR5,SNORD54,,ROBO2,,SRSF5,,,,,,,,,,,,,,
STAM,H4C16,SNORA27,SLC20A2,WDR45B,,NIT1,,SUV39H1,HERPUD2,,FCAMR,,PYURF,,,,,,,,,,,,,,
HUWE1,SLAMF6,TMEM254-AS1,MFAP5,SUPT5H,,NDUFV1,,PAGR1,ATL1,,TXLNA,,C14orf119,,,,,,,,,,,,,,
OR52N2,TMEM150C,PGLYRP2,ZNF662,ABRAXAS2,,TOMM6,,CHERP,TOMM40L,,ZNF865,,MRPS14,,,,,,,,,,,,,,
MINDY2,NCOA2,FAM53B-AS1,PLAT,HMG20A,,,,SGTA,SUMF2,,THAP4,,MFSD8,,,,,,,,,,,,,,
WDR3,MEDAG,SAXO3,RARB,G3BP2,,,,CAPN15,TCEAL2,,TTC3,,DDRGK1,,,,,,,,,,,,,,
DPP9,SCN2A,FSTL4,C6,TMEM69,,,,DPP7,FAM209B,,RLIM,,MATR3,,,,,,,,,,,,,,
CAPG,OPHN1,PDE6B-AS1,CD248,C2orf69,,,,ERI3,RAB2A,,ZBTB8A,,ATP5ME,,,,,,,,,,,,,,
SLC25A1,OR6C1,CPNE9,SORL1,ZNF672,,,,PABPC4,GALNT11,,NHLRC3,,SMIM30,,,,,,,,,,,,,,
LATS2,SLC27A3,NR1H4,FBXL3,NHSL1,,,,MED1,TIMMDC1,,ZNF639,,NME1,,,,,,,,,,,,,,
EDC4,TCF19,DOCK8-AS1,NFASC,SIAH2,,,,NAPG,RHOXF1,,TTC39A,,MSMO1,,,,,,,,,,,,,,
RAPH1,CATIP,RPL15P14,PSG4,PSMC6,,,,GTPBP3,BHLHA15,,AIMP1,,CD164,,,,,,,,,,,,,,
ALKBH2,GOLT1A,RPL15P2,LRRN4,MOAP1,,,,LYPLA2,ERBIN,,CENPO,,PITRM1,,,,,,,,,,,,,,
ITPK1,ZPBP2,RPL15P3,FGF2,RWDD3,,,,PI4K2A,DIP2A,,MCM6,,CIB2,,,,,,,,,,,,,,
POLR2J3,KLK5,RPL15P7,SLC45A2,GOLGA5,,,,ZFAND5,DDX56,,FBF1,,DMAP1,,,,,,,,,,,,,,
CCNQ,OR2G3,SLC14A2-AS1,HOMER2,KLHDC2,,,,MBP,NTN3,,MFSD4B,,EIPR1,,,,,,,,,,,,,,
TSPYL6,EML6,COMMD1,MEX3C,ZNF620,,,,UBE2O,OR1E2,,TMEM234,,TMEM267,,,,,,,,,,,,,,
TRMT112,PCDHA12,ANO7L1,TBC1D31,NRBF2,,,,SDAD1,HSFX2,,CENPI,,SUCLG1,,,,,,,,,,,,,,
MON1B,OR1C1,HMGN2P17,TFAP2E,ZNF839,,,,APH1A,NDUFA4,,VPS33A,,FIG4,,,,,,,,,,,,,,
ATIC,KRT16,HMGN2P41,SNN,CHST12,,,,EIF3B,DRC3,,FABP6,,RABGGTA,,,,,,,,,,,,,,
CLPTM1L,POTEE,HMGN2P5,TJP2,MICAL1,,,,CLN3,AGBL2,,PBK,,HIKESHI,,,,,,,,,,,,,,
MCM8,SMAD1,HMGN2P6,RBPMS2,TMEM128,,,,DDX42,BCL2L14,,MAPK10,,SNHG16,,,,,,,,,,,,,,
NRROS,GSDMC,HMGN2P7,PMP22,DNAJB14,,,,TONSL,DNTT,,FGF1,,SAAL1,,,,,,,,,,,,,,
EOMES,DEPDC1,DNAJB13,PTPN21,DGKQ,,,,NANS,SLC12A2-DT,,SNORD18B,,ARL3,,,,,,,,,,,,,,
KRT3,CLPSL2,RPLP1,MIR548I4,EIF4G2,,,,TAOK2,CRNN,,SYT5,,FBXO25,,,,,,,,,,,,,,
IRX1,MTMR7,MEGF11,CTSS,MAP4K3,,,,ZKSCAN2,CHCHD3,,NR4A1,,IFT43,,,,,,,,,,,,,,
FAM114A2,MSL3B,FITM1,ERAS,CPEB2,,,,ATP13A2,ATP6V1F,,ZNF749,,CST7,,,,,,,,,,,,,,
HIC2,AMPH,TMEM102,PDCD2,P2RX5,,,,TGFBRAP1,MALSU1,,DCAF4L2,,CLCN3,,,,,,,,,,,,,,
KLK14,GOLGA6A,DMRTA1,CCDC107,KDELR1,,,,OXSM,SLC51B,,TMEM53,,TMEM141,,,,,,,,,,,,,,
SLC35C2,OR5T1,LEFTY2,DSCR10,CNIH1,,,,RNF34,TMEM248,,ANKRD27,,COQ2,,,,,,,,,,,,,,
F8A1,GYPB,ADRA1A,SH3RF3,MNAT1,,,,MRPL41,FMNL1,,ZNF71,,BUB3,,,,,,,,,,,,,,
GRB14,OR2G6,GOLGA2P5,ZNF816,WDHD1,,,,ZNF282,PSMD2,,ARHGAP10,,EIF2S1,,,,,,,,,,,,,,
MOSPD3,SLC38A8,IMPG2,ALCAM,THAP9,,,,DCTN5,SDK1,,SPINT1,,GFER,,,,,,,,,,,,,,
INTS5,S100A7L2,ZNF169,ZNF333,MILIP,,,,MBD3,FLT3,,FAM149B1,,SIRT3,,,,,,,,,,,,,,
ZNF76,LINC01838,SHD,ITGA2,NUBPL,,,,RUNX3,COX4I2,,TMEM186,,FGD5-AS1,,,,,,,,,,,,,,
FGF6,ENO4,PROC,DNAI4,ZC3H14,,,,DCAF7,RPL32,,GPR171,,ZCRB1,,,,,,,,,,,,,,
CLNK,EDDM3B,ZFAND6P1,RNF19A,ESCO1,,,,GPR143,LINC01191,,MRPL37,,SEC24B,,,,,,,,,,,,,,
ZNF624,EIF3IP1,HMGB1P6,LINC03006,CLBA1,,,,MRPL28,CARD9,,HINT3,,PSMD8,,,,,,,,,,,,,,
TMEM177,HTR5A,HTR6,CLDN20,KRT10-AS1,,,,KLF6,CPO,,SRRT,,UQCC3,,,,,,,,,,,,,,
RHOG,AFG3L2,SSR4,KCNH8,RNF4,,,,DVL2,DUSP23,,BACE2,,RWDD4,,,,,,,,,,,,,,
USP5,LINC01085,GCKR,DNASE1L3,AGFG1,,,,PRMT2,GET4,,THAP8,,EIF4E2,,,,,,,,,,,,,,
IFITM4P,HIPK4,LINC02934,NOA1,GOLGA1,,,,CISD2,PSME2,,AIDA,,METTL18,,,,,,,,,,,,,,
SIGIRR,LRRC42,ATP5MC2,MIR1271,PROSER3,,,,AVPI1,C2orf81,,CINP,,RAB11A,,,,,,,,,,,,,,
TNPO1,LYZL1,ADAMTSL2,ULK1,PPP3CB,,,,RRAGC,RIMBP3,,ENTREP3,,ECH1,,,,,,,,,,,,,,
FAM89A,LINC00518,LMAN1L,NCEH1,MAEA,,,,CLPTM1,NKAPP1,,CDC14A,,GALNT1,,,,,,,,,,,,,,
IL4I1,PADI3,TSPAN1,CCR7,SLC25A39,,,,PSMD3,PRSS1,,SCN8A,,NFKBIB,,,,,,,,,,,,,,
ZNHIT2,A2ML1,HMGN2P3,ELOVL5,PPP2R2D,,,,DHX57,CASP5,,MYH10,,SEC11C,,,,,,,,,,,,,,
PCDHAC2,FBXW12,RPS27AP16,RCN3,DYNC2LI1,,,,LIG1,UCN3,,MCTS1,,CENPX,,,,,,,,,,,,,,
C11orf24,CACNG4,HID1,IL2RB,TEAD1,,,,ZNF500,MIP,,NF2,,MED6,,,,,,,,,,,,,,
TTLL1,C22orf46P,ICOSLG,STRADB,CHST9,,,,SCAND1,TUBGCP5,,UBIAD1,,BCAT2,,,,,,,,,,,,,,
FKBP8,CSPG5,RPLP2,DMD,ERBB2,,,,RRAGD,GAPDH,,KCNAB2,,MPND,,,,,,,,,,,,,,
FUOM,NR2E3,MYL3,ABLIM1,PLCD3,,,,BAP1,PRELID2,,FAM133A,,ACTR10,,,,,,,,,,,,,,
CRNDE,IL36RN,CELA2B,SNORA11D,SERP1,,,,PRCC,GOT1L1,,CAMK1,,NAA30,,,,,,,,,,,,,,
ZNF609,LDHAL6B,NLRP10,SEC63,CTLA4,,,,ALKBH4,IL1RL1,,MTRFR,,MAP3K10,,,,,,,,,,,,,,
NAT14,UNC5D,TMOD4,RBP4,OAT,,,,EXOSC1,SNORA62,,C3orf33,,BRF1,,,,,,,,,,,,,,
C12orf57,OR4C12,LINC01333,ITGA4,PDE4DIP,,,,RIC8B,CALHM4,,C1D,,RNASEH2A,,,,,,,,,,,,,,
DUSP14,PRIMA1,P2RX1,CILP,ZNF784,,,,FBXO22,THEM4,,METTL6,,EDF1,,,,,,,,,,,,,,
ZNF384,OR2T10,LNCARSR,MAL2,HELQ,,,,HERC5,ACRBP,,CCDC163,,BTBD1,,,,,,,,,,,,,,
CALN1,C3orf62,NEK8,SLC35F1,MED25,,,,ASPSCR1,CTSG,,UCHL5,,SRP68,,,,,,,,,,,,,,
HDHD5,WNT8A,RPL39P3,ARHGEF35,ARF6,,,,PHF23,,,CDC42,,PGAM1,,,,,,,,,,,,,,
RUBCN,LINC02910,SNORA69,RBP5,DHX32,,,,SIRT6,,,PSMC3,,FKBP3,,,,,,,,,,,,,,
OCRL,FRG1JP,CFAP184,PIK3R4,EAPP,,,,KIF3C,,,IPO7,,ERI2,,,,,,,,,,,,,,
OR2B2,FOXR2,ARHGAP26-AS1,LOC730668,RAMAC,,,,KCTD13,,,LARS2,,CCDC59,,,,,,,,,,,,,,
ACTRT1,LINC02694,INSL3,LPCAT2,PNMA1,,,,ASXL1,,,GDPGP1,,HYKK,,,,,,,,,,,,,,
TAMALIN,LOC154449,SOD1,NAALAD2,OPTN,,,,CHCHD6,,,FER,,RUVBL2,,,,,,,,,,,,,,
AVPR2,PRDM11,STH,PNLIPRP2,STARD3,,,,MAP2K7,,,GTPBP10,,ZNF410,,,,,,,,,,,,,,
DGUOK,CD82,MPPED1,ALPI,FZR1,,,,AKR7A2,,,TOGARAM1,,DNAJC19,,,,,,,,,,,,,,
ZNFX1,POLR3G,TMIE,MAN1A1,PIP4K2B,,,,NICOL1,,,ZBTB49,,IMPACT,,,,,,,,,,,,,,
NICN1,PRRG3,C5orf15,CRIP1,PFN2,,,,FASN,,,SYNJ1,,EBP,,,,,,,,,,,,,,
NUP214,CABS1,FTCD,SEMA3G,POU2F2,,,,ARSG,,,WDFY4,,MTPAP,,,,,,,,,,,,,,
EMC6,SERPINB3,FIBCD1,ABLIM3,HEXA-AS1,,,,GMPS,,,PBRM1,,SNRPD2,,,,,,,,,,,,,,
IL24,RPLP0P2,KCNQ2,,COPS4,,,,LCOR,,,,,NDUFAF8,,,,,,,,,,,,,,
B4GALT3,LPAR3,SF1-DT,,VRK1,,,,CTBP2,,,,,PDHB,,,,,,,,,,,,,,
LY6E,SPOCK2,ACOXL,,LINC00662,,,,POLR3K,,,,,SCRN2,,,,,,,,,,,,,,
ABCF3,CAPNS2,RAX2,,VAT1,,,,MGRN1,,,,,SGK1,,,,,,,,,,,,,,
GIGYF2,MMP28,MIR3147HG,,EPHA5,,,,LONP1,,,,,PRDX4,,,,,,,,,,,,,,
FGF19,AKR1B15,KLRG1,,MARK3,,,,PSME3,,,,,LMBRD1,,,,,,,,,,,,,,
GANC,BOLL,PVALB,,LINC00589,,,,ADPRM,,,,,AKAP8,,,,,,,,,,,,,,
DNPEP,DHRS9,TMBIM4,,TRAPPC11,,,,RNF115,,,,,TBC1D23,,,,,,,,,,,,,,
XPO6,ALOX12P2,LINC02478,,TLE6,,,,FUZ,,,,,RPF2,,,,,,,,,,,,,,
AMBRA1,CYP4Z2P,KIR2DS4,,EGLN1,,,,COX5A,,,,,CCDC47,,,,,,,,,,,,,,
ARHGEF11,HYDIN,RNASE2CP,,MRPS30,,,,TMUB2,,,,,EPS15,,,,,,,,,,,,,,
TOP3A,RDH12,TRAV5,,PSEN1,,,,TACO1,,,,,ALG14,,,,,,,,,,,,,,
BAG6,PRDM9,RPL27,,SENP8,,,,EIF2AK2,,,,,C14orf93,,,,,,,,,,,,,,
OR9A4,KLRC1,CCNT2-AS1,,ZNF799,,,,RNF123,,,,,EEF2KMT,,,,,,,,,,,,,,
STRN,ZNF182,AMHR2,,YY1,,,,IFIT5,,,,,ILVBL,,,,,,,,,,,,,,
FGD1,RTL1,SBDS,,PRPF18,,,,ADO,,,,,ATP5IF1,,,,,,,,,,,,,,
LDLRAD1,ATOH8,SBDSP1,,DTX1,,,,UBXN2A,,,,,GOSR2,,,,,,,,,,,,,,
FANCB,CELF4,RPL3P4,,METTL14,,,,GGA3,,,,,GOLPH3L,,,,,,,,,,,,,,
RPUSD2,GFRAL,CXorf58,,PARP2,,,,ORAI3,,,,,METTL25,,,,,,,,,,,,,,
CCT7,FBXO7,PLD4,,PRMT9,,,,SNX17,,,,,COMMD4,,,,,,,,,,,,,,
G6PD,FOXR1,ENO1-AS1,,CDCA4,,,,H1-10,,,,,PCNP,,,,,,,,,,,,,,
SNX30,KPRP,FRMPD3,,CCNB2,,,,SYF2,,,,,MAPK1IP1L,,,,,,,,,,,,,,
HMCES,LINC02872,KCNK4-CATSPERZ,,TRAPPC6B,,,,MRPS33,,,,,CHURC1,,,,,,,,,,,,,,
MRPL23,OTUD6A,PDCD6P1,,RAF1,,,,STK11,,,,,BORCS7,,,,,,,,,,,,,,
ZNF764,INO80C,NPB,,HSP90AA1,,,,USP13,,,,,PGP,,,,,,,,,,,,,,
KBTBD2,TRHDE-AS1,PEBP1P2,,GNAI3,,,,NOX4,,,,,PAPOLA,,,,,,,,,,,,,,
ZBTB9,MARCHF4,UBE4A,,CHAF1B,,,,PPHLN1,,,,,JKAMP,,,,,,,,,,,,,,
SSTR2,PANX3,IRAG1-AS1,,LYSET,,,,CDIPT,,,,,KLHDC9,,,,,,,,,,,,,,
ZNF407,DNAAF8,RPL10P16,,GAK,,,,RAVER2,,,,,SLC25A19,,,,,,,,,,,,,,
CTU1,COL6A4P2,RPL10P9,,LRR1,,,,CYB5B,,,,,SLC26A1,,,,,,,,,,,,,,
AKAP1,LRRIQ3,RPN2,,MAP2K5,,,,POLD1,,,,,RNF25,,,,,,,,,,,,,,
NKRF,PRSS16,CRYBB1,,SLC16A7,,,,KAT7,,,,,ABCB8,,,,,,,,,,,,,,
CD81,MFAP3L,RPL10A,,ZNF17,,,,SUPT16H,,,,,YWHAE,,,,,,,,,,,,,,
PEF1,GNG13,RPL10AP6,,RAB18,,,,SERBP1,,,,,PDZD11,,,,,,,,,,,,,,
TRIM32,LHX4,SNORD83A,,KC6,,,,AMZ2,,,,,WDR48,,,,,,,,,,,,,,
KRT36,CCNYL1,YPEL5,,KLHL28,,,,ATP6V0A1,,,,,MMAB,,,,,,,,,,,,,,
PDPR,MRAP2,EEF1G,,XRCC3,,,,PIGQ,,,,,TMCO1,,,,,,,,,,,,,,
PHF1,F2RL2,MIR3654,,MED29,,,,SMPD2,,,,,TM9SF1,,,,,,,,,,,,,,
MAD2L2,KAT2B,PLD5,,SGSH,,,,AHCYL1,,,,,TRIT1,,,,,,,,,,,,,,
SLC15A4,KRTAP2-1,UBB,,CDC42BPB,,,,HELZ,,,,,PGAM5,,,,,,,,,,,,,,
DHRS11,SMG1P2,RPLP0P9,,BCDIN3D,,,,HIF1AN,,,,,ARV1,,,,,,,,,,,,,,
JADE2,EFNA2,FOXS1,,PSMA4,,,,MRPL20,,,,,LYRM2,,,,,,,,,,,,,,
TMUB1,DLX2,RPL3P7,,PRKCB,,,,WBP2,,,,,RIMOC1,,,,,,,,,,,,,,
SLC7A1,ARPP21,GPR25,,DDX52,,,,USP32,,,,,RTCB,,,,,,,,,,,,,,
CHM,ZAR1L,ANKRD53,,TRPM1,,,,USP48,,,,,ATG14,,,,,,,,,,,,,,
PHETA2,OR10Z1,SSR2,,OGFOD3,,,,SNX27,,,,,RPS27L,,,,,,,,,,,,,,
MNT,ZNF19,RBKS,,RAB12,,,,TMEM104,,,,,CHMP2B,,,,,,,,,,,,,,
AAAS,OR4N2,RPL14P1,,ADGRL4,,,,MRPL4,,,,,PSMA3,,,,,,,,,,,,,,
RNF20,PRKCQ,EIF3K,,YTHDC1,,,,DDA1,,,,,ZDHHC6,,,,,,,,,,,,,,
TAF6,H2BC13,S100A5,,ETFA,,,,NUDT19,,,,,SIVA1,,,,,,,,,,,,,,
ZBED4,C16orf96,KLF17,,CD22,,,,STRN4,,,,,GNPTG,,,,,,,,,,,,,,
CHST14,LINC02740,GLYAT,,PRDX3,,,,ZNF358,,,,,KIAA1143,,,,,,,,,,,,,,
CDK4,CLCA2,SEC61G-DT,,HECTD3,,,,SUV39H2,,,,,GCAT,,,,,,,,,,,,,,
ENOX2,ZFP62,DMRT1,,MIGA1,,,,MAP1S,,,,,GPATCH1,,,,,,,,,,,,,,
BCOR,C5AR2,RPL13P12,,GOSR1,,,,NEDD4L,,,,,METTL23,,,,,,,,,,,,,,
TPP1,ASTN2-AS1,FAU,,AP3D1,,,,CCDC97,,,,,TADA2B,,,,,,,,,,,,,,
TRIM4,ACTBL2,TKTL2,,UEVLD,,,,HPS6,,,,,SVIP,,,,,,,,,,,,,,
GNAI2,SANBR,NKX6-3,,LIN52,,,,CHMP1B,,,,,HEXIM2,,,,,,,,,,,,,,
OR5M11,PSG2,ARMC2,,RTCA,,,,UBL4A,,,,,COA8,,,,,,,,,,,,,,
EMG1,KASH5,DNM1P51,,ECD,,,,MTX2,,,,,DCAF8,,,,,,,,,,,,,,
SERPINA10,DEFB128,TMSB10,,SNORD97,,,,TMEM120A,,,,,UROS,,,,,,,,,,,,,,
GMCL1,CCT8L2,MRPL9,,MSL1,,,,GTF3C5,,,,,NDUFB8,,,,,,,,,,,,,,
RNF130,STXBP6,KDF1,,SETD3,,,,IQGAP1,,,,,GATB,,,,,,,,,,,,,,
NAA60,LRCH4,SNORD68,,EAF1,,,,C10orf90,,,,,BECN1,,,,,,,,,,,,,,
RPRD2,PCDHAC1,GATD3,,HAUS3,,,,ZER1,,,,,CTSH,,,,,,,,,,,,,,
C15orf39,HCG4B,NUP107-DT,,ZNF543,,,,PALB2,,,,,CD2BP2,,,,,,,,,,,,,,
CTU2,TAS2R31,NME2,,HROB,,,,NFATC2IP,,,,,HSPA14,,,,,,,,,,,,,,
SLC38A7,SKIL,ZNF683,,MAPKAPK5,,,,USP14,,,,,LANCL1,,,,,,,,,,,,,,
DDX18,NPPB,ALPP,,ALG10,,,,ZNF324,,,,,PPIE,,,,,,,,,,,,,,
TRAPPC9,IFT27,TMEM275,,PDK2,,,,GTF2H5,,,,,NPRL2,,,,,,,,,,,,,,
FUCA1,PABPN1L,RPL5P34,,WASHC4,,,,KATNB1,,,,,ZBTB45,,,,,,,,,,,,,,
MLEC,ASB12,PLSCR2,,TBC1D2B,,,,DTYMK,,,,,FAM98C,,,,,,,,,,,,,,
SOX13,SPRR2A,COX7A2L,,CA8,,,,CC2D1B,,,,,USP30,,,,,,,,,,,,,,
STAT2,DUOXA1,RPS27,,DNAJC9,,,,HACE1,,,,,PSMB5,,,,,,,,,,,,,,
SLC6A15,PLA2G4F,RPS27P3,,MRPL45,,,,TSEN54,,,,,CMPK1,,,,,,,,,,,,,,
EHD4,TBX6,RPS27P4,,CCDC174,,,,AEN,,,,,PET100,,,,,,,,,,,,,,
ZBTB3,APBA1,RPS27P8,,FBXO8,,,,DAZAP1,,,,,HNRNPC,,,,,,,,,,,,,,
TFAP4,TCFL5,SPIC,,RER1,,,,SPHK2,,,,,SEC23A,,,,,,,,,,,,,,
TMEM207,AKAP14,EIF3L,,PPP4R3A,,,,STX10,,,,,RHNO1,,,,,,,,,,,,,,
SEPHS2,CACNA1S,RPS3AP47,,TM4SF1,,,,ALKBH6,,,,,MSTO1,,,,,,,,,,,,,,
MAFF,ACOT11,H1-5,,DBR1,,,,NCKAP5L,,,,,MSTO2P,,,,,,,,,,,,,,
TXNRD2,CCDC168,NXF1,,ZNF697,,,,C1orf122,,,,,MRPS35,,,,,,,,,,,,,,
BMF,RBMY1A3P,RPL36A,,IP6K1,,,,DCLRE1A,,,,,MAPK8,,,,,,,,,,,,,,
HK2,ADAMTS2,RPL36A-HNRNPH2,,MYO9A,,,,FAM193A,,,,,SWSAP1,,,,,,,,,,,,,,
YTHDF1,PMCHL1,RPL36AP37,,KIF23,,,,SNRPD1,,,,,NR1H2,,,,,,,,,,,,,,
RFWD3,CFC1,PPP2R3B,,CCSER2,,,,SRSF7,,,,,MRPS34,,,,,,,,,,,,,,
GYPC,NFATC4,RPS14,,SMARCE1,,,,SPEN-AS1,,,,,TMEM242,,,,,,,,,,,,,,
SOX30,TFAMP1,FBL,,MAX,,,,CBX4,,,,,LBHD1,,,,,,,,,,,,,,
NT5C3A,PCDHGB8P,PRAMEF12,,ERP29,,,,SUDS3,,,,,RAB4A,,,,,,,,,,,,,,
PCDHA6,CLEC7A,NDUFA2,,ZBTB25,,,,CSTF2T,,,,,TIMM13,,,,,,,,,,,,,,
PVT1,MUC12,OXNAD1,,LETM1,,,,ZNF142,,,,,GADD45GIP1,,,,,,,,,,,,,,
CERS2,TPSD1,SNORD33,,GLRX5,,,,METTL2A,,,,,LYPD8,,,,,,,,,,,,,,
FAM168B,SPRR2C,NPM1P6,,STAP1,,,,GTF2A2,,,,,GIHCG,,,,,,,,,,,,,,
P2RX4,DLX4,NPM1P7,,GUSBP5,,,,MRPS11,,,,,UBE2Q2,,,,,,,,,,,,,,
ILRUN,PDE10A,SLC22A7,,TMEM156,,,,TFAM,,,,,CNOT6L,,,,,,,,,,,,,,
WFS1,SKINT1L,ODAD3,,VPS26A,,,,UNC45A,,,,,TIPRL,,,,,,,,,,,,,,
KANK1,MAGEB16,MRPS24,,THAP6,,,,POMGNT2,,,,,ZNF584,,,,,,,,,,,,,,
CDIN1,PDZRN4,URGCP-MRPS24,,MRPL10,,,,SLC25A33,,,,,TMEM41B,,,,,,,,,,,,,,
MAML1,SCAND3,TBCA,,C14orf28,,,,CHST10,,,,,L2HGDH,,,,,,,,,,,,,,
TREM2,CLGN,LINC01023,,OCIAD1,,,,DHX8,,,,,RBM45,,,,,,,,,,,,,,
MFSD12,SLC5A7,ATP5MG,,STX7,,,,DSN1,,,,,MED19,,,,,,,,,,,,,,
TXN,NEUROD1,RPS26P15,,HERC4,,,,DARS1,,,,,SHOC2,,,,,,,,,,,,,,
MXI1,PPP4R3C,RPS26P28,,PCNX4,,,,MRPL17,,,,,DNM1P35,,,,,,,,,,,,,,
RAPGEF1,TAF5L,RPS26P3,,TCEAL4,,,,SORT1,,,,,MRPL16,,,,,,,,,,,,,,
UBAP2L,FGFBP1,RPS26P47,,C3orf38,,,,ZNF444,,,,,KMT2B,,,,,,,,,,,,,,
GNG4,PCDHGA4,RPS26P58,,GPBP1L1,,,,WASF2,,,,,MAP3K7,,,,,,,,,,,,,,
SLC19A1,TNS1,RPS26P6,,MMS19,,,,DNAJA3,,,,,ZNF446,,,,,,,,,,,,,,
SDS,ZFAT-AS1,RPS26P8,,DLST,,,,SFXN2,,,,,PDE6G,,,,,,,,,,,,,,
PYCR1,GDAP1,RPL9,,LARP7,,,,SMAD2,,,,,NOSIP,,,,,,,,,,,,,,
ZDHHC18,LCE6A,RPL9P7,,DR1,,,,GINS1,,,,,MRPL54,,,,,,,,,,,,,,
TMEM198,OR10G8,SUSD3,,ZC3H12D,,,,GPATCH11,,,,,TMEM126A,,,,,,,,,,,,,,
TMEM245,SRARP,LILRP2,,CDK17,,,,GGPS1,,,,,GTF2H1,,,,,,,,,,,,,,
EXOSC4,IL12RB2,ABCF2-H2BK1,,EDC3,,,,PFKL,,,,,DDX49,,,,,,,,,,,,,,
MYO9B,FAM90A25P,PADI4,,MANSC4,,,,QPCT,,,,,ZNF2,,,,,,,,,,,,,,
CRTC2,H3C10,C2CD4B,,ZRANB2-DT,,,,ATAD3A,,,,,XRCC5,,,,,,,,,,,,,,
TTC38,ADGB,PRKCZ-AS1,,GSK3A,,,,RUVBL1,,,,,ZNF564,,,,,,,,,,,,,,
MARS2,KIF2C,FAM110D,,SLC66A1,,,,ZMYM4,,,,,FAM200A,,,,,,,,,,,,,,
BCAP31,LYNX1,NKX2-5,,SMNDC1,,,,CAD,,,,,NOPCHAP1,,,,,,,,,,,,,,
AGRN,ZNF578,LINC00174,,YME1L1,,,,FKRP,,,,,MRPL34,,,,,,,,,,,,,,
XIRP1,ASAH2,LINC01917,,RPP14,,,,SDHB,,,,,TARS1,,,,,,,,,,,,,,
LINC02275,LRRC37A6P,HSD17B10,,HNRNPL,,,,MYO1D,,,,,OSCP1,,,,,,,,,,,,,,
PSMB2,KRT73,CTNNBL1,,TMED2,,,,POLL,,,,,DDX5,,,,,,,,,,,,,,
MEIG1,OOEP,ACO2P1,,NAA15,,,,EIF1,,,,,FAAP20,,,,,,,,,,,,,,
MED15,HTR2C,PLXNA3,,TUBG1,,,,SF3A3,,,,,DNAJB12,,,,,,,,,,,,,,
PFDN4,SLC12A1,RPL36AP52,,CYP51A1,,,,RMI2,,,,,TMEM135,,,,,,,,,,,,,,
MACROD1,MAPT-IT1,RGS7BP,,TM4SF18,,,,RPS6KA4,,,,,FASTKD2,,,,,,,,,,,,,,
ANKRD33,LOC652276,HMGN1,,TTLL5,,,,MRPL39,,,,,TRMT1,,,,,,,,,,,,,,
PPME1,USP28,HMGN1P36,,NECAP2,,,,ANKRD40,,,,,MICU1,,,,,,,,,,,,,,
BAK1,KRT8P41,RAD21L1,,AKAP10,,,,CUEDC2,,,,,MAPK3,,,,,,,,,,,,,,
CCND1,OR51B2,RPS17,,AREL1,,,,FBXW5,,,,,SNAPIN,,,,,,,,,,,,,,
NCK2,PBOV1,UFC1,,SCO1,,,,ZNF593,,,,,ACTR8,,,,,,,,,,,,,,
TMED8,TTTY16,RPS6,,CCNK,,,,CACUL1,,,,,AP4S1,,,,,,,,,,,,,,
DCX,SKOR1,LINC00877,,FBXO42,,,,ZDHHC12,,,,,NT5C3B,,,,,,,,,,,,,,
WDR55,PODNL1,DPP3-DT,,CISD3,,,,HNRNPF,,,,,RDH11,,,,,,,,,,,,,,
ZKSCAN5,STON2,CELA2A,,RAB32,,,,MEAF6,,,,,MZF1,,,,,,,,,,,,,,
LONRF3,SLC25A35,CRHR1,,STYX,,,,ATXN7L3,,,,,NXT2,,,,,,,,,,,,,,
