,,MKNK1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DSCR9,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ANXA2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ATL2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZNF71,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COX7C,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AP2A1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OCIAD1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TIMM23,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RAB28,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NRSN1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HADHAP1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PCMT1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TCF3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SPATC1L,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPL18AP3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LINC02716,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COPZ1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COPB1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TFAP2D,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SGTB,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2CD3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SLC25A3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PTP4A1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RHEB,,,,,,,,,,,,,,,,,,,,,,,,,,
,,XRCC2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GGNBP2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COX6B1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GMPSP1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ABCC1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CD84,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SLC38A7,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UGCG,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PPP1R2B,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MYL6B,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZNF480,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PACSIN1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,H3P36,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HIGD1AP14,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CDIPT,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UHMK1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KRAS,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PHACTR4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TRAV17,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MLLT6,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VPS54,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MIR4700,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UNC119B,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KMT2A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UBE2E3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UBE2E4P,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TIMM44,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SLC33A1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UBA3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GMEB1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KANSL1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NUDT3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KXD1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SAXO5,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SEC22B,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TRAPPC10,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CKAP4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SRSF8,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NXF1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HIGD1A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SLC25A5,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ALDOA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TIMMDC1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UBTD2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SCYL2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EIF5,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ENTPD4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SCARB2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AMMECR1L,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PRCP,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DSPP,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ARMC1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LINC00937,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LRRC61,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NAA40,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2CD4B,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ASAP2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TSPAN9,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TM2D3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RFX1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CELA3A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TRIB2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ANXA7,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZRSR2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ARPIN-AP3S2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NFKB2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ARHGAP27P1-BPTFP1-KPNA2P3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KCTD20,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ANAPC13,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RSL1D1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NDUFV2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NDUFV2P1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EGR1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BECN1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PILRA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NSFL1C,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PIP4K2B,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SNX4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C17orf49,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RNASEK-C17orf49,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FLT4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OARD1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2orf69,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PSMC4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GTPBP2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NMD3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FAM117B,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ATP6V1D,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZNF664,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LCMT1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CSNK1A1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZSWIM6,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HIPK4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AREL1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ECPAS,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SFXN5,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CIAO1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DCAF15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ATP6V1E1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MZT1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EML2-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ABCB8,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HLA-DRB5,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SUFU,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CD8B2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CCT4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MIR4500HG,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LINC01647,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C16orf46-DT,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RBM33,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PLPPR3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,POLDIP2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GYG1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SLC15A4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MMP25,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RNF122,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GARRE1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PPP6R2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HSPD1P4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,POLG,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RER1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TNPO3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KMT5A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PSMB5,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZC3H11B,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZC3H11C,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RIMS4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CROCCP4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CLSTN1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ANHX,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PEAK1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CACNG8,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MNT,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DHX15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZBTB7A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TMSB4Y,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NAA50,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UBXN2A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,REPIN1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NCOA1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CDK17,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HAX1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ECHS1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DDHD1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TPP1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ERI2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TPI1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TMEM147-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UBA2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SCARF1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TOX4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SELENOH,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HDGF,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UBAP1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DIDO1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AOC4P,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MARCHF6,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RNF145,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VPS13C,,,,,,,,,,,,,,,,,,,,,,,,,,
,,POLR2G,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TOMM6,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UQCRFS1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UQCRFS1P1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LINC01148,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PURB,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TRIAP1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SNORD14D,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ELP3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UNC119,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SLC25A24,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TOB1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OR2M4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WTAP,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DIPK2A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HOMEZ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MDS2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LINC00869,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PFKM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PDE4A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LINC00559,,,,,,,,,,,,,,,,,,,,,,,,,,
,,YTHDC1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GPR199P,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FER1L4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PPP1R12C,,,,,,,,,,,,,,,,,,,,,,,,,,
,,USP6NL-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MIDEAS,,,,,,,,,,,,,,,,,,,,,,,,,,
,,REEP5,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SUPT4H1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LPCAT1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OR7E14P,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UQCRB,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FCF1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TUBB,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BANF1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KYAT3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RAB12,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OLA1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CDC42EP2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LINC03020,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GPD2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CHORDC1P4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PPHLN1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RBSN,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ASB7,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TBCCD1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C17orf58,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VMP1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DVL2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LILRA6,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LILRB3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SAP30,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MZF1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SMIM15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RAB2A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FOXJ3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ARMC10,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ARMC10P1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C2CD4C,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MVP-DT,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GNB4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ACTR10,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CBX3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HNRNPA1P37,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MIDEAS-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NPHS1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RHOT1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CSGALNACT2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,COX5A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GATAD2B,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EIF3J,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AASDHPPT,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TMEM218,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GABARAPL3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,USP48,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ISCU,,,,,,,,,,,,,,,,,,,,,,,,,,
,,IBTK,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RAB2B,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SPACA1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NCOR1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DIMT1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FAM111A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NIFK,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MAP3K1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LINC01016,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MESD,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NOMO2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SLC10A7,,,,,,,,,,,,,,,,,,,,,,,,,,
,,AMBRA1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RASA3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RAD52,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KDM5A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HEXB,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WDR33,,,,,,,,,,,,,,,,,,,,,,,,,,
,,USP34,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DCAF7,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HTATSF1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NUP107,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SNW1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TMEM123,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PPP2R5A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NEPRO,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CAMK2D,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SPIN1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPS6KC1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DGCR2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PEDS1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPS26,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPS26P15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPS26P28,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPS26P3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPS26P47,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPS26P58,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPS26P6,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPS26P8,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FUNDC2P1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SGPL1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RSU1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TDH-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NACC2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FAM133B,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FAM133CP,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FAM133DP,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NDUFAF7,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MAP4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CAMK2A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPS15A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CTDSPL2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TSN,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MOB3A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NGB,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HMG20A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SERINC5,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UFM1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LTA4H,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HDHD2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ATG16L1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CTPS2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SUPV3L1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ARID1B,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BUD23,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WDR83OS,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RNF169,,,,,,,,,,,,,,,,,,,,,,,,,,
,,STK38,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FNTA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ARIH1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NBPF14,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ARL6IP6,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RABGAP1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LINC01949,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MROH7-TTC4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PDIA4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HIPK1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LRRFIP1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OSBPL11,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MRPL49,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LARP4B,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FAM8A1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,VPS33A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,NUMB,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C9orf78,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZNF248,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OR5H1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OR5H15,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PUS10,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TAF1D,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TRIM3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RHBDD1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,HMX1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZNF747,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SERAC1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GGCT,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TBC1D14,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CNOT3,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LINC02318,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DCP1A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RPUSD4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RRAGA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CDC16,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RBBP7,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ILK,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FANCF,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZNF236-DT,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ABCA1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,KIF1B,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FOXK2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PBXIP1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,RILPL2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PRKACA,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ADO,,,,,,,,,,,,,,,,,,,,,,,,,,
,,XPOT,,,,,,,,,,,,,,,,,,,,,,,,,,
,,TNFRSF10B-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZNF252P,,,,,,,,,,,,,,,,,,,,,,,,,,
,,EXOSC8,,,,,,,,,,,,,,,,,,,,,,,,,,
,,OXA1L-DT,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CPNE7,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GRIN2C,,,,,,,,,,,,,,,,,,,,,,,,,,
,,C11orf54,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SNORD23,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ZNF746,,,,,,,,,,,,,,,,,,,,,,,,,,
,,BUD31,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ABRACL,,,,,,,,,,,,,,,,,,,,,,,,,,
,,INGX,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LENG8,,,,,,,,,,,,,,,,,,,,,,,,,,
,,GUCD1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LRRC4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UBXN4,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SENP2,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WDR26,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UBAP2L,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ASAP1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,UBA1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MRPS24,,,,,,,,,,,,,,,,,,,,,,,,,,
,,URGCP-MRPS24,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WNT6,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PIK3AP1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,DCTPP1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PWWP3A,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SUN1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MANF,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MIS12,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CREBZF,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ADIPOR1,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LILRB4,,,,,,,,,,,,,,,,,,,,,,,,,,
