GSE91061,GSE61992,GSE91061|GSE61992
VPS54,,
CDYL,,
NUP85,,
CLDN12,,
EXO5,,
ZFP3,,
MPRIP,,
LIN7A,,
HMGB2,,
JOSD1,,
METTL2B,,
TASP1,,
ZNF182,,
STAG2,,
PWP1,,
RNF138,,
ADSL,,
SMG8,,
B3GALT6,,
NOTCH2,,
TMEM178B,,
IFRD1,,
RBM5,,
ZBTB1,,
PHIP,,
RP9P,,
PIMREG,,
IQCB1,,
FRG1,,
TMEM104,,
MON2,,
RNF34,,
TRAK1,,
UGGT2,,
RFPL1S,,
DDX56,,
WAPL,,
ZNF275,,
CDCA7L,,
UNC79,,
CHD1,,
PPM1H,,
KRBOX5,,
ZNF284,,
UBFD1,,
CRAT,,
HYOU1,,
CNTROB,,
CDH8,,
PRPF38A,,
MMP19,,
PURB,,
MSH5-SAPCD1,,
PMS2P5,,
MAPK8IP1,,
KCNRG,,
SNORA5C,,
ABCC1,,
SDAD1,,
HK2,,
ZNF281,,
IGF1R,,
SUDS3,,
LAMTOR5-AS1,,
NPPA,,
MIR130B,,
MED4,,
CREB3L4,,
ZNF134,,
IL17RD,,
ELAVL3,,
MTMR7,,
NABP2,,
ACTR3B,,
GNB3,,
PRAME,,
GCC1,,
PELI2,,
B4GALNT1,,
ARHGAP11B,,
GPR137C,,
LSM5,,
ZNF592,,
FBXW8,,
HEATR5B,,
HNRNPDL,,
SRSF10,,
CAB39,,
DRD1,,
CNIH2,,
CDKAL1,,
MORC2,,
PAOX,,
HMGCL,,
ADAMTS4,,
HSD3BP4,,
MTRFR,,
CACNG1,,
PTP4A2,,
TUBGCP3,,
SNORA70,,
LDB1,,
KCMF1,,
ZNF317,,
CHST7,,
CMTM1,,
KLHL42,,
DIS3L2,,
H3-3B,,
ABCF2,,
MAPK1,,
ARHGEF6,,
CDK5,,
PLAT,,
ZNF547,,
CSRP3,,
SEC24B,,
POLR1A,,
TPR,,
R3HDM1,,
SEMA3G,,
BLM,,
GABPB1-IT1,,
EMILIN3,,
ZNF611,,
BNIP2,,
UCP3,,
PTMA,,
SUPV3L1,,
MAGOH,,
PHETA1,,
GET4,,
TNRC6B,,
TTC9B,,
ZC3H11A,,
GTPBP1,,
CNR1,,
LINC03124,,
PRPF3,,
PTPN11,,
TMEM128,,
FLVCR1,,
IPO9,,
MYLIP,,
ZKSCAN3,,
MFSD11,,
BRD4,,
XPR1,,
IWS1,,
DNAJB6,,
PIM3,,
FOXK1,,
LINC00652,,
ROCK2,,
B4GALNT4,,
PPP1R10,,
CMTM5,,
APBA2,,
BOLA3-DT,,
ZNF22,,
KMT5A,,
EXOC4,,
ZC3HC1,,
ADNP,,
HARS2,,
ZNF226,,
CENPC,,
CXCR4,,
GTF3C3,,
STK35,,
DCAF12,,
HERC4,,
HNRNPR,,
MCMBP,,
CROCCP3,,
ODC1,,
C2CD5,,
INAVA,,
MCHR1,,
INTS2,,
LRRC23,,
ZNF419,,
EPS15L1,,
EGR2,,
ZNF786,,
CHRND,,
ZNF224,,
SKAP2,,
ANK1,,
NPEPPS,,
TBL1XR1,,
LOC100289561,,
NUCB1,,
SEC24C,,
LOC729683,,
SPTB,,
ATCAY,,
ZNF131,,
PCDHGA5,,
MTERF4,,
DENND4B,,
TMEM108,,
GRB10,,
AREL1,,
PTK7,,
CYTH3,,
MEIS2,,
AGPAT4,,
ZNF502,,
POLR3F,,
NAA40,,
HERC2P9,,
SSR1,,
NEDD9,,
ATRX,,
AP3M1,,
ANKMY2,,
TMEM167A,,
MSL2,,
EIF4H,,
DHX40,,
BYSL,,
ZNF142,,
SOCS4,,
MEX3D,,
NCAM1,,
RPL13P5,,
WDR45B,,
PDS5A,,
INTS9,,
VPS52,,
RCBTB1,,
CACNA1C-AS1,,
SRF,,
TM6SF1,,
COTL1,,
SMPD4,,
GABRD,,
SLC35B4,,
VAPA,,
HCFC1,,
DENR,,
EIF2B1,,
STARD9,,
MAP4K4,,
TANC2,,
PARG,,
TBK1,,
TNRC18,,
TPTE2P1,,
ANKRD52,,
ALG10,,
TTL,,
XRCC2,,
AKAP8L,,
UTP20,,
VEZT,,
INTS13,,
DCTN5,,
YIPF7,,
ZSCAN18,,
HMGA2,,
STRAP,,
TLE4,,
HMBOX1,,
PIKFYVE,,
SHLD2,,
POP1,,
MIR181D,,
MRFAP1L1,,
PPP1R8,,
ZEB2,,
MX2,,
WDR82,,
C6orf89,,
PHF8,,
SLC35B1,,
AKIRIN1,,
ZSCAN20,,
ZNF526,,
ASXL1,,
DNAH17,,
FSD1,,
SMNDC1,,
SOX4,,
RANBP2,,
ARMC7,,
MEST,,
AGPS,,
SYNPO2L,,
DLGAP1,,
ANAPC4,,
PDE8B,,
TARBP1,,
DFFB,,
HDGF,,
ATF6,,
MEGF10,,
EWSR1,,
DHCR24,,
VPS72,,
ANKRD36,,
IFT22,,
KIFC1,,
PCID2,,
PRPH,,
SOCS2,,
PELI1,,
ARL8A,,
CKAP2L,,
MIR9-2HG,,
PAPSS1,,
TRMT44,,
MBD1,,
GPANK1,,
CAND1,,
RABGEF1,,
SMG7,,
CDC16,,
KMT2A,,
MRM2,,
ZMIZ1,,
SYT13,,
INTS3,,
FAM117B,,
ADHFE1,,
MAML2,,
CDR2L,,
DDX55,,
SMC3,,
CDK3,,
C3orf52,,
SLC12A8,,
CRCP,,
TAS2R5,,
CEP19,,
KBTBD11,,
ASH1L,,
APPAT,,
PRRT2,,
TMEM237,,
WBP11,,
THAP2,,
MAU2,,
ACAT1,,
MC5R,,
NKTR,,
SCAF8,,
H2AC6,,
CNOT3,,
MYBPH,,
NFE2L3,,
SGSM1,,
C4orf46,,
LINC00205,,
CCDC77,,
USP5,,
CBX3,,
HSD17B4,,
SNORA75,,
GGA3,,
ZNF850,,
CDK8,,
SLC30A4,,
POMK,,
XPO4,,
CCDC39,,
BTAF1,,
TNPO2,,
NPY5R,,
MICAL3,,
PTPRS,,
IRF2BP2,,
FOXJ3,,
NBAT1,,
SANBR,,
NUP107,,
RIMKLA,,
ISOC2,,
MYH8,,
BAG5,,
EIF5B,,
ARHGAP36,,
KDM4B,,
SLC22A17,,
USP7,,
UBAP2L,,
NOXO1,,
XPNPEP3,,
ADPGK,,
AMMECR1L,,
UNC5B,,
UBE2H,,
LINC02731,,
ENOPH1,,
CKLF,,
RAD51C,,
NHLRC3,,
SMN2,,
AKAP9,,
CALML4,,
MEAF6,,
DPH7,,
DDX5,,
TMEM151B,,
CEP135,,
ZSWIM5,,
WDR3,,
STAMBP,,
PI4KA,,
PXN,,
PSMC5,,
SND1,,
TAF6,,
USP49,,
TCF7L1,,
MTNAP1,,
DGKI,,
ZNF514,,
UBE2K,,
PPM1G,,
RUFY3,,
DOCK5,,
PRKACA,,
PRR14L,,
TANK,,
SNRNP27,,
DNAJC11,,
TRAPPC11,,
RCHY1,,
MYLK4,,
NPR1,,
PCBP1,,
BCDIN3D,,
IST1,,
ZNF567,,
CUL4B,,
NCBP2,,
WDR87BP,,
RAI14,,
CAP1,,
PITPNC1,,
ENPP6,,
OGT,,
FBXO42,,
FKRP,,
CDK4,,
MATR3,,
EIF2AK4,,
ICE2,,
UNC45B,,
SKA3,,
TIE1,,
IGHMBP2,,
ARVCF,,
HOXD4,,
ACTR2,,
NLRP3,,
GUSBP11,,
FBXO5,,
BTF3L4,,
SPRING1,,
YARS1,,
ZFP28,,
RAD51AP1,,
NAIP,,
NSUN5,,
ZNF557,,
DENND5B,,
PHF10,,
ISG20L2,,
MPP2,,
KDM6B,,
B3GALNT2,,
LOC100240735,,
PAN3-AS1,,
WDR77,,
SUPT4H1,,
DNTTIP2,,
ETFDH,,
ATP1A2,,
MORF4L2,,
GLS,,
MYEF2,,
SOS2,,
MTMR4,,
DHDDS,,
MYBPC2,,
ALAD,,
ZNF518B,,
SLC39A10,,
CDC27,,
CYTH2,,
FLJ42627,,
TREH,,
FREM1,,
LOC100128361,,
RABGEF1P1,,
MYNN,,
C3orf62,,
QTRT2,,
PCBP4,,
ZNF737,,
TGFA,,
RAP1B,,
ZNF221,,
ZNF891,,
TBC1D20,,
STXBP3,,
TMED4,,
DDX21,,
HEATR1,,
NAPB,,
CARMIL3,,
SRSF7,,
PLEKHO1,,
CCDC150,,
RIOK1,,
ALG10B,,
SRSF1,,
PANK2,,
SLC29A4,,
HNRNPA1,,
STK38L,,
HSDL2,,
DCTN2,,
MRPS31,,
PIF1,,
MED21,,
RTN4RL2,,
MIR4653,,
ZNF584,,
RHEB,,
PYCR1,,
NCAPG2,,
KPNA1,,
LYPD6,,
NRDC,,
PDAP1,,
TUBA3C,,
CPSF3,,
IL27RA,,
TAF8,,
RPRD2,,
USP24,,
PRIM2,,
ZC3H10,,
ATAD5,,
HNRNPUL2,,
MSTN,,
CACNA1D,,
H3C4,,
C6orf47,,
ATF6B,,
MARVELD1,,
ZNF454,,
GPN1,,
LOC100130691,,
SEC23B,,
UBXN10,,
ZNF181,,
WDR75,,
ERCC8,,
ICE1,,
DLL4,,
SMARCD3,,
MTREX,,
GIGYF1,,
TPRXL,,
POLR3C,,
PBX1,,
ELF2,,
ANP32E,,
GAS8-AS1,,
CCDC174,,
MTHFD1L,,
SNCA,,
POLR3A,,
SALL1,,
WIPI2,,
BARD1,,
SDHAP4,,
DUSP11,,
TSHZ2,,
ACTR8,,
RNASE4,,
ZNF677,,
ANGEL2,,
GATAD2A,,
SLX4IP,,
SNAP23,,
CUEDC1,,
ACADS,,
IREB2,,
LOXL1-AS1,,
COIL,,
ICA1L,,
ZNF641,,
LINC-PINT,,
IDS,,
ZNF430,,
TIGAR,,
BCLAF1,,
UBXN7,,
ZCCHC3,,
LMNB2,,
GIGYF2,,
ZNF343,,
SRRM2,,
FAM230C,,
RNPS1,,
BRWD3,,
UFM1,,
IP6K2,,
FYTTD1,,
TBL2,,
GGA1,,
KNSTRN,,
CWC25,,
RAB31,,
ARL5B,,
CYP2J2,,
ORC1,,
BIRC5,,
SARS1,,
FANCI,,
ISY1,,
CLDND1,,
FASTKD3,,
VMA21,,
ATXN10,,
TACC3,,
RPS6KA1,,
SOBP,,
UBALD2,,
ESPL1,,
EHD3,,
RTL10,,
SV2A,,
NPPA-AS1,,
SEM1,,
ACTC1,,
GINS1,,
BDP1,,
PROSER3,,
CYP27C1,,
WWTR1,,
PTAR1,,
GPBP1L1,,
CDC45,,
MSL1,,
SOD1,,
TMEM217,,
SLC4A7,,
H2BC21,,
NOP56,,
DBF4B,,
RPS6KB1,,
ZNF549,,
LZTR1,,
CCDC17,,
PLXND1,,
POLB,,
ZNF480,,
DNALI1,,
CDAN1,,
TRIM46,,
NUP133,,
RLIM,,
DDX11L2,,
NPHP3,,
SRSF9,,
TMCO3,,
ZMYM6,,
AP4B1,,
ZNF263,,
ANKRD11,,
MFHAS1,,
TMOD4,,
TIPIN,,
VHL,,
TTBK2,,
HNRNPH3,,
CAMSAP2,,
NIN,,
HDAC2,,
KATNBL1,,
TTF2,,
MAPKAPK2,,
ANGEL1,,
ARL6IP6,,
POLQ,,
WDR47,,
PFN4,,
RNFT2,,
THOC5,,
STIM1,,
ZNF91,,
FANCE,,
FHIP2A,,
NKAIN1,,
GPC4,,
ST13,,
LMOD3,,
TCEA3,,
EFCAB2,,
TMEM39A,,
M6PR,,
KLHL7-DT,,
SMARCE1,,
RAB40A,,
ROCK1,,
HGS,,
NR2C2,,
TMEM164,,
AHI1,,
ZBTB33,,
INO80,,
RFC5,,
ZNF777,,
NPHP3-ACAD11,,
TNIK,,
TMEM209,,
PARP16,,
ZNF93,,
USP38,,
SFSWAP,,
SKP2,,
MELTF-AS1,,
VPS50,,
RBBP6,,
TMEM131L,,
EFTUD2,,
EN2,,
TGS1,,
NDST2,,
CREB3L2,,
ADGRA3,,
GPR153,,
CFAP210,,
GPATCH1,,
KIF14,,
SF3A3,,
VPS41,,
ZNF766,,
GNL3L,,
CLIP2,,
MAGEA1,,
DST,,
HMGB3,,
CEP350,,
CNNM4,,
WDR35,,
ANKRD17,,
SAMD13,,
C10orf71,,
PTGR1,,
BZW2,,
COG5,,
UBN1,,
USP15,,
TRAFD1,,
HERC2P2,,
TMEM106B,,
LINC01816,,
TPTEP2,,
TRIM62,,
SNRPD3,,
ZNF302,,
AMPD3,,
RSPRY1,,
DCUN1D4,,
STYXL1,,
SUGP1,,
LINC00674,,
CLCN6,,
SOX12,,
TMIE,,
FZD2,,
SHISA2,,
TUG1,,
MIR4701,,
PTPRO,,
SMG1,,
PALB2,,
HOXA11-AS,,
SLC4A1AP,,
BCKDHB,,
GTF2IRD2,,
GCSAM,,
FHOD3,,
BAZ1A,,
EDC3,,
MFAP1,,
CRTC2,,
NUP155,,
C2orf92,,
RNF24,,
RAP2A,,
SLCO3A1,,
FNBP4,,
TPM3,,
IKBKE,,
LHPP,,
DCAF17,,
MIR1250,,
ACADSB,,
OFD1,,
MAGEC2,,
ZNF570,,
SCARNA1,,
SETD6,,
ADAT1,,
DAZAP2,,
EGFLAM,,
ASH2L,,
HIVEP3,,
GLA,,
SLC39A7,,
YWHAQ,,
CIRBP-AS1,,
CLIP3,,
G2E3,,
SRPK2,,
GAREM2,,
TEAD1,,
TEX14,,
DDX46,,
SNORD117,,
NAGS,,
ARRB1,,
CCDC142,,
MTMR6,,
ZNF839,,
DACH1,,
MAST2,,
EFNA2,,
SNTB2,,
NAPEPLD,,
KPNB1,,
LIMCH1,,
HM13-AS1,,
LYNX1,,
PMS2P1,,
AEBP2,,
WASL,,
CLTRN,,
OCRL,,
HDHD3,,
CEP83,,
UBE2L3,,
SLC43A2,,
BUD23,,
MSN,,
LDHD,,
HOXC13,,
CALN1,,
ZNF232,,
MAPK12,,
BORA,,
STX2,,
AFF1,,
KIF27,,
BIVM,,
ZNF337,,
CASP3,,
STAC3,,
ADAR,,
UBTF,,
DGCR11,,
ETV4,,
NBPF15,,
PSMG3,,
CABIN1,,
ZNF563,,
MCUR1,,
PLS3,,
SPMIP4,,
ITGA7,,
COP1,,
LRRC47,,
MED23,,
ZNF717,,
KCNQ3,,
HOXD8,,
PPIL2,,
CLGN,,
NFATC2IP,,
MOB1B,,
POLR2J4,,
CDCA3,,
KCNN3,,
HNRNPK,,
ANAPC7,,
EBLN2,,
ZIC2,,
CIT,,
GJC3,,
CACNA1S,,
ZNF808,,
ZNF354A,,
TNNI1,,
PSMC3IP,,
TSR1,,
ZNF670,,
ACIN1,,
FIGNL1,,
DKC1,,
ZNF544,,
PPP2R2A,,
SHOC2,,
LOC100128288,,
UMPS,,
SGSH,,
STK4,,
KCTD20,,
ZNF568,,
ZNF274,,
GUF1,,
EFS,,
CDC42EP3,,
RASSF4,,
C1orf115,,
NDUFA9,,
CBFB,,
POMT2,,
DESI2,,
MDFI,,
ZNF460,,
FGF11,,
MRS2,,
BCL7A,,
RAPGEF2,,
LAMB2P1,,
ZNF691,,
SEMA6A,,
UNK,,
SETD1B,,
ZNF266,,
JAK1,,
PTBP2,,
ZBTB34,,
CYP39A1,,
MACROH2A1,,
NRAP,,
SPAG9,,
GJC1,,
MYOG,,
POU6F1,,
GBP3,,
FIRRE,,
UBE2Q1,,
ARHGAP11A,,
RYK,,
MYF6,,
ZNF85,,
LRWD1,,
GAR1,,
CGGBP1,,
AIG1,,
YTHDF2,,
G3BP2,,
PRKD2,,
ERC1,,
DISP2,,
ZNF615,,
C20orf96,,
SPEG,,
HMGN4,,
TRIM11,,
IL16,,
PARVB,,
PRKDC,,
LSM8,,
RFWD3,,
ANKRD28,,
ZYX,,
BIRC6,,
ZNF542P,,
TAFA3,,
ADGRE2,,
SMCHD1,,
NLGN4X,,
ZFP82,,
SRP72,,
ACADL,,
ORC4,,
RNF185,,
SNORA7B,,
MSH4,,
GEN1,,
SLC1A1,,
SPAST,,
RAE1,,
LRRC61,,
MIR3685,,
POLR1F,,
NUFIP2,,
ARMC8,,
ALPK3,,
KLHL11,,
ACOT9,,
MAVS,,
FNTA,,
PRCP,,
MAP1A,,
EPHB2,,
UBE2R2,,
STYXL2,,
ACHE,,
ASB5,,
DNAJB5,,
TFAP2B,,
SPG11,,
COL2A1,,
ANKIB1,,
MRPL9,,
CELF1,,
SNRPF,,
HSPB9,,
MRPS10,,
PTBP1,,
DLG4,,
STAG3L2,,
NHSL2,,
RECQL,,
ACSL5,,
GTPBP10,,
WTAP,,
FCHO2,,
SON,,
SMIM15,,
PITX1-AS1,,
RORC,,
CCNK,,
UBE2E1,,
ZNF432,,
PIK3CA,,
COA3,,
ZNF202,,
RAD54L,,
TULP4,,
ZNF530,,
PFDN6,,
GNA12,,
ZNF559,,
SNORD110,,
LOC100506639,,
SPICE1,,
LIMK2,,
WASHC4,,
AP3M2,,
NREP,,
NAB2,,
STARD8,,
PCDHGA10,,
CCZ1P-OR7E38P,,
ST3GAL2,,
RNF213-AS1,,
EPHX2,,
SNORD35B,,
HDHD5,,
EXOG,,
KALRN,,
ZNF468,,
MACO1,,
UBOX5,,
DNAJC9,,
SSBP1,,
VPS33A,,
PEX11G,,
IDI2,,
KCNK17,,
ZNF324,,
COBLL1,,
ARF3,,
ATG4B,,
CDHR3,,
PICART1,,
PITRM1-AS1,,
SMUG1,,
DDX25,,
RABEP1,,
BRPF1,,
PXK,,
APOL1,,
ZZEF1,,
RARA,,
NEB,,
PRPSAP1,,
TSEN54,,
MAGOHB,,
STK32B,,
GTSE1,,
DCHS1,,
SSH1,,
SAP130,,
LIX1L,,
FAM199X,,
CCDC14,,
PISD,,
SLC25A37,,
ABHD16A,,
DIAPH3,,
IKBKB,,
BBS10,,
MIR573,,
RRAD,,
SNORD19B,,
DUSP28,,
MFSD9,,
ZWINT,,
CCL1,,
DES,,
SMARCA5,,
CHMP7,,
TMEM169,,
PTPRE,,
HERC2P3,,
DNAAF9,,
ARHGEF11,,
WDFY3,,
PRPF18,,
ENTPD5,,
ARID1B,,
MIPEP,,
CHPF2,,
TRIO,,
ELL,,
NMRK1,,
AGAP3,,
ISLR2,,
AFAP1L1,,
GLYR1,,
OTUD3,,
GMEB1,,
CHID1,,
SERHL2,,
FN3KRP,,
H2BC5,,
SH3BP1,,
SORCS2,,
ACTL6A,,
CNPY4,,
GEMIN5,,
SIAE,,
COPZ1,,
QKI,,
BTRC,,
SNORD113-4,,
CHD8,,
ZSWIM6,,
KLF6,,
SNCAIP,,
RPL23AP64,,
DSCC1,,
NCOR1,,
YAE1,,
PSD3,,
H2BC6,,
SYT9,,
UTP25,,
MBD4,,
IFT56,,
ZNF449,,
CHP1P2,,
NSD1,,
PJA1,,
AHCTF1,,
GTDC1,,
BICD1,,
MRPS35,,
INSYN2B,,
RFC1,,
RCC1L,,
GATC,,
NUSAP1,,
MEX3B,,
CHTOP,,
TM4SF19,,
PXDN,,
TMEM177,,
SRSF4,,
AAAS,,
SRPK3,,
PSMD1,,
HDGFL3,,
PIGG,,
DUSP16,,
HMGXB4,,
SS18,,
HAPSTR1,,
KPNA6,,
GNPDA2,,
ANG,,
SLC38A9,,
MED15,,
TMSB15A,,
