SLC4A9,,,,,,RIC1,,,,,,,,,,,,ZNF680,,,,,,,
ZNF217,,,,,,COPS3,,,,,,,,,,,,BRD9,,,,,,,
ARHGAP1,,,,,,TEPSIN,,,,,,,,,,,,GNGT2,,,,,,,
KCNG1,,,,,,CDK9,,,,,,,,,,,,WDR7,,,,,,,
EEF1B2P2,,,,,,SIPA1L1,,,,,,,,,,,,TRIM22,,,,,,,
EEF1B2P3,,,,,,PPP2R3C,,,,,,,,,,,,PAOX,,,,,,,
EEF1B2P6,,,,,,ITFG2,,,,,,,,,,,,GAB3,,,,,,,
RAD21-AS1,,,,,,PSAP,,,,,,,,,,,,NSMCE3,,,,,,,
RPS7P10,,,,,,MDM4,,,,,,,,,,,,VHL,,,,,,,
GNB5,,,,,,PLA2G2D,,,,,,,,,,,,GMFG,,,,,,,
FNBP4,,,,,,SRSF10,,,,,,,,,,,,ALOX5,,,,,,,
SCARA3,,,,,,PCNX1,,,,,,,,,,,,FYB1,,,,,,,
LINC00184,,,,,,PPP1R13B,,,,,,,,,,,,CYRIA,,,,,,,
LINC02712,,,,,,PNISR,,,,,,,,,,,,UQCRC2,,,,,,,
TVP23B,,,,,,PSD4,,,,,,,,,,,,MYNN,,,,,,,
TVP23CP2,,,,,,YTHDC2,,,,,,,,,,,,P2RY14,,,,,,,
FBXO11,,,,,,FANCF,,,,,,,,,,,,NMI,,,,,,,
C6orf62,,,,,,BRD7,,,,,,,,,,,,GCN1,,,,,,,
CALM2,,,,,,BRAP,,,,,,,,,,,,RFC1,,,,,,,
ALDOB,,,,,,GPATCH11,,,,,,,,,,,,GFI1,,,,,,,
NPM1P27,,,,,,CCAR1,,,,,,,,,,,,ZFR,,,,,,,
SLC26A5-AS1,,,,,,ZBED6,,,,,,,,,,,,WDR36,,,,,,,
SPTBN4,,,,,,ZC3H11A,,,,,,,,,,,,ARL6IP4,,,,,,,
AFDN,,,,,,PSMA3,,,,,,,,,,,,PRR14,,,,,,,
CCDC92B,,,,,,LYL1,,,,,,,,,,,,DNAJB14,,,,,,,
RNU6-73P,,,,,,ST8SIA4,,,,,,,,,,,,CCDC12,,,,,,,
CLASP1,,,,,,MBNL3,,,,,,,,,,,,SHFL,,,,,,,
SOD1,,,,,,BRWD1,,,,,,,,,,,,NT5C2,,,,,,,
MIR4691,,,,,,LARS1,,,,,,,,,,,,NOPCHAP1,,,,,,,
ZNF321P,,,,,,SKAP2,,,,,,,,,,,,CENATAC,,,,,,,
LINC01808,,,,,,DCAF1,,,,,,,,,,,,TRABD,,,,,,,
PTPN5,,,,,,IBA57,,,,,,,,,,,,RBM25,,,,,,,
LINC02860,,,,,,TNKS2,,,,,,,,,,,,GPR183,,,,,,,
ZNF385B,,,,,,BCL9L,,,,,,,,,,,,LENG1,,,,,,,
IAH1,,,,,,FAM118B,,,,,,,,,,,,SP1,,,,,,,
COX7A2L,,,,,,NDST2,,,,,,,,,,,,CCDC59,,,,,,,
RBM3,,,,,,MRPL50,,,,,,,,,,,,ZNF143,,,,,,,
RIMBP2,,,,,,TAF15,,,,,,,,,,,,TEX9,,,,,,,
C2orf73,,,,,,RCOR1,,,,,,,,,,,,LIN54,,,,,,,
PALM2AKAP2,,,,,,PPP6R2,,,,,,,,,,,,WDR55,,,,,,,
HMGN2P9,,,,,,IKZF2,,,,,,,,,,,,IL10RA,,,,,,,
RPL12P16,,,,,,NLRP1,,,,,,,,,,,,ZNF14,,,,,,,
RPL12P4,,,,,,BIK,,,,,,,,,,,,TRAPPC12,,,,,,,
LINC03031,,,,,,CAMK1G,,,,,,,,,,,,TRIM41,,,,,,,
MMD,,,,,,SCN3A,,,,,,,,,,,,ANKZF1,,,,,,,
RAC1,,,,,,SIT1,,,,,,,,,,,,GABARAPL2,,,,,,,
ZFPM1,,,,,,ARL14EP,,,,,,,,,,,,RIOX2,,,,,,,
SAMD11,,,,,,ZSCAN18,,,,,,,,,,,,CD96,,,,,,,
MMGT1,,,,,,HBP1,,,,,,,,,,,,POLR2C,,,,,,,
RPL7AP6,,,,,,ZC3H12D,,,,,,,,,,,,SLC25A46,,,,,,,
RHOQP3,,,,,,EXOSC9,,,,,,,,,,,,LAX1,,,,,,,
FBXO24,,,,,,SGPL1,,,,,,,,,,,,LCP1,,,,,,,
ZNF475,,,,,,CCDC18,,,,,,,,,,,,SURF1,,,,,,,
C10orf67,,,,,,SF3B2,,,,,,,,,,,,PEF1,,,,,,,
ZFP64,,,,,,TRNT1,,,,,,,,,,,,C9orf72,,,,,,,
ACBD3,,,,,,RAVER1,,,,,,,,,,,,ZNF266,,,,,,,
RPLP0,,,,,,DLD,,,,,,,,,,,,PLAA,,,,,,,
RPLP0P6,,,,,,CLK1,,,,,,,,,,,,RPS15A,,,,,,,
AHCYL1,,,,,,OGG1,,,,,,,,,,,,TNFAIP8L2,,,,,,,
KLF17P1,,,,,,ATF1,,,,,,,,,,,,SMDT1,,,,,,,
NPB,,,,,,EEFSEC,,,,,,,,,,,,CCM2,,,,,,,
PLEKHG4B,,,,,,CCNT2,,,,,,,,,,,,CRBN,,,,,,,
SNORD36B,,,,,,MTHFSD,,,,,,,,,,,,TOX4,,,,,,,
UBDP1,,,,,,UFM1,,,,,,,,,,,,CCDC22,,,,,,,
CHORDC1P4,,,,,,SBNO2,,,,,,,,,,,,IL2RB,,,,,,,
FAM171A2,,,,,,ZFP90,,,,,,,,,,,,STK10,,,,,,,
TM9SF3,,,,,,NCF1B,,,,,,,,,,,,ZNF33A,,,,,,,
ZNF567-DT,,,,,,NCF1C,,,,,,,,,,,,USP25,,,,,,,
KCTD10,,,,,,SNX5,,,,,,,,,,,,RASGRP1,,,,,,,
ARHGAP35,,,,,,SLC15A2,,,,,,,,,,,,VCAM1,,,,,,,
SLC17A8,,,,,,ZNF335,,,,,,,,,,,,PPIH,,,,,,,
GBE1,,,,,,E2F2,,,,,,,,,,,,RPS6KB1,,,,,,,
TNK1,,,,,,ATR,,,,,,,,,,,,NUBP1,,,,,,,
SUMO1,,,,,,TMC8,,,,,,,,,,,,IL2RG,,,,,,,
STAT2,,,,,,ZNF709,,,,,,,,,,,,ABRAXAS2,,,,,,,
MRGPRG-AS1,,,,,,BBS10,,,,,,,,,,,,DGLUCY,,,,,,,
PRKAR2A,,,,,,C2CD2L,,,,,,,,,,,,DUSP28,,,,,,,
GTPBP3,,,,,,VEZT,,,,,,,,,,,,ARRDC2,,,,,,,
MRPS5,,,,,,BPTF,,,,,,,,,,,,PHKG2,,,,,,,
MYH9,,,,,,MDM1,,,,,,,,,,,,VRK3,,,,,,,
RPL10P2,,,,,,ELAVL1,,,,,,,,,,,,PHYKPL,,,,,,,
NT5C1B-RDH14,,,,,,TACC3,,,,,,,,,,,,TRIM56,,,,,,,
RDH14,,,,,,LYRM7,,,,,,,,,,,,C16orf54,,,,,,,
ZNF160,,,,,,CDR2,,,,,,,,,,,,AP1B1,,,,,,,
YPEL1,,,,,,RBBP6,,,,,,,,,,,,STRIP1,,,,,,,
EXD1,,,,,,DCAF12,,,,,,,,,,,,IGFLR1,,,,,,,
HIPK1-AS1,,,,,,ZNF395,,,,,,,,,,,,TINF2,,,,,,,
EFR3A,,,,,,ZNF281,,,,,,,,,,,,METAP1,,,,,,,
UAP1,,,,,,BTBD2,,,,,,,,,,,,KLRF1,,,,,,,
ALDOAP2,,,,,,ZNF550,,,,,,,,,,,,KRIT1,,,,,,,
TRAV5,,,,,,GTPBP10,,,,,,,,,,,,MYD88,,,,,,,
LINC01905,,,,,,RMI1,,,,,,,,,,,,PUS1,,,,,,,
TRAV30,,,,,,ATRX,,,,,,,,,,,,KARS1,,,,,,,
AFF1,,,,,,AGK,,,,,,,,,,,,RPS5,,,,,,,
HTATSF1,,,,,,SELP,,,,,,,,,,,,CASP4LP,,,,,,,
ATP5PO,,,,,,FBXW7,,,,,,,,,,,,ELMO1,,,,,,,
DIP2A,,,,,,PSMC6,,,,,,,,,,,,YJU2B,,,,,,,
NUCKS1,,,,,,BCL3,,,,,,,,,,,,DOP1A,,,,,,,
FFAR1,,,,,,COTL1,,,,,,,,,,,,MYO18A,,,,,,,
RPL7AP20,,,,,,ZNF92,,,,,,,,,,,,TDP1,,,,,,,
RPL7AP50,,,,,,DHX29,,,,,,,,,,,,SLC25A45,,,,,,,
ATP5F1A,,,,,,UBTF,,,,,,,,,,,,NT5DC1,,,,,,,
NGEF,,,,,,HS3ST3B1,,,,,,,,,,,,ABHD15,,,,,,,
DCLK3,,,,,,FLT3LG,,,,,,,,,,,,DMAP1,,,,,,,
NUFIP2,,,,,,ITGB7,,,,,,,,,,,,HHEX,,,,,,,
TPBGL,,,,,,AIMP1,,,,,,,,,,,,CUL9,,,,,,,
ACMSD,,,,,,MARCHF9,,,,,,,,,,,,MRE11,,,,,,,
ST3GAL3,,,,,,FAM169A,,,,,,,,,,,,RGS19,,,,,,,
RNA5SP283,,,,,,TBL1XR1,,,,,,,,,,,,PAXX,,,,,,,
RNA5SP284,,,,,,KLHL28,,,,,,,,,,,,DPEP2,,,,,,,
RNA5SP530,,,,,,UTP14C,,,,,,,,,,,,ZMAT1,,,,,,,
LUC7L2,,,,,,B9D2,,,,,,,,,,,,ZNF165,,,,,,,
HMGB3P30,,,,,,DMAC2,,,,,,,,,,,,B3GALT4,,,,,,,
DMRT3,,,,,,DENND1B,,,,,,,,,,,,MRPS31,,,,,,,
C2CD3,,,,,,ZNF275,,,,,,,,,,,,COL4A4,,,,,,,
DIDO1,,,,,,PISD,,,,,,,,,,,,TBC1D9B,,,,,,,
MIR7111,,,,,,RABEP1,,,,,,,,,,,,FGFR1OP2,,,,,,,
RPL21P2,,,,,,RAMP3,,,,,,,,,,,,SGF29,,,,,,,
ST7-OT4,,,,,,BRD3OS,,,,,,,,,,,,CTRL,,,,,,,
NAP1L4,,,,,,SLC9A7,,,,,,,,,,,,DNAJA2,,,,,,,
TMEM277P,,,,,,PHF10,,,,,,,,,,,,HLA-DMB,,,,,,,
BTBD7,,,,,,AGGF1,,,,,,,,,,,,DLST,,,,,,,
GRM4,,,,,,GTF2A1,,,,,,,,,,,,STX17,,,,,,,
SRP9,,,,,,PRRC2B,,,,,,,,,,,,PRPSAP2,,,,,,,
SRP9P1,,,,,,SP2,,,,,,,,,,,,HARS1,,,,,,,
CROCCP4,,,,,,FIP1L1,,,,,,,,,,,,CWC25,,,,,,,
KHDC4,,,,,,CSF2RB,,,,,,,,,,,,AGTPBP1,,,,,,,
LINC02977,,,,,,GCC2,,,,,,,,,,,,THEMIS2,,,,,,,
CAMSAP3,,,,,,NKAPD1,,,,,,,,,,,,FCHSD1,,,,,,,
MIR6792,,,,,,ITGB2-AS1,,,,,,,,,,,,CAAP1,,,,,,,
PLG,,,,,,STAG2,,,,,,,,,,,,ZZEF1,,,,,,,
C4BPA,,,,,,EPS15L1,,,,,,,,,,,,BLCAP,,,,,,,
QPCTL,,,,,,AKAP10,,,,,,,,,,,,CD80,,,,,,,
CCDC185,,,,,,CLPTM1L,,,,,,,,,,,,IDH3G,,,,,,,
STK35,,,,,,TYW1,,,,,,,,,,,,NSMCE4A,,,,,,,
USP37,,,,,,ABHD14B,,,,,,,,,,,,GIMAP7,,,,,,,
LRRIQ1,,,,,,SSR2,,,,,,,,,,,,PEX16,,,,,,,
LINC01638,,,,,,ZNF626,,,,,,,,,,,,PIP4P1,,,,,,,
RHOQP1,,,,,,MPHOSPH9,,,,,,,,,,,,ELF2,,,,,,,
SEC22B2P,,,,,,COX15,,,,,,,,,,,,ANAPC1,,,,,,,
SEC22B3P,,,,,,ZNF398,,,,,,,,,,,,SREK1,,,,,,,
SEC22B4P,,,,,,RSL24D1,,,,,,,,,,,,STAT4,,,,,,,
GID8,,,,,,MBD3,,,,,,,,,,,,TTC1,,,,,,,
SYNJ2,,,,,,OCIAD1,,,,,,,,,,,,ARHGAP4,,,,,,,
BPIFA2,,,,,,DDX17,,,,,,,,,,,,RAP2C,,,,,,,
MT-TL2,,,,,,CYB561D1,,,,,,,,,,,,BTN3A1,,,,,,,
MTND5P11,,,,,,FYN,,,,,,,,,,,,ZNF766,,,,,,,
TM2D1,,,,,,PDCD4-AS1,,,,,,,,,,,,XPO6,,,,,,,
CDC42EP2,,,,,,PCNT,,,,,,,,,,,,GIMAP4,,,,,,,
ID3,,,,,,IL18R1,,,,,,,,,,,,CD1C,,,,,,,
YAE1-DT,,,,,,CCT6P1,,,,,,,,,,,,APBB3,,,,,,,
ERCC5,,,,,,HIPK1,,,,,,,,,,,,SLC35C2,,,,,,,
LATS1,,,,,,DDX39B,,,,,,,,,,,,SERPINB9,,,,,,,
PIP4K2C,,,,,,MACROH2A2,,,,,,,,,,,,NADSYN1,,,,,,,
RCN1,,,,,,TMA16,,,,,,,,,,,,ERAP2,,,,,,,
NEURL1,,,,,,HECTD4,,,,,,,,,,,,ZNF33B,,,,,,,
XRCC5,,,,,,CCNH,,,,,,,,,,,,RAI2,,,,,,,
STK24,,,,,,CHMP1A,,,,,,,,,,,,NEIL1,,,,,,,
USP33,,,,,,GOSR1,,,,,,,,,,,,TRAT1,,,,,,,
COQ8A,,,,,,AKAP11,,,,,,,,,,,,ICOS,,,,,,,
SNHG22,,,,,,ANKRD10,,,,,,,,,,,,ZBTB11,,,,,,,
ARPC3P3,,,,,,PLEKHG1,,,,,,,,,,,,SNIP1,,,,,,,
H3-4,,,,,,RGS13,,,,,,,,,,,,PDIK1L,,,,,,,
MEIS3,,,,,,RNPC3,,,,,,,,,,,,ZNF776,,,,,,,
PTCHD1-AS,,,,,,KLHL8,,,,,,,,,,,,DNM2,,,,,,,
SIGLEC10,,,,,,METTL4,,,,,,,,,,,,MCOLN2,,,,,,,
ZNG1DP,,,,,,EXOSC1,,,,,,,,,,,,PSMD13,,,,,,,
GLI2,,,,,,EBI3,,,,,,,,,,,,RNF167,,,,,,,
RTN3,,,,,,SH3BP2,,,,,,,,,,,,RABEP2,,,,,,,
CEP104,,,,,,SWAP70,,,,,,,,,,,,KAT8,,,,,,,
TMEM200B,,,,,,ZNF45,,,,,,,,,,,,TBP,,,,,,,
PCDHAC1,,,,,,RC3H2,,,,,,,,,,,,TANK,,,,,,,
DDX1,,,,,,WDR41,,,,,,,,,,,,PGGHG,,,,,,,
LIG3,,,,,,SUZ12P1,,,,,,,,,,,,RSAD1,,,,,,,
HID1,,,,,,OSBPL7,,,,,,,,,,,,TTF1,,,,,,,
CASC22,,,,,,COA1,,,,,,,,,,,,E2F4,,,,,,,
RGS8,,,,,,CIAO2A,,,,,,,,,,,,CHCHD2,,,,,,,
KCTD17,,,,,,THAP1,,,,,,,,,,,,APRT,,,,,,,
MIR6850,,,,,,ZNF486,,,,,,,,,,,,OSGEP,,,,,,,
COX20P1,,,,,,EPOP,,,,,,,,,,,,MAPKAPK5-AS1,,,,,,,
RAC1P2,,,,,,ZBTB43,,,,,,,,,,,,CLK2,,,,,,,
MDC1,,,,,,DEDD,,,,,,,,,,,,IDNK,,,,,,,
EIF4G3,,,,,,PRPF39,,,,,,,,,,,,KMO,,,,,,,
NCOR2,,,,,,ZNF354C,,,,,,,,,,,,LINC01089,,,,,,,
CABP2,,,,,,C10orf143,,,,,,,,,,,,CDK2AP2,,,,,,,
TMSB4XP6,,,,,,COX10-DT,,,,,,,,,,,,TCF25,,,,,,,
TMSB4XP8,,,,,,RPL37,,,,,,,,,,,,SLC9A8,,,,,,,
PRR13P5,,,,,,SH3YL1,,,,,,,,,,,,CD69,,,,,,,
MTCO1P12,,,,,,PKIG,,,,,,,,,,,,SPSB3,,,,,,,
CPNE8-AS1,,,,,,SLC12A9,,,,,,,,,,,,C5orf63,,,,,,,
DLG1,,,,,,ATG2B,,,,,,,,,,,,CFAP410,,,,,,,
SNORC,,,,,,FGF11,,,,,,,,,,,,EWSR1,,,,,,,
NETO1-DT,,,,,,MACROD2,,,,,,,,,,,,SKAP1,,,,,,,
PLEKHA3,,,,,,RAB29,,,,,,,,,,,,C14orf93,,,,,,,
UBB,,,,,,NIFK-AS1,,,,,,,,,,,,SS18L2,,,,,,,
OS9,,,,,,PTEN,,,,,,,,,,,,CCR2,,,,,,,
CCSER1,,,,,,NTNG2,,,,,,,,,,,,USP15,,,,,,,
PCDHA9,,,,,,METTL14,,,,,,,,,,,,LAMTOR4,,,,,,,
PRICKLE1,,,,,,TTBK2,,,,,,,,,,,,GPSM3,,,,,,,
LINC01743,,,,,,CREBRF,,,,,,,,,,,,RUBCNL,,,,,,,
ZFP91,,,,,,ZC3H6,,,,,,,,,,,,WDR59,,,,,,,
HNRNPH2,,,,,,CAMK4,,,,,,,,,,,,ETV6,,,,,,,
LINC02582,,,,,,NOD1,,,,,,,,,,,,DHPS,,,,,,,
SMCR8,,,,,,ZNF707,,,,,,,,,,,,XAB2,,,,,,,
CDK17,,,,,,NCBP3,,,,,,,,,,,,DCANP1,,,,,,,
KPNA1,,,,,,CLCC1,,,,,,,,,,,,COX4I1,,,,,,,
CREG2,,,,,,ATXN7,,,,,,,,,,,,HIRIP3,,,,,,,
GPR63,,,,,,NSD1,,,,,,,,,,,,SFI1,,,,,,,
CRYBG2,,,,,,IL6ST,,,,,,,,,,,,PNN,,,,,,,
TARS1,,,,,,MRPL9,,,,,,,,,,,,CMAHP,,,,,,,
PPP2R5E,,,,,,HMGN4,,,,,,,,,,,,DRG2,,,,,,,
KPNA6,,,,,,SEC61B,,,,,,,,,,,,CD1D,,,,,,,
CHSY1,,,,,,PCBD2,,,,,,,,,,,,PTGDS,,,,,,,
ROR1-AS1,,,,,,MPEG1,,,,,,,,,,,,SLC25A38,,,,,,,
MICOS10-NBL1,,,,,,SUPT20H,,,,,,,,,,,,HELQ,,,,,,,
GDAP1L1,,,,,,AKIRIN1,,,,,,,,,,,,NCF4,,,,,,,
RREB1,,,,,,PIK3CA,,,,,,,,,,,,AASDH,,,,,,,
RWDD4,,,,,,PLEKHF2,,,,,,,,,,,,GSDMD,,,,,,,
CCKBR,,,,,,TLE5,,,,,,,,,,,,TYW3,,,,,,,
TMEM14B-DT,,,,,,ATP5PB,,,,,,,,,,,,MED22,,,,,,,
SMIM11,,,,,,ARID3A,,,,,,,,,,,,SCYL3,,,,,,,
MSANTD2-AS1,,,,,,SPCS3,,,,,,,,,,,,PNPLA8,,,,,,,
DYNC1I2P1,,,,,,MAP2K2,,,,,,,,,,,,CYB5B,,,,,,,
RARA,,,,,,NOC3L,,,,,,,,,,,,E4F1,,,,,,,
LINC02861,,,,,,SCARF1,,,,,,,,,,,,MUTYH,,,,,,,
NPTN,,,,,,ZNRF2,,,,,,,,,,,,STAMBPL1,,,,,,,
MFSD14B,,,,,,CDC123,,,,,,,,,,,,SPINK2,,,,,,,
RAD23B,,,,,,NELFB,,,,,,,,,,,,GSE1,,,,,,,
TMEM263,,,,,,TRIM5,,,,,,,,,,,,PLRG1,,,,,,,
LINC01775,,,,,,RELT,,,,,,,,,,,,SURF2,,,,,,,
DSPP,,,,,,RFX7,,,,,,,,,,,,UBXN1,,,,,,,
PITPNB,,,,,,RHOT1,,,,,,,,,,,,ARID4A,,,,,,,
RLIM,,,,,,CAMK1D,,,,,,,,,,,,NXF1,,,,,,,
DMRTC2,,,,,,ZNF844,,,,,,,,,,,,P2RY13,,,,,,,
SACS-AS1,,,,,,CAPN15,,,,,,,,,,,,TC2N,,,,,,,
AKR7A3,,,,,,MATN1-AS1,,,,,,,,,,,,IRF7,,,,,,,
BGLT3,,,,,,JMY,,,,,,,,,,,,TRMT10B,,,,,,,
ZDHHC8,,,,,,PUS7L,,,,,,,,,,,,ITCH,,,,,,,
SHLD2P1,,,,,,DMTF1,,,,,,,,,,,,SPG7,,,,,,,
SHLD2P3,,,,,,RBBP5,,,,,,,,,,,,ERVK13-1,,,,,,,
PINK1-AS,,,,,,SYTL1,,,,,,,,,,,,SFSWAP,,,,,,,
TMBIM6,,,,,,GRWD1,,,,,,,,,,,,PPP1R3E,,,,,,,
NUP107,,,,,,WDR89,,,,,,,,,,,,SNX17,,,,,,,
CRYBG3,,,,,,UPRT,,,,,,,,,,,,DDX51,,,,,,,
FCN2,,,,,,CROCCP2,,,,,,,,,,,,HCP5,,,,,,,
KIR3DX1,,,,,,ZNF329,,,,,,,,,,,,ZBTB24,,,,,,,
TGFBR2,,,,,,TRIM4,,,,,,,,,,,,SNRPA,,,,,,,
CLEC2L,,,,,,POLR3E,,,,,,,,,,,,DDX20,,,,,,,
RAB33B-AS1,,,,,,SRRM2,,,,,,,,,,,,IKBKG,,,,,,,
CCNY,,,,,,TBRG1,,,,,,,,,,,,,,,,,,,
RPL37A,,,,,,ATG4D,,,,,,,,,,,,,,,,,,,
NPM1P22,,,,,,ZNF100,,,,,,,,,,,,,,,,,,,
SLC16A9,,,,,,RRAS2,,,,,,,,,,,,,,,,,,,
IRF2BP2,,,,,,ICAM3,,,,,,,,,,,,,,,,,,,
KCMF1,,,,,,NCEH1,,,,,,,,,,,,,,,,,,,
PARK7,,,,,,UBR1,,,,,,,,,,,,,,,,,,,
MIR4648,,,,,,UNKL,,,,,,,,,,,,,,,,,,,
USP22,,,,,,MAGOH,,,,,,,,,,,,,,,,,,,
KANSL3,,,,,,DHX34,,,,,,,,,,,,,,,,,,,
MED15P9,,,,,,RABGEF1,,,,,,,,,,,,,,,,,,,
TARS3,,,,,,HNRNPL,,,,,,,,,,,,,,,,,,,
PABIR2,,,,,,SPPL2B,,,,,,,,,,,,,,,,,,,
GTF3A,,,,,,UBE2D1,,,,,,,,,,,,,,,,,,,
RIMOC1,,,,,,TTC19,,,,,,,,,,,,,,,,,,,
MRPL19,,,,,,CPNE5,,,,,,,,,,,,,,,,,,,
TRAV6,,,,,,ZNF701,,,,,,,,,,,,,,,,,,,
MIA2,,,,,,KMT2E-AS1,,,,,,,,,,,,,,,,,,,
ZNF479,,,,,,MRPL10,,,,,,,,,,,,,,,,,,,
MEMO1,,,,,,PRPF40A,,,,,,,,,,,,,,,,,,,
MEMO1P1,,,,,,GPR82,,,,,,,,,,,,,,,,,,,
C4orf3,,,,,,ATXN7L3,,,,,,,,,,,,,,,,,,,
TCEA1,,,,,,LUC7L,,,,,,,,,,,,,,,,,,,
RAD52,,,,,,R3HDM4,,,,,,,,,,,,,,,,,,,
GARIN4,,,,,,LAMP3,,,,,,,,,,,,,,,,,,,
TGFBR1,,,,,,INTS11,,,,,,,,,,,,,,,,,,,
ZNF639,,,,,,NFKBIE,,,,,,,,,,,,,,,,,,,
EIF3FP3,,,,,,GNAI2,,,,,,,,,,,,,,,,,,,
PCDHA4,,,,,,ZNF22,,,,,,,,,,,,,,,,,,,
PCDHA5,,,,,,RGS14,,,,,,,,,,,,,,,,,,,
LCT,,,,,,AGO3,,,,,,,,,,,,,,,,,,,
PGAM1,,,,,,NFRKB,,,,,,,,,,,,,,,,,,,
PGAM4,,,,,,PAF1,,,,,,,,,,,,,,,,,,,
SHQ1,,,,,,HAUS8,,,,,,,,,,,,,,,,,,,
RPL7AP66,,,,,,TRAPPC13,,,,,,,,,,,,,,,,,,,
SNORD24,,,,,,G3BP2,,,,,,,,,,,,,,,,,,,
PCMTD1,,,,,,CUL5,,,,,,,,,,,,,,,,,,,
MAP4K4,,,,,,MUS81,,,,,,,,,,,,,,,,,,,
DDR1-DT,,,,,,DPF2,,,,,,,,,,,,,,,,,,,
NDFIP1,,,,,,SUGP2,,,,,,,,,,,,,,,,,,,
PCDHA10,,,,,,NUP153,,,,,,,,,,,,,,,,,,,
FKBP9,,,,,,LGI2,,,,,,,,,,,,,,,,,,,
ATL2,,,,,,FPR3,,,,,,,,,,,,,,,,,,,
MAFK,,,,,,MAN1A2,,,,,,,,,,,,,,,,,,,
COX7CP1,,,,,,CBL,,,,,,,,,,,,,,,,,,,
COX7CP2,,,,,,APBA3,,,,,,,,,,,,,,,,,,,
VGLL2,,,,,,DAXX,,,,,,,,,,,,,,,,,,,
NDUFA4,,,,,,UBOX5,,,,,,,,,,,,,,,,,,,
INTS6,,,,,,TMEM273,,,,,,,,,,,,,,,,,,,
ZC3H7B,,,,,,TRIM59,,,,,,,,,,,,,,,,,,,
KIF25-AS1,,,,,,ZNF75D,,,,,,,,,,,,,,,,,,,
FNTA,,,,,,KIAA0586,,,,,,,,,,,,,,,,,,,
DIPK2A,,,,,,TIMM17B,,,,,,,,,,,,,,,,,,,
OTUD4,,,,,,PDS5A,,,,,,,,,,,,,,,,,,,
MIR3198-2,,,,,,SORL1,,,,,,,,,,,,,,,,,,,
RELL1,,,,,,TMEM170A,,,,,,,,,,,,,,,,,,,
TMED7,,,,,,KDM5C,,,,,,,,,,,,,,,,,,,
NFE2L1,,,,,,SUPT6H,,,,,,,,,,,,,,,,,,,
CBARP,,,,,,LARP7,,,,,,,,,,,,,,,,,,,
RECQL,,,,,,ZNF493,,,,,,,,,,,,,,,,,,,
FOXK1,,,,,,MRPL42,,,,,,,,,,,,,,,,,,,
POTEKP,,,,,,ATOSA,,,,,,,,,,,,,,,,,,,
LINC01931,,,,,,DUSP7,,,,,,,,,,,,,,,,,,,
HMGB1P12,,,,,,TRMT1L,,,,,,,,,,,,,,,,,,,
RBM12B,,,,,,ZRANB3,,,,,,,,,,,,,,,,,,,
ARL6IP6,,,,,,FBXO46,,,,,,,,,,,,,,,,,,,
LRRFIP1,,,,,,ZNF277,,,,,,,,,,,,,,,,,,,
NEK4,,,,,,RBM7,,,,,,,,,,,,,,,,,,,
DENND5A,,,,,,POLA2,,,,,,,,,,,,,,,,,,,
DNAJC21,,,,,,PSMD4,,,,,,,,,,,,,,,,,,,
GSPT1,,,,,,POM121C,,,,,,,,,,,,,,,,,,,
STAG1,,,,,,GNG7,,,,,,,,,,,,,,,,,,,
PLCG1,,,,,,GABPA,,,,,,,,,,,,,,,,,,,
NUDT9P1,,,,,,SMC2,,,,,,,,,,,,,,,,,,,
CRIPT,,,,,,FBXL5,,,,,,,,,,,,,,,,,,,
RBL1,,,,,,SRPK1,,,,,,,,,,,,,,,,,,,
KIRREL3,,,,,,YPEL2,,,,,,,,,,,,,,,,,,,
PLD5P1,,,,,,PHF3,,,,,,,,,,,,,,,,,,,
TAF1D,,,,,,ZNF710,,,,,,,,,,,,,,,,,,,
TM2D3,,,,,,CD101,,,,,,,,,,,,,,,,,,,
TRDV3,,,,,,NUP42,,,,,,,,,,,,,,,,,,,
ZNF733P,,,,,,SYNGAP1,,,,,,,,,,,,,,,,,,,
ZNF734P,,,,,,VPS37B,,,,,,,,,,,,,,,,,,,
POLG,,,,,,ZBTB46,,,,,,,,,,,,,,,,,,,
TAF3,,,,,,MED4,,,,,,,,,,,,,,,,,,,
NDUFAF7,,,,,,MYCL,,,,,,,,,,,,,,,,,,,
DOK6,,,,,,LDLRAP1,,,,,,,,,,,,,,,,,,,
ARPC5,,,,,,TFDP1,,,,,,,,,,,,,,,,,,,
SERPINE2,,,,,,PSPC1,,,,,,,,,,,,,,,,,,,
RPL22P22,,,,,,UBALD2,,,,,,,,,,,,,,,,,,,
GNAQ,,,,,,MIR3939,,,,,,,,,,,,,,,,,,,
OXSR1,,,,,,EHBP1,,,,,,,,,,,,,,,,,,,
CMC4,,,,,,TCEANC,,,,,,,,,,,,,,,,,,,
RNA5SP244,,,,,,SNAP47,,,,,,,,,,,,,,,,,,,
SUFU,,,,,,REXO1,,,,,,,,,,,,,,,,,,,
KRT18P27,,,,,,OSER1,,,,,,,,,,,,,,,,,,,
MIR622,,,,,,KMT2C,,,,,,,,,,,,,,,,,,,
ADGRE3,,,,,,IL10RB,,,,,,,,,,,,,,,,,,,
MACF1,,,,,,CBLN3,,,,,,,,,,,,,,,,,,,
RPS7P1,,,,,,ZNF267,,,,,,,,,,,,,,,,,,,
RPS7P11,,,,,,CRCP,,,,,,,,,,,,,,,,,,,
