MIR372,PLEKHM1,,CLEC5A,,TTLL5,,,,,,,,,,,,,,,,,,,
MIR373,LINC01004,,ARRB2,,LINC01018,,,,,,,,,,,,,,,,,,,
CPVL-AS1,USP36,,ZNF283,,SCP2,,,,,,,,,,,,,,,,,,,
FGD5-AS1,CCT6P1,,SRR,,APAF1,,,,,,,,,,,,,,,,,,,
IZUMO2,CLSTN3,,CD163,,RIC8B,,,,,,,,,,,,,,,,,,,
IMPG2,RHBDF1,,MMAA,,RPL36A,,,,,,,,,,,,,,,,,,,
SALL3,NFKB1,,AMPH,,ABCC6P1,,,,,,,,,,,,,,,,,,,
RASL11A,KLHDC7B,,TCEAL9,,ABCB8,,,,,,,,,,,,,,,,,,,
LINC02201,TOX4,,ITFG2,,GINS3,,,,,,,,,,,,,,,,,,,
LINC00354,PLK3,,ADM,,CCDC39,,,,,,,,,,,,,,,,,,,
PFKP-DT,POLR1F,,SLC35G5,,RAB22A,,,,,,,,,,,,,,,,,,,
CFAP221,LINC01000,,MAK16,,KDM5A,,,,,,,,,,,,,,,,,,,
CDK5R2-AS1,CHD4,,ZNF30,,TMEM121,,,,,,,,,,,,,,,,,,,
GLI4,BOD1L1,,RNASE2,,CPSF6,,,,,,,,,,,,,,,,,,,
RN7SKP115,METTL17,,PLPP5,,UBE2I,,,,,,,,,,,,,,,,,,,
REG3A,LINC00265,,KLHL31,,SMARCE1,,,,,,,,,,,,,,,,,,,
CFAP210,FAM86B3P,,CDC40,,PSMC2,,,,,,,,,,,,,,,,,,,
PRKCA-AS1,CCDC122,,ZNF181,,USP32,,,,,,,,,,,,,,,,,,,
FRY-AS1,HOTAIRM1,,UBXN8,,SKIC8,,,,,,,,,,,,,,,,,,,
CYCSP44,CX3CL1,,ANKRD26,,GATAD2A,,,,,,,,,,,,,,,,,,,
BEND2,METTL2B,,TNFSF12,,RRM2B,,,,,,,,,,,,,,,,,,,
SSR1,TSPAN14,,POLR3D,,RIT1,,,,,,,,,,,,,,,,,,,
C5orf15,GGA3,,XAF1,,CEP170P1,,,,,,,,,,,,,,,,,,,
MTPN,DUSP15,,RNF7,,NEDD1,,,,,,,,,,,,,,,,,,,
QKI,U2AF1,,FCGR1A,,SBNO1,,,,,,,,,,,,,,,,,,,
EEF1A1,PMM2,,ZBTB40,,SRSF3,,,,,,,,,,,,,,,,,,,
UBA52,EPDR1,,LIPT2-AS1,,OBI1,,,,,,,,,,,,,,,,,,,
DPYSL2,TTYH2,,GLRB,,PAQR8,,,,,,,,,,,,,,,,,,,
LINC03095,ZBTB49,,ZFP69,,DUSP6,,,,,,,,,,,,,,,,,,,
ANKRD1,WASH7P,,CCDC89,,HMGN4,,,,,,,,,,,,,,,,,,,
LINC02909,PPIE,,CDKN2A,,RFC5,,,,,,,,,,,,,,,,,,,
DYRK1A,ARMCX5,,COQ5,,DTX3,,,,,,,,,,,,,,,,,,,
CCDC198,ADNP2,,OGFOD3,,CIAO2A,,,,,,,,,,,,,,,,,,,
CASC17,DIS3,,BCCIP,,BRD2,,,,,,,,,,,,,,,,,,,
TTC6,UBE2Z,,SEZ6,,SUZ12,,,,,,,,,,,,,,,,,,,
PCAT4,AP1S1,,CHST1,,MTMR6,,,,,,,,,,,,,,,,,,,
PTMAP5,LY6G5B,,NAALADL1,,IQGAP1,,,,,,,,,,,,,,,,,,,
CAPZA1,DCUN1D2,,B3GALT6,,HOXC8,,,,,,,,,,,,,,,,,,,
FAM229A,TIMM29,,DYNLT1,,ZNF548,,,,,,,,,,,,,,,,,,,
KNCN,RSRC2,,ZNF511,,CLCN3,,,,,,,,,,,,,,,,,,,
PSG9,MTERF1,,OR8B4,,SLC25A44,,,,,,,,,,,,,,,,,,,
JAKMIP2-AS1,IRAK2,,TRPV1,,BLOC1S6,,,,,,,,,,,,,,,,,,,
SYNGR4,TCERG1,,RNF217,,AGK,,,,,,,,,,,,,,,,,,,
ADCY5,MELTF-AS1,,LARP7,,TFG,,,,,,,,,,,,,,,,,,,
CLDN6,PLXNA1,,H3C8,,ITPRIPL2,,,,,,,,,,,,,,,,,,,
RAB6C,SNORA67,,FAM13A,,KDM3A,,,,,,,,,,,,,,,,,,,
RAB6D,ZNF263,,USF3,,ACSL3,,,,,,,,,,,,,,,,,,,
LINC00567,DYRK4,,ITM2C,,CORO1C,,,,,,,,,,,,,,,,,,,
PTMAP3,HOXC13-AS,,FAM124B,,ZMYM5,,,,,,,,,,,,,,,,,,,
NECTIN3-AS1,SEC11C,,ACTN3,,SLC10A7,,,,,,,,,,,,,,,,,,,
RAB1AP2,ATR,,RER1,,USP39,,,,,,,,,,,,,,,,,,,
BTBD1,EMG1,,AFAP1L2,,CBX6,,,,,,,,,,,,,,,,,,,
GABRQ,BAZ1A,,ZNF383,,ZNF318,,,,,,,,,,,,,,,,,,,
HMGN1P3,BZW2,,CWC22,,MESD,,,,,,,,,,,,,,,,,,,
HMGN1P37,FAM66D,,SIGLEC9,,CNBP,,,,,,,,,,,,,,,,,,,
HMGN1P38,TRAFD1,,SHPRH,,ANKIB1,,,,,,,,,,,,,,,,,,,
PODNL1,NUDT17,,POMT1,,UBE2N,,,,,,,,,,,,,,,,,,,
GJA8,STARD7-AS1,,RPS16,,ANAPC5,,,,,,,,,,,,,,,,,,,
MIR122HG,GSAP,,PLEKHA4,,GTF3A,,,,,,,,,,,,,,,,,,,
ACOXL,UBE2Q2P16,,DNALI1,,CLDN12,,,,,,,,,,,,,,,,,,,
ARHGEF7-AS2,MID2,,PRPF18,,CDRT15P1,,,,,,,,,,,,,,,,,,,
DEFA6,CCNL1,,LILRB3,,CYP2D6,,,,,,,,,,,,,,,,,,,
LINC02282,METTL2A,,NEIL1,,MAN2A2,,,,,,,,,,,,,,,,,,,
SLC7A14-AS1,TRIM47,,NHSL1-AS1,,ARFIP1,,,,,,,,,,,,,,,,,,,
MT-TK,ZNF333,,MILR1,,VPS36,,,,,,,,,,,,,,,,,,,
MTATP8P1,ABCF2,,KTI12,,BRAT1,,,,,,,,,,,,,,,,,,,
GRTP1-AS1,FAM209B,,KCNMB1,,COG6,,,,,,,,,,,,,,,,,,,
SACM1L,EIF3B,,PGD,,ADAMTSL2,,,,,,,,,,,,,,,,,,,
ZNF99,GAS8-AS1,,ARL16,,ZKSCAN8,,,,,,,,,,,,,,,,,,,
H1-4,FAM86HP,,JCAD,,SRPK2,,,,,,,,,,,,,,,,,,,
SHANK2-AS3,LINC03009,,ROM1,,HHIP,,,,,,,,,,,,,,,,,,,
EXOC3L1,LY6E,,DLC1,,SLC25A36,,,,,,,,,,,,,,,,,,,
LINC01339,UMPS,,NME2,,ZNF219,,,,,,,,,,,,,,,,,,,
DISP2,LINC02946,,ZNF317,,GPBP1,,,,,,,,,,,,,,,,,,,
ATP2A2,UGGT2,,SPACA7,,FRG1,,,,,,,,,,,,,,,,,,,
PPP1R8,BCL2A1,,SPTY2D1,,RNF10,,,,,,,,,,,,,,,,,,,
SLC25A30,AEN,,SRGN,,ATP6V0A2,,,,,,,,,,,,,,,,,,,
RAG2,RNF216,,ADAM2,,NOMO2,,,,,,,,,,,,,,,,,,,
PBX3-DT,ANKLE2,,SERGEF,,ALDOB,,,,,,,,,,,,,,,,,,,
RPS27AP16,CRYAA,,C22orf46P,,RNF6,,,,,,,,,,,,,,,,,,,
SYN1,RRN3P3,,SYN3,,TSPAN3,,,,,,,,,,,,,,,,,,,
RPH3AL-AS2,KRIT1,,RPF1,,DDX3X,,,,,,,,,,,,,,,,,,,
FOXN4,DHRS3,,NUP88,,OPA1,,,,,,,,,,,,,,,,,,,
ACTG1,NUP54,,ZNF136,,TM2D3,,,,,,,,,,,,,,,,,,,
ALX4,SCARNA16,,LIAT1,,PANK2,,,,,,,,,,,,,,,,,,,
HHLA2,CSNK1D,,CCDC81,,CNPY2,,,,,,,,,,,,,,,,,,,
ENTPD2,PIGL,,CRYM,,EMC7,,,,,,,,,,,,,,,,,,,
TDH,MIOS,,CACNA2D4,,USP42,,,,,,,,,,,,,,,,,,,
ZNF41,SENP5,,PRAF2,,HNRNPL,,,,,,,,,,,,,,,,,,,
R3HDM2,PLEKHM1P1,,NLGN3,,AKAP8L,,,,,,,,,,,,,,,,,,,
CFAP46,CHP1P2,,ACRV1,,MEFV,,,,,,,,,,,,,,,,,,,
FREY1,TBC1D10A,,MUL1,,ACMSD,,,,,,,,,,,,,,,,,,,
SUDS3,SEC61A1,,POLI,,NUP58,,,,,,,,,,,,,,,,,,,
ADARB2-AS1,ZNF212,,SLC17A9,,BECN1,,,,,,,,,,,,,,,,,,,
GPHB5,SNORA48,,GRIK2,,PSMA4,,,,,,,,,,,,,,,,,,,
TLX2,LMBR1L,,CRYBA2,,SEPTIN7,,,,,,,,,,,,,,,,,,,
DPP8,BRAF,,POLR3F,,COG5,,,,,,,,,,,,,,,,,,,
PRDM16-DT,PITX1-AS1,,ASCL4,,PIP5K1A,,,,,,,,,,,,,,,,,,,
EPCIP-AS1,DEGS1,,MTO1,,ZNF639,,,,,,,,,,,,,,,,,,,
CDC14C,ORC5,,TSSK1B,,SMIM14,,,,,,,,,,,,,,,,,,,
FGB,PIGB,,NAP1L2,,TBCCD1,,,,,,,,,,,,,,,,,,,
ZNF490,NDFIP2,,AIF1,,PRP4K,,,,,,,,,,,,,,,,,,,
GRIK5,PRR22,,TRAF7,,ADPGK,,,,,,,,,,,,,,,,,,,
DNAJB8,KCNAB3,,SSU72,,FBXL5,,,,,,,,,,,,,,,,,,,
VPS13C-DT,ZNF133,,HHLA1,,PLAT,,,,,,,,,,,,,,,,,,,
IRF2BP1,TGDS,,C1orf94,,TRRAP,,,,,,,,,,,,,,,,,,,
NPTN,DDX60L,,GRB10,,PPTC7,,,,,,,,,,,,,,,,,,,
LINC02297,RBM28,,WDR75,,GTPBP3,,,,,,,,,,,,,,,,,,,
EPN2-AS1,DDIT3,,WDR27,,ATL2,,,,,,,,,,,,,,,,,,,
LIFR-AS1,ZNF207,,CD300A,,DENND4B,,,,,,,,,,,,,,,,,,,
VWA3B,VPS9D1,,TBX21,,PUS7,,,,,,,,,,,,,,,,,,,
HIPK3,MICAL3,,ZNF337,,HOXC6,,,,,,,,,,,,,,,,,,,
ZNF474,SRRT,,ZNF619,,MTA1,,,,,,,,,,,,,,,,,,,
PKP4P1,DHX38,,LIAS,,KRAS,,,,,,,,,,,,,,,,,,,
RNF11,DHX34,,ZNF157,,WDR1,,,,,,,,,,,,,,,,,,,
RPL39,VAX2,,DOHH,,CLCN2,,,,,,,,,,,,,,,,,,,
RPL39P3,SLC25A12,,THAP2,,GPD2,,,,,,,,,,,,,,,,,,,
SNORA69,ZNF789,,CREB3,,COPB2,,,,,,,,,,,,,,,,,,,
PTPRD-AS1,FBP1,,CYP2C19,,KMT2C,,,,,,,,,,,,,,,,,,,
MAP3K13,KIAA1755,,CEP164,,PURB,,,,,,,,,,,,,,,,,,,
ZNF665,DPY19L1P1,,NOC2LP2,,TMED3,,,,,,,,,,,,,,,,,,,
HMGB1P4,GCC1,,PAAF1,,CNP,,,,,,,,,,,,,,,,,,,
POU5F1,RNF19B,,ABRAXAS2,,CCNT1,,,,,,,,,,,,,,,,,,,
DNAH3,NAA10,,HCFC2,,RNF13,,,,,,,,,,,,,,,,,,,
LINC00161,LIMK2,,MTNR1B,,NGRN,,,,,,,,,,,,,,,,,,,
RD3,ZNF319,,STRAP,,FCN2,,,,,,,,,,,,,,,,,,,
GTF2IP1,SNHG4,,ZP1,,PLEKHB2,,,,,,,,,,,,,,,,,,,
GTF2IP4,RCC1L,,ASCC2,,STARD3NL,,,,,,,,,,,,,,,,,,,
CCDC38,MAP10,,TMEM192,,TAB3,,,,,,,,,,,,,,,,,,,
NEK4,ARMCX6,,TYW3,,GTPBP10,,,,,,,,,,,,,,,,,,,
C17orf78,C1orf74,,RMDN2,,RBM48,,,,,,,,,,,,,,,,,,,
NADK2-AS1,SNORA46,,SRRD,,UFM1,,,,,,,,,,,,,,,,,,,
RPL5P34,GCN1,,RGS14,,IFI16,,,,,,,,,,,,,,,,,,,
HCN4,NAGPA,,BABAM1,,MICU2,,,,,,,,,,,,,,,,,,,
RPL13AP20,AGAP6,,C19orf44,,JARID2,,,,,,,,,,,,,,,,,,,
EDA,PHF23,,TACC1,,F7,,,,,,,,,,,,,,,,,,,
ANKRD30BL,LIN54,,OR10G7,,ATP6V0E1,,,,,,,,,,,,,,,,,,,
SLC2A1-DT,ADGRG1,,LDC1P,,TRIM33,,,,,,,,,,,,,,,,,,,
SPDEF,HMGCL,,FAM120B,,ZGRF1,,,,,,,,,,,,,,,,,,,
MT-TD,OPHN1,,GLI2,,ZMYM2,,,,,,,,,,,,,,,,,,,
CCDC197,HOXD4,,,,MDM2,,,,,,,,,,,,,,,,,,,
NPM1P6,TBKBP1,,,,CASD1,,,,,,,,,,,,,,,,,,,
NPM1P7,UBQLN4,,,,SNX13,,,,,,,,,,,,,,,,,,,
CTBP1-DT,SAP30BP,,,,NELFA,,,,,,,,,,,,,,,,,,,
LINC01752,SAMD13,,,,PABIR2,,,,,,,,,,,,,,,,,,,
RS1,TRAPPC14,,,,ANKRD54,,,,,,,,,,,,,,,,,,,
RPL22P1,ORAI2,,,,VMA21,,,,,,,,,,,,,,,,,,,
CYP2U1-AS1,DZIP1L,,,,NUDCD3,,,,,,,,,,,,,,,,,,,
PCDHB8,LGALS3BP,,,,PELI1,,,,,,,,,,,,,,,,,,,
MROH9,UNC119,,,,ANKRD10,,,,,,,,,,,,,,,,,,,
TCAF2C,NAMPT,,,,PARP11,,,,,,,,,,,,,,,,,,,
TCAF2P1,LINS1,,,,UBR1,,,,,,,,,,,,,,,,,,,
CAPS2,STX18,,,,KMT2D,,,,,,,,,,,,,,,,,,,
JUND,MAP3K11,,,,TMED4,,,,,,,,,,,,,,,,,,,
SLIT1-AS1,BTBD19,,,,DCLRE1C,,,,,,,,,,,,,,,,,,,
NDUFC2,GLI1,,,,FIP1L1,,,,,,,,,,,,,,,,,,,
CNOT2,SNORD12B,,,,KLHL20,,,,,,,,,,,,,,,,,,,
SFTPB,DCAF16,,,,DHX36,,,,,,,,,,,,,,,,,,,
CPLX2,PPCDC,,,,USP22,,,,,,,,,,,,,,,,,,,
FRMPD3,NDUFA9,,,,NOMO1,,,,,,,,,,,,,,,,,,,
CACNA1I,ANKRD61,,,,SNRNP48,,,,,,,,,,,,,,,,,,,
TENM3,ZNF700,,,,COX10,,,,,,,,,,,,,,,,,,,
CYP2A7,RBM19,,,,MRPL30,,,,,,,,,,,,,,,,,,,
SCN2B,POLR1B,,,,GRSF1,,,,,,,,,,,,,,,,,,,
DSTNP2,RUBCNL,,,,MAGOHB,,,,,,,,,,,,,,,,,,,
SRP14,CIAO1,,,,RNF111,,,,,,,,,,,,,,,,,,,
MPRIP-AS1,VARS1,,,,ZCCHC8,,,,,,,,,,,,,,,,,,,
CNBD1,CKLF,,,,SNRPB2,,,,,,,,,,,,,,,,,,,
LINC01821,SNORD59A,,,,NFAT5,,,,,,,,,,,,,,,,,,,
CCDC196,CAMTA2,,,,ETNK1,,,,,,,,,,,,,,,,,,,
LINC02688,DDX56,,,,KLHL42,,,,,,,,,,,,,,,,,,,
RGPD4-AS1,CTDP1,,,,TOP1,,,,,,,,,,,,,,,,,,,
UBP1,NPEPL1,,,,EIF2B5,,,,,,,,,,,,,,,,,,,
PTMA,ELL,,,,BAG5,,,,,,,,,,,,,,,,,,,
PTMAP2,PRPF39,,,,PCGF2,,,,,,,,,,,,,,,,,,,
IRF2BPL,RGL2,,,,RHNO1,,,,,,,,,,,,,,,,,,,
SEC11A,CD226,,,,NAPEPLD,,,,,,,,,,,,,,,,,,,
VSIG1,HOXC11,,,,PACSIN2,,,,,,,,,,,,,,,,,,,
STAU1,CAPN15,,,,SNAP23,,,,,,,,,,,,,,,,,,,
CYB5AP4,AVL9,,,,LRIF1,,,,,,,,,,,,,,,,,,,
AP3B2,RPTOR,,,,TMEM19,,,,,,,,,,,,,,,,,,,
RPL27,GTPBP1,,,,FBXL18,,,,,,,,,,,,,,,,,,,
OIP5-AS1,GSR,,,,NADK2,,,,,,,,,,,,,,,,,,,
RPL7P32,MIR3176,,,,DDHD1,,,,,,,,,,,,,,,,,,,
MRFAP1L1,EPAS1,,,,UTP20,,,,,,,,,,,,,,,,,,,
SAMD12,ARMC8,,,,LRIG2,,,,,,,,,,,,,,,,,,,
SREBF1,EMP3,,,,GPALPP1,,,,,,,,,,,,,,,,,,,
LRRC37A5P,TENT4B,,,,NFKBIE,,,,,,,,,,,,,,,,,,,
ATF7IP,LPCAT2,,,,HAUS2,,,,,,,,,,,,,,,,,,,
PSMB4,FCHSD1,,,,MIR4691,,,,,,,,,,,,,,,,,,,
AP3S1,CDCA4,,,,DGKG,,,,,,,,,,,,,,,,,,,
ACLY,TMEM164,,,,ST3GAL2,,,,,,,,,,,,,,,,,,,
LIX1L,PRR7-AS1,,,,TMCO1,,,,,,,,,,,,,,,,,,,
LMX1A-AS2,P3H4,,,,G2E3,,,,,,,,,,,,,,,,,,,
SUCO,LDLRAD4,,,,RC3H1,,,,,,,,,,,,,,,,,,,
DENND6A,PRDM4,,,,CHD1,,,,,,,,,,,,,,,,,,,
ZNF391,RBM22,,,,KBTBD2,,,,,,,,,,,,,,,,,,,
RAB6A,TAMALIN,,,,TNFRSF10B,,,,,,,,,,,,,,,,,,,
PITHD1,PALB2,,,,PRR13,,,,,,,,,,,,,,,,,,,
PTDSS1,ZNF195,,,,POLG,,,,,,,,,,,,,,,,,,,
ZC3H4,HARS1,,,,SRGAP2,,,,,,,,,,,,,,,,,,,
FAM91A1,CLBA1,,,,DMPK,,,,,,,,,,,,,,,,,,,
FTO,BCAP31,,,,KANSL2,,,,,,,,,,,,,,,,,,,
COQ10B,LEMD2,,,,CERS5,,,,,,,,,,,,,,,,,,,
PRDX6,STEAP1B,,,,BRCA2,,,,,,,,,,,,,,,,,,,
NCOR1,SNORD21,,,,FBXO34,,,,,,,,,,,,,,,,,,,
AGBL1,NDE1,,,,ADI1,,,,,,,,,,,,,,,,,,,
SPPL2A,PHYHD1,,,,LUC7L3,,,,,,,,,,,,,,,,,,,
CHCT1,VPS33B,,,,FAM120C,,,,,,,,,,,,,,,,,,,
IGSF11-AS1,ZNF500,,,,RSPRY1,,,,,,,,,,,,,,,,,,,
ZC3H10,SENP3-EIF4A1,,,,CEP350,,,,,,,,,,,,,,,,,,,
KRT40,KDM6B,,,,GOLT1B,,,,,,,,,,,,,,,,,,,
MT-TR,CMTR1,,,,RRP15,,,,,,,,,,,,,,,,,,,
PMCHL2,MIR590,,,,SRP54,,,,,,,,,,,,,,,,,,,
MT-TG,PISD,,,,ATF6,,,,,,,,,,,,,,,,,,,
TBXT,FAM111A,,,,MAPRE1,,,,,,,,,,,,,,,,,,,
ELAVL1,PLAGL2,,,,GALNT11,,,,,,,,,,,,,,,,,,,
TMEM212,KCNH8,,,,DNAJC14,,,,,,,,,,,,,,,,,,,
STT3B,SH2B2,,,,CAB39,,,,,,,,,,,,,,,,,,,
GRIK1-AS1,ZNF267,,,,MEF2A,,,,,,,,,,,,,,,,,,,
ZBTB44-DT,VPS18,,,,CBX4,,,,,,,,,,,,,,,,,,,
TSSK4,MYBBP1A,,,,N4BP2L2,,,,,,,,,,,,,,,,,,,
LINC01986,UBR7,,,,MICB,,,,,,,,,,,,,,,,,,,
TMEM26-AS1,ACP6,,,,CRCP,,,,,,,,,,,,,,,,,,,
SLC13A1,APOBEC3C,,,,INTS14,,,,,,,,,,,,,,,,,,,
MTCH1,FBXW7,,,,PSMD12,,,,,,,,,,,,,,,,,,,
LINC00485,HAUS3,,,,FOXK1,,,,,,,,,,,,,,,,,,,
LEPROT,CD27-AS1,,,,RNF41,,,,,,,,,,,,,,,,,,,
LINC00330,SGCA,,,,CNOT4,,,,,,,,,,,,,,,,,,,
BLOC1S5-TXNDC5,ZNF775,,,,GNL1,,,,,,,,,,,,,,,,,,,
TXNDC5,ATP6V1B1,,,,SPPL3,,,,,,,,,,,,,,,,,,,
TOB1-AS1,OGT,,,,SRI,,,,,,,,,,,,,,,,,,,
PPP1R12BP1,POLR3K,,,,PMP2,,,,,,,,,,,,,,,,,,,
HSD3BP1,PELP1,,,,ZNF654,,,,,,,,,,,,,,,,,,,
TRPV5,PIGG,,,,JKAMP,,,,,,,,,,,,,,,,,,,
ERN2,SEPTIN9,,,,SELENOT,,,,,,,,,,,,,,,,,,,
RPRD2,ZNF138,,,,VEZT,,,,,,,,,,,,,,,,,,,
SRC,GNB2,,,,DIDO1,,,,,,,,,,,,,,,,,,,
NUCKS1,N4BP2L2-IT2,,,,DGUOK,,,,,,,,,,,,,,,,,,,
CTDSPL2,TP53RK,,,,FIGNL1,,,,,,,,,,,,,,,,,,,
RUNDC3A-AS1,ATP13A1,,,,ZMYND8,,,,,,,,,,,,,,,,,,,
GTF2A1-AS1,FCGR2A,,,,DIP2B,,,,,,,,,,,,,,,,,,,
LINC01007,ZFYVE27,,,,PDCL3P4,,,,,,,,,,,,,,,,,,,
MUC3A,NFE2L3,,,,DENR,,,,,,,,,,,,,,,,,,,
UNC45B,EXOSC8,,,,GLS2,,,,,,,,,,,,,,,,,,,
PTAR1,FDXR,,,,NOP14,,,,,,,,,,,,,,,,,,,
LINC02624,ALKBH1,,,,CYP2B7P,,,,,,,,,,,,,,,,,,,
FBXL17,CHCHD6,,,,NCKAP5L,,,,,,,,,,,,,,,,,,,
FKBP9,RELCH,,,,EP400,,,,,,,,,,,,,,,,,,,
DMBT1,MAD2L1BP,,,,GTPBP2,,,,,,,,,,,,,,,,,,,
FOXN2,CUL1,,,,MZT1,,,,,,,,,,,,,,,,,,,
PEBP1P2,NEURL3,,,,XRN1,,,,,,,,,,,,,,,,,,,
NFE2L2,C5orf58,,,,IDH3A,,,,,,,,,,,,,,,,,,,
GSTCD-AS1,PRKXP1,,,,KBTBD6,,,,,,,,,,,,,,,,,,,
HES4,NT5C3B,,,,STMP1,,,,,,,,,,,,,,,,,,,
TUBA1A,RBBP6,,,,COQ8B,,,,,,,,,,,,,,,,,,,
NCR2,CLEC7A,,,,BTN2A1,,,,,,,,,,,,,,,,,,,
HSP90AA1,MCTP1,,,,NUP153,,,,,,,,,,,,,,,,,,,
CS,ZYX,,,,JAZF1,,,,,,,,,,,,,,,,,,,
TTLL9,ZNF277,,,,BCL7B,,,,,,,,,,,,,,,,,,,
HNRNPK,CDC16,,,,SHQ1,,,,,,,,,,,,,,,,,,,
RGS8,POU5F1P3,,,,UACA,,,,,,,,,,,,,,,,,,,
GNAQ,CHMP2B,,,,ART4,,,,,,,,,,,,,,,,,,,
FGF6,GRAMD1A,,,,KCTD13,,,,,,,,,,,,,,,,,,,
UPP2,FANCL,,,,TYW1,,,,,,,,,,,,,,,,,,,
RHAG,MINDY3,,,,TYW1B,,,,,,,,,,,,,,,,,,,
TBC1D5,LOC254896,,,,SEC24B,,,,,,,,,,,,,,,,,,,
PLD5,ZDHHC4,,,,HCG18,,,,,,,,,,,,,,,,,,,
HK3,HGS,,,,PNPLA8,,,,,,,,,,,,,,,,,,,
CD2AP,RAB4B,,,,TMX4,,,,,,,,,,,,,,,,,,,
HP1BP3,CPSF4,,,,EHHADH,,,,,,,,,,,,,,,,,,,
UBE4A,RUFY3,,,,KPNA1,,,,,,,,,,,,,,,,,,,
SAMD14,TCHP,,,,RLIM,,,,,,,,,,,,,,,,,,,
LINC01842,TNPO3,,,,RHEB,,,,,,,,,,,,,,,,,,,
CENPVL1,CYTH3,,,,SART3,,,,,,,,,,,,,,,,,,,
CENPVL2,R3HDM4,,,,TBL2,,,,,,,,,,,,,,,,,,,
PCDH10-DT,SQSTM1,,,,SENP3,,,,,,,,,,,,,,,,,,,
RBPJL,GYG1,,,,ENOPH1,,,,,,,,,,,,,,,,,,,
PDE4C,ATP6V1B2,,,,ERBB3,,,,,,,,,,,,,,,,,,,
PHOX2B,SNORA7B,,,,NLRP3,,,,,,,,,,,,,,,,,,,
KPNA4,M6PR,,,,INTS13,,,,,,,,,,,,,,,,,,,
SLC5A11,IQCB1,,,,CASP2,,,,,,,,,,,,,,,,,,,
SCAF8,MBLAC1,,,,MCL1,,,,,,,,,,,,,,,,,,,
SDCBP,TMEM177,,,,RAB2B,,,,,,,,,,,,,,,,,,,
HELZ,TSC22D4,,,,MOSMO,,,,,,,,,,,,,,,,,,,
BMI1,PSMC1,,,,HAPSTR1,,,,,,,,,,,,,,,,,,,
LINC01500,OSER1,,,,ARGLU1,,,,,,,,,,,,,,,,,,,
ARL6IP1,LOC729737,,,,CBARP,,,,,,,,,,,,,,,,,,,
ACSBG2,GPATCH2L,,,,GPATCH8,,,,,,,,,,,,,,,,,,,
SARAF,ALOX12,,,,EBLN2,,,,,,,,,,,,,,,,,,,
LINC02047,MARCO,,,,AIMP1,,,,,,,,,,,,,,,,,,,
RHOB,UPP1,,,,ANAPC7,,,,,,,,,,,,,,,,,,,
CAGE1,SELENOP,,,,CCNE2,,,,,,,,,,,,,,,,,,,
QRICH1,ECHDC3,,,,SLC1A2,,,,,,,,,,,,,,,,,,,
BPIFB9P,IRAK4,,,,HOXA2,,,,,,,,,,,,,,,,,,,
CIMAP1A,C15orf40,,,,ZNF143,,,,,,,,,,,,,,,,,,,
SNX6,WASH3P,,,,HOXB7,,,,,,,,,,,,,,,,,,,
LINC00474,HCCAT5,,,,DDX24,,,,,,,,,,,,,,,,,,,
RPS10-NUDT3,SNORD17,,,,TRA2B,,,,,,,,,,,,,,,,,,,
RPL36AP52,METAP1,,,,NOTCH1,,,,,,,,,,,,,,,,,,,
RPL7P52,TMCC3,,,,ELF1,,,,,,,,,,,,,,,,,,,
POU5F1B,SLC22A17,,,,ADGRL1,,,,,,,,,,,,,,,,,,,
TTC16,AKAP10,,,,TAPBP,,,,,,,,,,,,,,,,,,,
CDC5L,SRXN1,,,,VPS8,,,,,,,,,,,,,,,,,,,
CHRDL2,SLC4A5,,,,VCF1,,,,,,,,,,,,,,,,,,,
CFAP184,ALPK1,,,,OAT,,,,,,,,,,,,,,,,,,,
WSB2,FAM131B,,,,FERRY3,,,,,,,,,,,,,,,,,,,
BEST3,UBE2M,,,,IFNGR2,,,,,,,,,,,,,,,,,,,
WDR6,PRELID1,,,,ATP6V1E1,,,,,,,,,,,,,,,,,,,
ATP13A3-DT,SPPL2B,,,,MALSU1,,,,,,,,,,,,,,,,,,,
MYL12B,SLC25A29,,,,DGCR2,,,,,,,,,,,,,,,,,,,
PIP5KL1,LRRC23,,,,RRP7BP,,,,,,,,,,,,,,,,,,,
AFTPH,MIR3936,,,,FAM20B,,,,,,,,,,,,,,,,,,,
RFFL,RAE1,,,,HIVEP3,,,,,,,,,,,,,,,,,,,
MIR31HG,SPAG1,,,,MIR3939,,,,,,,,,,,,,,,,,,,
MTND4LP30,SPRY4,,,,ZNF45,,,,,,,,,,,,,,,,,,,
MTND4P12,EIF4A3,,,,UBL3,,,,,,,,,,,,,,,,,,,
SVOP,NMRAL2P,,,,SLC39A9,,,,,,,,,,,,,,,,,,,
EVX1,APOBEC3A,,,,ZSCAN25,,,,,,,,,,,,,,,,,,,
UNC79,GIGYF1,,,,CXXC5,,,,,,,,,,,,,,,,,,,
OARD1,POT1,,,,PRPF40A,,,,,,,,,,,,,,,,,,,
ACO2P1,SUZ12P1,,,,TTPA,,,,,,,,,,,,,,,,,,,
LUZP2,VCPKMT,,,,MIR9-1HG,,,,,,,,,,,,,,,,,,,
ASPH,PAQR6,,,,ZNF507,,,,,,,,,,,,,,,,,,,
MIR3936HG,ZNF839,,,,DHX35,,,,,,,,,,,,,,,,,,,
LINC00391,LTB4R2,,,,BET1,,,,,,,,,,,,,,,,,,,
