query	GO.ID	Description	p.Val	Genes	FDR	Phenotype
GSE91061	GO:0006915	apoptotic process	8.44954045394621e-09	424	8.44954045394621e-09	+1
GSE91061	GO:0009615	response to virus	8.8391699150931e-09	122	8.8391699150931e-09	+1
GSE91061	GO:0051716	cellular response to stimulus	1.11692589208447e-08	1389	1.11692589208447e-08	+1
GSE91061	GO:0000209	protein polyubiquitination	1.12964239126973e-08	88	1.12964239126973e-08	+1
GSE91061	GO:0050658	RNA transport	1.1805512992998e-08	62	1.1805512992998e-08	+1
GSE91061	GO:0050657	nucleic acid transport	1.1805512992998e-08	62	1.1805512992998e-08	+1
GSE91061	GO:0046632	alpha-beta T cell differentiation	1.21899752737852e-08	53	1.21899752737852e-08	+1
GSE91061	GO:0043367	CD4-positive, alpha-beta T cell differentiation	1.34920248385687e-08	44	1.34920248385687e-08	+1
GSE91061	GO:0002697	regulation of immune effector process	1.5301157899961e-08	115	1.5301157899961e-08	+1
GSE91061	GO:0006405	RNA export from nucleus	1.57810678314938e-08	43	1.57810678314938e-08	+1
GSE91061	GO:0010498	proteasomal protein catabolic process	1.8344981936202e-08	141	1.8344981936202e-08	+1
GSE91061	GO:0034097	response to cytokine	1.85318211666067e-08	232	1.85318211666067e-08	+1
GSE91061	GO:0000380	alternative mRNA splicing, via spliceosome	1.96266940312553e-08	37	1.96266940312553e-08	+1
GSE91061	GO:0050790	regulation of catalytic activity	2.55435098801323e-08	290	2.55435098801323e-08	+1
GSE91061	GO:0016310	phosphorylation	4.12132239694962e-08	357	4.12132239694962e-08	+1
GSE91061	GO:0031329	regulation of cellular catabolic process	5.52464500029981e-08	180	5.52464500029981e-08	+1
GSE91061	GO:0002703	regulation of leukocyte mediated immunity	5.71429541446348e-08	82	5.71429541446348e-08	+1
GSE91061	GO:1901361	organic cyclic compound catabolic process	6.02620704219685e-08	165	6.02620704219685e-08	+1
GSE91061	GO:0035710	CD4-positive, alpha-beta T cell activation	7.24210098161147e-08	50	7.24210098161147e-08	+1
GSE91061	GO:1903706	regulation of hemopoiesis	7.44535703979055e-08	122	7.44535703979055e-08	+1
GSE91061	GO:0050670	regulation of lymphocyte proliferation	9.80688476547938e-08	80	9.80688476547938e-08	+1
GSE91061	GO:0007249	canonical NF-kappaB signal transduction	9.91210189393851e-08	97	9.91210189393851e-08	+1
GSE91061	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	1.02597947435699e-07	112	1.02597947435699e-07	+1
GSE91061	GO:0051247	positive regulation of protein metabolic process	1.14602638840319e-07	292	1.14602638840319e-07	+1
GSE91061	GO:0051028	mRNA transport	1.3364400809246e-07	52	1.3364400809246e-07	+1
GSE91061	GO:0044770	cell cycle phase transition	1.39109487252314e-07	147	1.39109487252314e-07	+1
GSE91061	GO:2001252	positive regulation of chromosome organization	1.39885719085867e-07	47	1.39885719085867e-07	+1
GSE91061	GO:0045058	T cell selection	1.43715515313666e-07	30	1.43715515313666e-07	+1
GSE91061	GO:0042098	T cell proliferation	1.46113824285856e-07	74	1.46113824285856e-07	+1
GSE91061	GO:0022407	regulation of cell-cell adhesion	1.4880395724884e-07	134	1.4880395724884e-07	+1
GSE91061	GO:0032101	regulation of response to external stimulus	1.50274804005451e-07	257	1.50274804005451e-07	+1
GSE91061	GO:0006399	tRNA metabolic process	1.50753867203773e-07	72	1.50753867203773e-07	+1
GSE91061	GO:0002819	regulation of adaptive immune response	1.5236862032162e-07	71	1.5236862032162e-07	+1
GSE91061	GO:0006367	transcription initiation at RNA polymerase II promoter	1.56824095932021e-07	58	1.56824095932021e-07	+1
GSE91061	GO:1902533	positive regulation of intracellular signal transduction	1.76095318276445e-07	248	1.76095318276445e-07	+1
GSE91061	GO:0061157	mRNA destabilization	1.76511068546653e-07	44	1.76511068546653e-07	+1
GSE91061	GO:0002443	leukocyte mediated immunity	1.8615029732582e-07	130	1.8615029732582e-07	+1
GSE91061	GO:0006954	inflammatory response	1.9571324585149e-07	207	1.9571324585149e-07	+1
GSE91061	GO:0071345	cellular response to cytokine stimulus	1.9824566785463e-07	209	1.9824566785463e-07	+1
GSE91061	GO:0050779	RNA destabilization	2.13979124889421e-07	45	2.13979124889421e-07	+1
GSE91061	GO:0051649	establishment of localization in cell	2.23778231911884e-07	427	2.23778231911884e-07	+1
GSE91061	GO:0032944	regulation of mononuclear cell proliferation	2.49622368731144e-07	80	2.49622368731144e-07	+1
GSE91061	GO:1903312	negative regulation of mRNA metabolic process	2.63364905782634e-07	44	2.63364905782634e-07	+1
GSE91061	GO:0051128	regulation of cellular component organization	2.82903491191717e-07	510	2.82903491191717e-07	+1
GSE91061	GO:0006468	protein phosphorylation	2.9018094025356e-07	308	2.9018094025356e-07	+1
GSE91061	GO:0061014	positive regulation of mRNA catabolic process	3.15302211349999e-07	45	3.15302211349999e-07	+1
GSE91061	GO:0002312	B cell activation involved in immune response	3.7960658995076e-07	40	3.7960658995076e-07	+1
GSE91061	GO:0048872	homeostasis of number of cells	4.4557528279281e-07	98	4.4557528279281e-07	+1
GSE91061	GO:1903313	positive regulation of mRNA metabolic process	4.57368907407521e-07	55	4.57368907407521e-07	+1
GSE91061	GO:0002294	CD4-positive, alpha-beta T cell differentiation involved in immune response	4.64103145015725e-07	36	4.64103145015725e-07	+1
GSE91061	GO:0045621	positive regulation of lymphocyte differentiation	5.12510648337893e-07	52	5.12510648337893e-07	+1
GSE91061	GO:0070663	regulation of leukocyte proliferation	5.84534589478392e-07	85	5.84534589478392e-07	+1
GSE91061	GO:0009896	positive regulation of catabolic process	5.95889170413165e-07	144	5.95889170413165e-07	+1
GSE91061	GO:0050671	positive regulation of lymphocyte proliferation	6.22832755552886e-07	55	6.22832755552886e-07	+1
GSE91061	GO:1902105	regulation of leukocyte differentiation	6.50466183159375e-07	98	6.50466183159375e-07	+1
GSE91061	GO:0002293	alpha-beta T cell differentiation involved in immune response	7.4302201391193e-07	36	7.4302201391193e-07	+1
GSE91061	GO:0002287	alpha-beta T cell activation involved in immune response	7.4302201391193e-07	36	7.4302201391193e-07	+1
GSE91061	GO:0008033	tRNA processing	7.5781762634161e-07	53	7.5781762634161e-07	+1
GSE91061	GO:0042093	T-helper cell differentiation	8.61434725624923e-07	35	8.61434725624923e-07	+1
GSE91061	GO:0002260	lymphocyte homeostasis	1.17585846658403e-06	36	1.17585846658403e-06	+1
GSE91061	GO:0045739	positive regulation of DNA repair	1.25188695285615e-06	51	1.25188695285615e-06	+1
GSE91061	GO:0002706	regulation of lymphocyte mediated immunity	1.28657735712466e-06	64	1.28657735712466e-06	+1
GSE91061	GO:0007264	small GTPase-mediated signal transduction	1.39642892349575e-06	137	1.39642892349575e-06	+1
GSE91061	GO:0023056	positive regulation of signaling	1.46630241748275e-06	386	1.46630241748275e-06	+1
GSE91061	GO:0032946	positive regulation of mononuclear cell proliferation	1.5338031839505e-06	55	1.5338031839505e-06	+1
GSE91061	GO:0044772	mitotic cell cycle phase transition	1.54029444174242e-06	121	1.54029444174242e-06	+1
GSE91061	GO:0140694	non-membrane-bounded organelle assembly	1.54312416572168e-06	116	1.54312416572168e-06	+1
GSE91061	GO:0140718	facultative heterochromatin formation	1.64499832531635e-06	26	1.64499832531635e-06	+1
GSE91061	GO:0009605	response to external stimulus	1.6758598187097e-06	559	1.6758598187097e-06	+1
GSE91061	GO:0010647	positive regulation of cell communication	2.01291802970465e-06	385	2.01291802970465e-06	+1
GSE91061	GO:0045786	negative regulation of cell cycle	2.08738224954985e-06	111	2.08738224954985e-06	+1
GSE91061	GO:0007346	regulation of mitotic cell cycle	2.51263086956251e-06	134	2.51263086956251e-06	+1
GSE91061	GO:0009987	cellular process	2.58486718495909e-06	3306	2.58486718495909e-06	+1
GSE91061	GO:0050686	negative regulation of mRNA processing	2.62112247538883e-06	18	2.62112247538883e-06	+1
GSE91061	GO:1902532	negative regulation of intracellular signal transduction	2.71209801659306e-06	144	2.71209801659306e-06	+1
GSE91061	GO:0006304	DNA modification	2.74717647064496e-06	42	2.74717647064496e-06	+1
GSE91061	GO:0048585	negative regulation of response to stimulus	2.82416475068507e-06	360	2.82416475068507e-06	+1
GSE91061	GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	2.96909563665718e-06	33	2.96909563665718e-06	+1
GSE91061	GO:0043122	regulation of canonical NF-kappaB signal transduction	2.99642104737516e-06	85	2.99642104737516e-06	+1
GSE91061	GO:0050856	regulation of T cell receptor signaling pathway	3.10690103342082e-06	26	3.10690103342082e-06	+1
GSE91061	GO:0002218	activation of innate immune response	3.39887036618034e-06	86	3.39887036618034e-06	+1
GSE91061	GO:0051641	cellular localization	3.49786423655024e-06	717	3.49786423655024e-06	+1
GSE91061	GO:0031123	RNA 3'-end processing	3.55045732947975e-06	44	3.55045732947975e-06	+1
GSE91061	GO:0070897	transcription preinitiation complex assembly	3.60551215486721e-06	37	3.60551215486721e-06	+1
GSE91061	GO:0050896	response to stimulus	3.82660938248114e-06	1630	3.82660938248114e-06	+1
GSE91061	GO:0031507	heterochromatin formation	3.94357920938594e-06	45	3.94357920938594e-06	+1
GSE91061	GO:0048025	negative regulation of mRNA splicing, via spliceosome	3.99893688899324e-06	17	3.99893688899324e-06	+1
GSE91061	GO:0001819	positive regulation of cytokine production	4.07964403895e-06	132	4.07964403895e-06	+1
GSE91061	GO:2000142	regulation of DNA-templated transcription initiation	4.36531184505948e-06	36	4.36531184505948e-06	+1
GSE91061	GO:0032200	telomere organization	4.41889152426864e-06	65	4.41889152426864e-06	+1
GSE91061	GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	4.53586048627422e-06	64	4.53586048627422e-06	+1
GSE91061	GO:1902107	positive regulation of leukocyte differentiation	4.53586048627422e-06	64	4.53586048627422e-06	+1
GSE91061	GO:1903708	positive regulation of hemopoiesis	4.53586048627422e-06	64	4.53586048627422e-06	+1
GSE91061	GO:0043067	regulation of programmed cell death	4.73927871315342e-06	332	4.73927871315342e-06	+1
GSE91061	GO:0045785	positive regulation of cell adhesion	4.80085308878812e-06	129	4.80085308878812e-06	+1
GSE91061	GO:0010564	regulation of cell cycle process	4.94927344084176e-06	180	4.94927344084176e-06	+1
GSE91061	GO:0006260	DNA replication	5.00197365577727e-06	86	5.00197365577727e-06	+1
GSE91061	GO:0051607	defense response to virus	5.06402478857455e-06	93	5.06402478857455e-06	+1
GSE91061	GO:0002292	T cell differentiation involved in immune response	5.4300003204992e-06	37	5.4300003204992e-06	+1
GSE91061	GO:0000819	sister chromatid segregation	5.96020385214799e-06	74	5.96020385214799e-06	+1
GSE91061	GO:0000724	double-strand break repair via homologous recombination	6.19229418830472e-06	61	6.19229418830472e-06	+1
GSE91061	GO:0070665	positive regulation of leukocyte proliferation	6.406916297433e-06	58	6.406916297433e-06	+1
GSE91061	GO:0070828	heterochromatin organization	6.44207929381233e-06	47	6.44207929381233e-06	+1
GSE91061	GO:0042981	regulation of apoptotic process	6.79474833804395e-06	323	6.79474833804395e-06	+1
GSE91061	GO:0019221	cytokine-mediated signaling pathway	7.3599696613976e-06	133	7.3599696613976e-06	+1
GSE91061	GO:0000725	recombinational repair	7.7759467941481e-06	62	7.7759467941481e-06	+1
GSE91061	GO:0050871	positive regulation of B cell activation	8.10293166278771e-06	37	8.10293166278771e-06	+1
GSE91061	GO:0002699	positive regulation of immune effector process	1.06862790551726e-05	78	1.06862790551726e-05	+1
GSE91061	GO:0060260	regulation of transcription initiation by RNA polymerase II	1.16092787388307e-05	33	1.16092787388307e-05	+1
GSE91061	GO:0038061	non-canonical NF-kappaB signal transduction	1.202612127207e-05	47	1.202612127207e-05	+1
GSE91061	GO:1901566	organonitrogen compound biosynthetic process	1.35568931746192e-05	377	1.35568931746192e-05	+1
GSE91061	GO:0042274	ribosomal small subunit biogenesis	1.44719716757485e-05	41	1.44719716757485e-05	+1
GSE91061	GO:0016073	snRNA metabolic process	1.51212920977472e-05	28	1.51212920977472e-05	+1
GSE91061	GO:1904263	positive regulation of TORC1 signaling	1.67020818962317e-05	27	1.67020818962317e-05	+1
GSE91061	GO:0045577	regulation of B cell differentiation	1.67379033842408e-05	21	1.67379033842408e-05	+1
GSE91061	GO:0044093	positive regulation of molecular function	1.73020587340888e-05	251	1.73020587340888e-05	+1
GSE91061	GO:0032008	positive regulation of TOR signaling	1.78627301459318e-05	33	1.78627301459318e-05	+1
GSE91061	GO:0071310	cellular response to organic substance	1.80109133023372e-05	415	1.80109133023372e-05	+1
GSE91061	GO:0043368	positive T cell selection	1.95320823252631e-05	23	1.95320823252631e-05	+1
GSE91061	GO:0002758	innate immune response-activating signaling pathway	2.18210064479625e-05	79	2.18210064479625e-05	+1
GSE91061	GO:2000779	regulation of double-strand break repair	2.33976503089099e-05	49	2.33976503089099e-05	+1
GSE91061	GO:0006997	nucleus organization	2.43371064835369e-05	52	2.43371064835369e-05	+1
GSE91061	GO:0032479	regulation of type I interferon production	2.85035405663935e-05	46	2.85035405663935e-05	+1
GSE91061	GO:0032606	type I interferon production	2.85035405663935e-05	46	2.85035405663935e-05	+1
GSE91061	GO:0001776	leukocyte homeostasis	3.31870909193406e-05	43	3.31870909193406e-05	+1
GSE91061	GO:1902459	positive regulation of stem cell population maintenance	3.37063731043111e-05	25	3.37063731043111e-05	+1
GSE91061	GO:0007059	chromosome segregation	3.47348450768198e-05	115	3.47348450768198e-05	+1
GSE91061	GO:0009968	negative regulation of signal transduction	3.90946135678907e-05	286	3.90946135678907e-05	+1
GSE91061	GO:2000144	positive regulation of DNA-templated transcription initiation	3.9618371352714e-05	31	3.9618371352714e-05	+1
GSE91061	GO:0033119	negative regulation of RNA splicing	4.33227388731219e-05	18	4.33227388731219e-05	+1
GSE91061	GO:2000781	positive regulation of double-strand break repair	4.62941795151882e-05	36	4.62941795151882e-05	+1
GSE91061	GO:0000381	regulation of alternative mRNA splicing, via spliceosome	4.67313587888869e-05	27	4.67313587888869e-05	+1
GSE91061	GO:0002753	cytoplasmic pattern recognition receptor signaling pathway	5.23530961268079e-05	54	5.23530961268079e-05	+1
GSE91061	GO:0002221	pattern recognition receptor signaling pathway	5.59663696437215e-05	74	5.59663696437215e-05	+1
GSE91061	GO:0060261	positive regulation of transcription initiation by RNA polymerase II	5.60298667326353e-05	29	5.60298667326353e-05	+1
GSE91061	GO:0016032	viral process	6.08735066994682e-05	115	6.08735066994682e-05	+1
GSE91061	GO:0050857	positive regulation of antigen receptor-mediated signaling pathway	7.5050696852662e-05	17	7.5050696852662e-05	+1
GSE91061	GO:0002449	lymphocyte mediated immunity	8.55268810730691e-05	100	8.55268810730691e-05	+1
GSE91061	GO:0032609	type II interferon production	8.65557328819142e-05	44	8.65557328819142e-05	+1
GSE91061	GO:0006796	phosphate-containing compound metabolic process	8.95130506609088e-05	519	8.95130506609088e-05	+1
GSE91061	GO:0002200	somatic diversification of immune receptors	9.00073632093396e-05	33	9.00073632093396e-05	+1
GSE91061	GO:0032206	positive regulation of telomere maintenance	9.18551947778619e-05	31	9.18551947778619e-05	+1
GSE91061	GO:0010948	negative regulation of cell cycle process	9.58996523032639e-05	87	9.58996523032639e-05	+1
GSE91061	GO:0042102	positive regulation of T cell proliferation	9.70078678653085e-05	40	9.70078678653085e-05	+1
GSE91061	GO:0001510	RNA methylation	0.000105650051121464	37	0.000105650051121464	+1
GSE91061	GO:0140053	mitochondrial gene expression	0.000106252303122737	55	0.000106252303122737	+1
GSE91061	GO:0002520	immune system development	0.000108591933393964	64	0.000108591933393964	+1
GSE91061	GO:0002250	adaptive immune response	0.000120649863998644	177	0.000120649863998644	+1
GSE91061	GO:0002335	mature B cell differentiation	0.000125368909132584	21	0.000125368909132584	+1
GSE91061	GO:1901565	organonitrogen compound catabolic process	0.000158316673794177	303	0.000158316673794177	+1
GSE91061	GO:0031399	regulation of protein modification process	0.000159464647779804	271	0.000159464647779804	+1
GSE91061	GO:0015931	nucleobase-containing compound transport	0.000161764220782343	70	0.000161764220782343	+1
GSE91061	GO:0018193	peptidyl-amino acid modification	0.000161857666920566	178	0.000161857666920566	+1
GSE91061	GO:0090398	cellular senescence	0.000171251525710213	39	0.000171251525710213	+1
GSE91061	GO:0034504	protein localization to nucleus	0.00017969862176837	89	0.00017969862176837	+1
GSE91061	GO:0042100	B cell proliferation	0.000180824023406443	40	0.000180824023406443	+1
GSE91061	GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	0.000183210992121003	24	0.000183210992121003	+1
GSE91061	GO:0045582	positive regulation of T cell differentiation	0.000200289329660646	43	0.000200289329660646	+1
GSE91061	GO:0032649	regulation of type II interferon production	0.000200289329660646	43	0.000200289329660646	+1
GSE91061	GO:0034250	positive regulation of amide metabolic process	0.000214016248225671	55	0.000214016248225671	+1
GSE91061	GO:0023057	negative regulation of signaling	0.000215595236799349	302	0.000215595236799349	+1
GSE91061	GO:0002377	immunoglobulin production	0.000244736015021707	40	0.000244736015021707	+1
GSE91061	GO:0051240	positive regulation of multicellular organismal process	0.000248963080642962	346	0.000248963080642962	+1
GSE91061	GO:0006793	phosphorus metabolic process	0.000251197161051041	520	0.000251197161051041	+1
GSE91061	GO:0000018	regulation of DNA recombination	0.000266900752894983	47	0.000266900752894983	+1
GSE91061	GO:0002286	T cell activation involved in immune response	0.000268435511460665	44	0.000268435511460665	+1
GSE91061	GO:0006400	tRNA modification	0.000283850319562889	37	0.000283850319562889	+1
GSE91061	GO:0031331	positive regulation of cellular catabolic process	0.000292513196294057	92	0.000292513196294057	+1
GSE91061	GO:0019080	viral gene expression	0.000316954385899192	39	0.000316954385899192	+1
GSE91061	GO:0019827	stem cell population maintenance	0.00035772324428318	58	0.00035772324428318	+1
GSE91061	GO:0042129	regulation of T cell proliferation	0.00035772324428318	58	0.00035772324428318	+1
GSE91061	GO:0002440	production of molecular mediator of immune response	0.000358170908828247	67	0.000358170908828247	+1
GSE91061	GO:0051123	RNA polymerase II preinitiation complex assembly	0.00037193354605673	30	0.00037193354605673	+1
GSE91061	GO:0032007	negative regulation of TOR signaling	0.00037193354605673	30	0.00037193354605673	+1
GSE91061	GO:1901987	regulation of cell cycle phase transition	0.000372053266406541	113	0.000372053266406541	+1
GSE91061	GO:0051239	regulation of multicellular organismal process	0.000428932749719814	582	0.000428932749719814	+1
GSE91061	GO:0010648	negative regulation of cell communication	0.000455199734289739	300	0.000455199734289739	+1
GSE91061	GO:0002708	positive regulation of lymphocyte mediated immunity	0.000459816171368626	44	0.000459816171368626	+1
GSE91061	GO:0010033	response to organic substance	0.000489505935250597	525	0.000489505935250597	+1
GSE91061	GO:0045061	thymic T cell selection	0.000527175125532801	15	0.000527175125532801	+1
GSE91061	GO:0031445	regulation of heterochromatin formation	0.000527175125532801	15	0.000527175125532801	+1
GSE91061	GO:0120261	regulation of heterochromatin organization	0.000527175125532801	15	0.000527175125532801	+1
GSE91061	GO:0002562	somatic diversification of immune receptors via germline recombination within a single locus	0.000543451190898378	30	0.000543451190898378	+1
GSE91061	GO:0016444	somatic cell DNA recombination	0.000543451190898378	30	0.000543451190898378	+1
GSE91061	GO:0006406	mRNA export from nucleus	0.000543451190898378	30	0.000543451190898378	+1
GSE91061	GO:0072538	T-helper 17 type immune response	0.000566444803115758	23	0.000566444803115758	+1
GSE91061	GO:0050862	positive regulation of T cell receptor signaling pathway	0.000571587397358292	13	0.000571587397358292	+1
GSE91061	GO:0046634	regulation of alpha-beta T cell activation	0.000596066514932447	41	0.000596066514932447	+1
GSE91061	GO:0051336	regulation of hydrolase activity	0.000604403201233206	147	0.000604403201233206	+1
GSE91061	GO:0042273	ribosomal large subunit biogenesis	0.000623607394649712	31	0.000623607394649712	+1
GSE91061	GO:0009895	negative regulation of catabolic process	0.000670605735894297	94	0.000670605735894297	+1
GSE91061	GO:0042770	signal transduction in response to DNA damage	0.000671063272813897	61	0.000671063272813897	+1
GSE91061	GO:1903320	regulation of protein modification by small protein conjugation or removal	0.000771355290509603	71	0.000771355290509603	+1
GSE91061	GO:0002224	toll-like receptor signaling pathway	0.000786115380434746	30	0.000786115380434746	+1
GSE91061	GO:0098727	maintenance of cell number	0.000821490812245572	58	0.000821490812245572	+1
GSE91061	GO:0072331	signal transduction by p53 class mediator	0.00087607090378272	57	0.00087607090378272	+1
GSE91061	GO:0032729	positive regulation of type II interferon production	0.000888580659948014	31	0.000888580659948014	+1
GSE91061	GO:0043029	T cell homeostasis	0.00091901990923093	23	0.00091901990923093	+1
GSE91061	GO:0002683	negative regulation of immune system process	0.00105040105690675	124	0.00105040105690675	+1
GSE91061	GO:0006508	proteolysis	0.00106809732466564	330	0.00106809732466564	+1
GSE91061	GO:0006289	nucleotide-excision repair	0.00106866138220649	33	0.00106866138220649	+1
GSE91061	GO:0030155	regulation of cell adhesion	0.00115045934192268	180	0.00115045934192268	+1
GSE91061	GO:1901990	regulation of mitotic cell cycle phase transition	0.00115409050105234	90	0.00115409050105234	+1
GSE91061	GO:0043085	positive regulation of catalytic activity	0.00116489282324732	179	0.00116489282324732	+1
GSE91061	GO:0030888	regulation of B cell proliferation	0.00123683444656727	28	0.00123683444656727	+1
GSE91061	GO:0044087	regulation of cellular component biogenesis	0.00123851404736646	217	0.00123851404736646	+1
GSE91061	GO:0045911	positive regulation of DNA recombination	0.00142346362898324	29	0.00142346362898324	+1
GSE91061	GO:1902275	regulation of chromatin organization	0.00142858364510939	19	0.00142858364510939	+1
GSE91061	GO:0006346	DNA methylation-dependent heterochromatin formation	0.00148654715853804	18	0.00148654715853804	+1
GSE91061	GO:0022411	cellular component disassembly	0.00152464725841135	129	0.00152464725841135	+1
GSE91061	GO:0042255	ribosome assembly	0.00154224099311234	27	0.00154224099311234	+1
GSE91061	GO:0002705	positive regulation of leukocyte mediated immunity	0.00178730620719008	48	0.00178730620719008	+1
GSE91061	GO:1901873	regulation of post-translational protein modification	0.00180270021024711	71	0.00180270021024711	+1
GSE91061	GO:0007166	cell surface receptor signaling pathway	0.00181092109696369	549	0.00181092109696369	+1
GSE91061	GO:0065004	protein-DNA complex assembly	0.00182311946818218	69	0.00182311946818218	+1
GSE91061	GO:0034661	ncRNA catabolic process	0.00190488702393386	24	0.00190488702393386	+1
GSE91061	GO:0043254	regulation of protein-containing complex assembly	0.00190505116901428	107	0.00190505116901428	+1
GSE91061	GO:0043123	positive regulation of canonical NF-kappaB signal transduction	0.00194527133298183	62	0.00194527133298183	+1
GSE91061	GO:0046635	positive regulation of alpha-beta T cell activation	0.00203109126480374	29	0.00203109126480374	+1
GSE91061	GO:0002821	positive regulation of adaptive immune response	0.00214851640616594	43	0.00214851640616594	+1
GSE91061	GO:0031396	regulation of protein ubiquitination	0.00227891681110967	60	0.00227891681110967	+1
GSE91061	GO:0046641	positive regulation of alpha-beta T cell proliferation	0.00252605218741625	15	0.00252605218741625	+1
GSE91061	GO:0045579	positive regulation of B cell differentiation	0.00253876758003236	12	0.00253876758003236	+1
GSE91061	GO:0000082	G1/S transition of mitotic cell cycle	0.00256990516909523	63	0.00256990516909523	+1
GSE91061	GO:0000077	DNA damage checkpoint signaling	0.00264817206941473	44	0.00264817206941473	+1
GSE91061	GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	0.00267428516244463	18	0.00267428516244463	+1
GSE91061	GO:0033077	T cell differentiation in thymus	0.00274126199423614	33	0.00274126199423614	+1
GSE91061	GO:0044248	cellular catabolic process	0.00286605342113591	332	0.00286605342113591	+1
GSE91061	GO:0043370	regulation of CD4-positive, alpha-beta T cell differentiation	0.0028972248791381	24	0.0028972248791381	+1
GSE91061	GO:0044843	cell cycle G1/S phase transition	0.00300563663866497	69	0.00300563663866497	+1
GSE91061	GO:0045930	negative regulation of mitotic cell cycle	0.00304964664740257	67	0.00304964664740257	+1
GSE91061	GO:0010638	positive regulation of organelle organization	0.00320759725474878	124	0.00320759725474878	+1
GSE91061	GO:0030162	regulation of proteolysis	0.0032311810756721	134	0.0032311810756721	+1
GSE91061	GO:1901988	negative regulation of cell cycle phase transition	0.00334946998113413	73	0.00334946998113413	+1
GSE91061	GO:0051092	positive regulation of NF-kappaB transcription factor activity	0.00359122067901948	42	0.00359122067901948	+1
GSE91061	GO:0000291	nuclear-transcribed mRNA catabolic process, exonucleolytic	0.00372770057440721	13	0.00372770057440721	+1
GSE91061	GO:0016311	dephosphorylation	0.00377537546129738	81	0.00377537546129738	+1
GSE91061	GO:0002274	myeloid leukocyte activation	0.00387903769363944	68	0.00387903769363944	+1
GSE91061	GO:0033045	regulation of sister chromatid segregation	0.00392638889194635	37	0.00392638889194635	+1
GSE91061	GO:0008064	regulation of actin polymerization or depolymerization	0.00404800946131363	49	0.00404800946131363	+1
GSE91061	GO:0032615	interleukin-12 production	0.0040982801194637	26	0.0040982801194637	+1
GSE91061	GO:0032655	regulation of interleukin-12 production	0.0040982801194637	26	0.0040982801194637	+1
GSE91061	GO:0061756	leukocyte adhesion to vascular endothelial cell	0.0042548753386639	22	0.0042548753386639	+1
GSE91061	GO:0015031	protein transport	0.00503286216611836	298	0.00503286216611836	+1
GSE91061	GO:1904262	negative regulation of TORC1 signaling	0.00507910127595476	21	0.00507910127595476	+1
GSE91061	GO:0032648	regulation of interferon-beta production	0.00514244862612639	25	0.00514244862612639	+1
GSE91061	GO:0032608	interferon-beta production	0.00514244862612639	25	0.00514244862612639	+1
GSE91061	GO:0006360	transcription by RNA polymerase I	0.00514758142852519	28	0.00514758142852519	+1
GSE91061	GO:1903322	positive regulation of protein modification by small protein conjugation or removal	0.00528959327141216	44	0.00528959327141216	+1
GSE91061	GO:0009411	response to UV	0.00530178921154148	48	0.00530178921154148	+1
GSE91061	GO:0030838	positive regulation of actin filament polymerization	0.00534528314454665	23	0.00534528314454665	+1
GSE91061	GO:0051090	regulation of DNA-binding transcription factor activity	0.00548636356806415	92	0.00548636356806415	+1
GSE91061	GO:0032543	mitochondrial translation	0.00553137759213995	43	0.00553137759213995	+1
GSE91061	GO:0010569	regulation of double-strand break repair via homologous recombination	0.00558151518340635	29	0.00558151518340635	+1
GSE91061	GO:0051248	negative regulation of protein metabolic process	0.0060089618336575	174	0.0060089618336575	+1
GSE91061	GO:0006470	protein dephosphorylation	0.00609640601109278	63	0.00609640601109278	+1
GSE91061	GO:0043928	exonucleolytic catabolism of deadenylated mRNA	0.00612680806989678	10	0.00612680806989678	+1
GSE91061	GO:0030099	myeloid cell differentiation	0.00638763318821099	109	0.00638763318821099	+1
GSE91061	GO:0038093	Fc receptor signaling pathway	0.00642391556465072	24	0.00642391556465072	+1
GSE91061	GO:0090308	regulation of DNA methylation-dependent heterochromatin formation	0.00647312794538049	12	0.00647312794538049	+1
GSE91061	GO:1901875	positive regulation of post-translational protein modification	0.00661346134418266	44	0.00661346134418266	+1
GSE91061	GO:0071897	DNA biosynthetic process	0.00722660800336859	57	0.00722660800336859	+1
GSE91061	GO:0030832	regulation of actin filament length	0.00750184415721668	49	0.00750184415721668	+1
GSE91061	GO:0051338	regulation of transferase activity	0.00765432821331834	140	0.00765432821331834	+1
GSE91061	GO:2000514	regulation of CD4-positive, alpha-beta T cell activation	0.00768296736213397	29	0.00768296736213397	+1
GSE91061	GO:0045727	positive regulation of translation	0.00780292416716702	45	0.00780292416716702	+1
GSE91061	GO:0032790	ribosome disassembly	0.00789483899480146	18	0.00789483899480146	+1
GSE91061	GO:0006306	DNA methylation	0.00790485116551785	21	0.00790485116551785	+1
GSE91061	GO:0006305	DNA alkylation	0.00790485116551785	21	0.00790485116551785	+1
GSE91061	GO:0000075	cell cycle checkpoint signaling	0.00793718272083314	58	0.00793718272083314	+1
GSE91061	GO:0031398	positive regulation of protein ubiquitination	0.00834637258694489	38	0.00834637258694489	+1
